,Unnamed: 0,Unnamed: 0.1,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
9,9,9,0,0,Amari Cooper,Titans,0,0,0,0,0,0,12.0,WR,0,1,62,5,0,0,0,0,1,2017
165,165,165,0,0,Amari Cooper,Raiders,0,0,0,0,0,0,3.0,WR,0,0,33,4,0,0,0,0,2,2017
335,335,335,0,0,Amari Cooper,Redskins,0,0,0,0,0,0,0.0,WR,0,0,6,1,0,0,0,0,3,2017
453,453,453,0,0,Amari Cooper,Broncos,0,0,0,0,0,0,0.0,WR,0,0,9,2,0,0,0,0,4,2017
555,555,555,0,0,Amari Cooper,Raiders,0,0,0,0,0,0,0.0,WR,0,0,8,1,0,0,0,0,5,2017
628,628,628,0,0,Amari Cooper,Raiders,0,0,0,0,0,0,2.0,WR,0,0,28,5,0,0,0,0,6,2017
664,664,664,0,0,Amari Cooper,Raiders,0,0,0,0,0,0,33.0,WR,0,2,210,11,0,0,0,0,7,2017
811,811,811,0,0,Amari Cooper,Bills,0,0,0,0,0,0,4.0,WR,0,0,48,5,0,1,0,4,8,2017
901,901,901,0,0,Amari Cooper,Dolphins,0,0,0,0,0,0,5.0,WR,0,0,58,4,0,0,0,0,9,2017
1094,1094,1094,0,0,Amari Cooper,Raiders,0,0,0,0,0,0,8.0,WR,0,1,28,3,0,0,0,0,11,2017
1214,1214,1214,0,0,Amari Cooper,Raiders,0,0,0,0,0,0,6.0,WR,0,1,9,1,0,0,0,0,12,2017
