,Unnamed: 0,Unnamed: 0.1,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
9,9,9.0,0.0,0.0,Amari Cooper,Titans,0.0,0.0,0.0,0.0,0.0,0.0,12.0,WR,0.0,1.0,62.0,5.0,0.0,0.0,0.0,0.0,1,2017.0
165,165,9.0,0.0,0.0,Amari Cooper,Raiders,0.0,0.0,0.0,0.0,0.0,0.0,12.0,WR,0.0,1.0,62.0,5.0,0.0,0.0,0.0,0.0,2,2017.0
335,335,87.0,0.0,0.0,Amari Cooper,Redskins,0.0,0.0,0.0,0.0,0.0,0.0,7.5,WR,0.0,0.5,47.5,4.5,0.0,0.0,0.0,0.0,3,2017.0
453,453,169.66666666666666,0.0,0.0,Amari Cooper,Broncos,0.0,0.0,0.0,0.0,0.0,0.0,5.0,WR,0.0,0.3333333333333333,33.666666666666664,3.3333333333333335,0.0,0.0,0.0,0.0,4,2017.0
555,555,240.5,0.0,0.0,Amari Cooper,Raiders,0.0,0.0,0.0,0.0,0.0,0.0,3.75,WR,0.0,0.25,27.5,3.0,0.0,0.0,0.0,0.0,5,2017.0
628,628,303.4,0.0,0.0,Amari Cooper,Raiders,0.0,0.0,0.0,0.0,0.0,0.0,3.0,WR,0.0,0.2,23.6,2.6,0.0,0.0,0.0,0.0,6,2017.0
664,664,357.5,0.0,0.0,Amari Cooper,Raiders,0.0,0.0,0.0,0.0,0.0,0.0,2.8333333333333335,WR,0.0,0.16666666666666666,24.333333333333332,3.0,0.0,0.0,0.0,0.0,7,2017.0
811,811,401.2857142857143,0.0,0.0,Amari Cooper,Bills,0.0,0.0,0.0,0.0,0.0,0.0,7.142857142857143,WR,0.0,0.42857142857142855,50.857142857142854,4.142857142857143,0.0,0.0,0.0,0.0,8,2017.0
901,901,452.5,0.0,0.0,Amari Cooper,Dolphins,0.0,0.0,0.0,0.0,0.0,0.0,6.75,WR,0.0,0.375,50.5,4.25,0.0,0.125,0.0,0.5,9,2017.0
1094,1094,502.3333333333333,0.0,0.0,Amari Cooper,Raiders,0.0,0.0,0.0,0.0,0.0,0.0,6.555555555555555,WR,0.0,0.3333333333333333,51.333333333333336,4.222222222222222,0.0,0.1111111111111111,0.0,0.4444444444444444,11,2017.0
1214,1214,561.5,0.0,0.0,Amari Cooper,Raiders,0.0,0.0,0.0,0.0,0.0,0.0,6.7,WR,0.0,0.4,49.0,4.1,0.0,0.1,0.0,0.4,12,2017.0
