,Unnamed: 0,Unnamed: 0.1,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
50,50,50.0,0.0,0.0,Jay Cutler,Chargers,0.0,33.0,24.0,0.0,1.0,230.0,15.0,QB,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-1.0,2,2017.0
92,92,50.0,0.0,0.0,Jay Cutler,Jets,0.0,33.0,24.0,0.0,1.0,230.0,15.0,QB,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-1.0,3,2017.0
132,132,71.0,0.0,0.0,Jay Cutler,Dolphins,0.0,38.5,25.0,0.5,1.0,225.0,13.5,QB,0.0,0.0,0.0,0.0,0.0,1.5,0.0,4.0,4,2017.0
163,163,91.33333333333333,0.0,0.0,Jay Cutler,Dolphins,0.0,35.0,23.333333333333332,0.6666666666666666,0.6666666666666666,204.66666666666666,10.333333333333334,QB,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,4.333333333333333,5,2017.0
181,181,109.25,0.0,0.0,Jay Cutler,Falcons,0.0,32.75,20.5,0.75,0.75,176.5,9.5,QB,0.0,0.0,0.0,0.0,0.0,1.5,0.0,5.25,6,2017.0
218,218,123.6,0.0,0.0,Jay Cutler,Dolphins,0.0,32.8,20.2,0.8,1.0,171.4,10.8,QB,0.0,0.0,0.0,0.0,0.0,1.4,0.0,4.0,7,2017.0
267,267,139.33333333333334,0.0,0.0,Jay Cutler,Dolphins,0.0,30.0,18.833333333333332,0.8333333333333334,1.1666666666666667,165.83333333333334,11.5,QB,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,0.0,3.3333333333333335,9,2017.0
309,309,157.57142857142858,0.0,0.0,Jay Cutler,Panthers,0.0,31.714285714285715,21.0,0.7142857142857143,1.4285714285714286,186.57142857142858,14.142857142857142,QB,0.0,0.0,0.0,0.0,0.0,1.1428571428571428,0.0,2.857142857142857,10,2017.0
354,354,176.5,0.0,0.0,Jay Cutler,Dolphins,0.0,32.375,21.125,0.75,1.5,189.875,14.625,QB,0.0,0.0,0.0,0.0,0.0,1.125,0.0,2.375,11,2017.0
412,412,196.22222222222223,0.0,0.0,Jay Cutler,Dolphins,0.0,30.11111111111111,19.444444444444443,1.0,1.4444444444444444,178.0,13.333333333333334,QB,0.0,0.0,0.0,0.0,0.0,1.1111111111111112,0.0,2.2222222222222223,13,2017.0
