,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
0,0,0,Adrian Peterson,@Det,0,0,0,0,0,0,28.00,RB,0,1,18,4,0,18,2,93,1,2013
1,0,0,Reggie Bush,Min,0,0,0,0,0,0,25.00,RB,0,1,101,4,0,21,0,90,1,2013
2,0,0,LeSean McCoy,@Was,0,0,0,0,0,0,24.00,RB,0,0,5,1,0,31,1,184,1,2013
3,0,0,Joique Bell,Min,0,0,0,0,0,0,20.00,RB,0,0,67,5,0,6,2,25,1,2013
4,0,0,Shane Vereen,@Buf,0,0,0,0,0,0,15.00,RB,0,0,58,7,0,14,0,101,1,2013
5,0,0,Matt Forte,Cin,0,0,0,0,0,0,15.00,RB,0,0,41,4,0,19,1,50,1,2013
6,0,0,Jamaal Charles,@Jax,0,0,0,0,0,0,15.00,RB,0,0,23,3,0,16,1,77,1,2013
7,0,0,Ray Rice,@Den,0,0,0,0,0,0,12.00,RB,0,0,35,8,0,12,1,36,1,2013
8,0,1,Eddie Lacy,@SF,0,0,0,0,0,0,12.00,RB,0,0,31,1,0,14,1,41,1,2013
9,0,0,Frank Gore,GB,0,0,0,0,0,0,12.00,RB,0,0,21,2,0,21,1,44,1,2013
10,0,0,DeMarco Murray,NYG,0,0,0,0,0,0,11.00,RB,0,0,39,8,0,20,0,86,1,2013
11,0,0,Darren McFadden,@Ind,0,0,0,0,0,0,11.00,RB,0,0,18,3,0,17,1,48,1,2013
12,0,0,Ryan Mathews,Hou,0,0,0,0,0,0,11.00,RB,0,1,22,2,0,13,0,33,1,2013
13,0,1,Doug Martin,@NYJ,0,0,0,0,0,0,11.00,RB,0,0,-1,2,0,24,1,65,1,2013
14,0,0,Steven Jackson,@NO,0,0,0,0,0,0,11.00,RB,0,0,45,5,0,11,0,77,1,2013
15,0,0,Darren Sproles,Atl,0,0,0,0,0,0,10.00,RB,0,0,88,6,0,8,0,22,1,2013
16,0,0,Fred Jackson,NE,0,0,0,0,0,0,10.00,RB,0,0,41,4,0,13,0,67,1,2013
17,0,0,Daryl Richardson,Ari,0,0,0,0,0,0,9.00,RB,0,0,33,5,0,20,0,63,1,2013
18,0,1,Alfred Morris,Phi,0,0,0,0,0,0,9.00,RB,0,0,9,1,0,12,1,45,1,2013
19,0,1,DeAngelo Williams,Sea,0,0,0,0,0,0,8.00,RB,0,0,14,3,0,17,0,86,1,2013
20,0,0,BenJarvus Green-Ellis,@Chi,0,0,0,0,0,0,8.00,RB,0,0,4,1,0,14,1,25,1,2013
21,0,0,Arian Foster,@SD,0,0,0,0,0,0,8.00,RB,0,0,33,6,0,18,0,57,1,2013
22,0,0,Jackie Battle,@Pit,0,0,0,0,0,0,8.00,RB,0,0,0,0,0,8,1,21,1,2013
23,0,0,Daniel Thomas,@Cle,0,0,0,0,0,0,7.00,RB,0,0,5,1,0,8,1,14,1,2013
24,0,0,Da'Rel Scott,@Dal,0,0,0,0,0,0,7.00,RB,0,0,51,5,0,5,0,23,1,2013
25,0,0,Trent Richardson,Mia,0,0,0,0,0,0,7.00,RB,0,0,30,2,0,13,0,47,1,2013
26,0,0,Vonta Leach,@Den,0,0,0,0,0,0,7.00,RB,0,1,12,3,0,0,0,0,1,2013
27,0,0,Chris Johnson,@Pit,0,0,0,0,0,0,7.00,RB,0,0,0,0,0,25,0,70,1,2013
28,0,0,Rashard Mendenhall,@Stl,0,0,0,0,0,0,6.00,RB,0,0,4,1,0,16,0,60,1,2013
29,0,0,Vick Ballard,Oak,0,0,0,0,0,0,6.00,RB,0,0,-5,1,0,13,0,63,1,2013
30,0,0,Pierre Thomas,Atl,0,0,0,0,0,0,5.00,RB,0,0,16,4,0,9,0,43,1,2013
31,0,0,Ben Tate,@SD,0,0,0,0,0,0,5.00,RB,0,0,7,2,0,9,0,55,1,2013
32,0,0,Bilal Powell,TB,0,0,0,0,0,0,5.00,RB,0,0,35,4,0,12,0,29,1,2013
33,0,0,Knowshon Moreno,Bal,0,0,0,0,0,0,5.00,RB,0,0,37,3,0,9,0,28,1,2013
34,0,1,C.J. Spiller,NE,0,0,0,0,0,0,4.00,RB,0,0,14,5,0,17,0,41,1,2013
35,0,0,Anthony Sherman,@Jax,0,0,0,0,0,0,4.00,RB,0,0,44,4,0,0,0,0,1,2013
36,0,0,Dexter McCluster,@Jax,0,0,0,0,0,0,4.00,RB,0,0,43,3,0,0,0,0,1,2013
37,0,0,Marshawn Lynch,@Car,0,0,0,0,0,0,4.00,RB,0,0,9,2,0,17,0,43,1,2013
38,0,0,Maurice Jones-Drew,KC,0,0,0,0,0,0,4.00,RB,0,0,0,0,0,15,0,45,1,2013
39,0,0,Ronnie Brown,Hou,0,0,0,0,0,0,4.00,RB,0,0,24,2,0,5,0,27,1,2013
40,0,1,Stevan Ridley,@Buf,0,0,0,0,0,0,3.00,RB,0,0,0,0,0,9,0,46,1,2013
41,0,0,Allen Reisner,KC,0,0,0,0,0,0,3.00,RB,0,0,31,3,0,0,0,0,1,2013
42,0,0,Ronnie Hillman,Bal,0,0,0,0,0,0,3.00,RB,0,0,27,2,0,4,0,15,1,2013
43,0,0,Derrick Coleman,@Car,0,0,0,0,0,0,3.00,RB,0,0,30,3,0,0,0,0,1,2013
44,0,0,Robert Turbin,@Car,0,0,0,0,0,0,2.00,RB,0,0,13,2,0,3,0,17,1,2013
45,0,0,Jordan Todman,KC,0,0,0,0,0,0,2.00,RB,0,0,20,3,0,1,0,2,1,2013
46,0,0,LaRod Stephens-Howling,Ten,0,0,0,0,0,0,2.00,RB,0,0,11,2,0,6,0,19,1,2013
47,0,0,Alfonso Smith,@Stl,0,0,0,0,0,0,2.00,RB,0,0,0,0,0,10,0,26,1,2013
48,0,0,Bernard Pierce,@Den,0,0,0,0,0,0,2.00,RB,0,0,0,0,0,9,0,22,1,2013
49,0,0,Kendall Hunter,GB,0,0,0,0,0,0,2.00,RB,0,0,0,0,0,6,0,24,1,2013
50,0,0,Justin Forsett,KC,0,0,0,0,0,0,2.00,RB,0,0,22,4,0,1,0,7,1,2013
51,0,0,Bryce Brown,@Was,0,0,0,0,0,0,2.00,RB,0,0,0,0,0,9,0,25,1,2013
