,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
0,0,1,C.J. Spiller,@NYJ,0,0,0,0,0,0,23.00,RB,0,0,25,2,0,14,1,169,1,2012
1,0,0,Alfred Morris,@NO,0,0,0,0,0,0,21.00,RB,0,0,0,0,0,28,2,96,1,2012
2,0,0,Kevin Smith,Stl,0,0,0,0,0,0,20.00,RB,0,1,29,4,0,13,1,62,1,2012
3,0,0,Stevan Ridley,@Ten,0,0,0,0,0,0,20.00,RB,0,0,27,2,0,21,1,125,1,2012
4,0,0,Ray Rice,Cin,0,0,0,0,0,0,20.00,RB,0,0,25,3,0,10,2,68,1,2012
5,0,0,Adrian Peterson,Jax,0,0,0,0,0,0,20.00,RB,0,0,3,1,0,17,2,84,1,2012
6,0,0,Arian Foster,Mia,0,0,0,0,0,0,19.00,RB,0,0,-4,1,0,26,2,79,1,2012
7,0,0,Matt Forte,Ind,0,0,0,0,0,0,18.00,RB,0,0,40,3,0,16,1,80,1,2012
8,0,0,Frank Gore,@GB,0,0,0,0,0,0,17.00,RB,0,0,1,1,0,16,1,112,1,2012
9,0,0,Michael Bush,Ind,0,0,0,0,0,0,16.00,RB,0,0,0,0,0,12,2,42,1,2012
10,0,0,Shonn Greene,Buf,0,0,0,0,0,0,15.00,RB,0,0,0,0,0,27,1,94,1,2012
11,0,0,BenJarvus Green-Ellis,@Bal,0,0,0,0,0,0,15.00,RB,0,0,4,1,0,18,1,91,1,2012
12,0,0,Ahmad Bradshaw,Dal,0,0,0,0,0,0,14.00,RB,0,0,15,2,0,17,1,78,1,2012
13,0,0,DeMarco Murray,@NYG,0,0,0,0,0,0,13.00,RB,0,0,9,2,0,20,0,131,1,2012
14,0,1,LeSean McCoy,@Cle,0,0,0,0,0,0,12.00,RB,0,0,26,6,0,20,0,110,1,2012
15,0,0,Darren Sproles,Was,0,0,0,0,0,0,11.00,RB,0,1,35,5,1,0,0,0,1,2012
16,0,0,Darren McFadden,SD,0,0,0,0,0,0,11.00,RB,0,0,86,13,0,15,0,32,1,2012
17,0,0,Doug Martin,Car,0,0,0,0,0,0,11.00,RB,0,0,23,4,0,24,0,95,1,2012
18,0,0,Reggie Bush,@Hou,0,0,0,0,0,0,10.00,RB,0,0,46,6,0,14,0,69,1,2012
19,0,0,Donald Brown,@Chi,0,0,0,0,0,0,10.00,RB,0,0,0,0,0,9,1,48,1,2012
20,0,0,Marshawn Lynch,@Ari,0,0,0,0,0,0,9.00,RB,0,0,12,2,0,21,0,85,1,2012
21,0,0,Shaun Draughn,Atl,0,0,0,0,0,0,9.00,RB,0,0,12,2,0,6,1,29,1,2012
22,0,0,Dexter McCluster,Atl,0,0,0,0,0,0,8.00,RB,0,0,82,6,0,0,0,0,1,2012
