,Unnamed: 0,50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year,Away Games
1069,27,0,0,0,Nate Kaeding,Chiefs,2.0,K,1,2,2,2010,1
1088,46,0,1,1,Nate Kaeding,Jaguars,8.0,K,2,5,5,2010,0
1138,96,0,1,1,Nate Kaeding,Seahawks,4.0,K,3,1,1,2010,1
1144,102,0,3,2,Nate Kaeding,Cardinals,11.0,K,4,5,5,2010,0
1183,141,0,2,2,Nate Kaeding,Raiders,9.0,K,5,3,3,2010,1
1219,177,0,2,1,Nate Kaeding,Rams,5.0,K,6,2,2,2010,1
1363,321,0,1,0,Nate Kaeding,Broncos,5.0,K,11,5,5,2010,0
1372,330,1,5,5,Nate Kaeding,Colts,20.0,K,12,3,3,2010,1
1418,376,0,3,2,Nate Kaeding,Raiders,7.0,K,13,1,1,2010,0
1447,405,0,1,1,Nate Kaeding,Chiefs,7.0,K,14,4,4,2010,0
1478,436,0,2,2,Nate Kaeding,49ers,10.0,K,15,4,4,2010,0
1512,470,0,2,2,Nate Kaeding,Bengals,8.0,K,16,2,2,2010,1
1532,490,0,5,4,Nate Kaeding,Broncos,15.0,K,17,3,3,2010,1
2610,1,0,5,5,Nate Kaeding,Raiders,16.0,K,1,1,1,2012,1
2659,50,0,1,1,Nate Kaeding,Titans,8.0,K,2,5,5,2012,0
2702,93,0,1,1,Nate Kaeding,Falcons,3.0,K,3,0,0,2012,0
3089,480,0,2,1,Nate Kaeding,Bills,6.0,K,16,3,3,2012,0
3131,522,0,1,0,Nate Kaeding,Patriots,0.0,K,17,0,0,2012,1
