,Unnamed: 0.1_x,Unnamed: 0.1.1_x,50+,FGA,FGM,Name,Opponent_x,Points_x,Position_x,Week,XPA,XPM,Year,Unnamed: 0.1_y,Unnamed: 0.1.1_y,Blocks,Fumble Returns,Interception,Opponent_y,Pass Yards Allowed,Point After,Points_y,Position_y,Rush Yards Allowed,Sack,Safety,Team,Total Yards,Touchdowns
0,1,1,1,3,3,Greg Zuerlein,Rams,16.0,K,1,5,5,2017,1,1,0,1,2,Colts,150,9,31.0,DST,75,4.0,1,Rams,225,2
1,43,43,0,2,2,Greg Zuerlein,Rams,8.0,K,2,2,2,2017,58,58,0,0,0,Redskins,156,27,3.0,DST,229,2.0,0,Rams,385,0
2,71,71,0,2,2,Greg Zuerlein,49ers,11.0,K,3,5,5,2017,86,86,0,2,0,Rams,292,41,4.0,DST,126,0.0,0,49ers,418,0
3,97,97,0,7,7,Greg Zuerlein,Cowboys,23.0,K,4,2,2,2017,124,124,0,0,0,Rams,244,35,1.0,DST,168,1.0,0,Cowboys,412,0
4,150,150,0,2,1,Greg Zuerlein,Rams,4.0,K,5,1,1,2017,135,135,0,0,2,Steelers,179,16,11.0,DST,62,3.0,0,Rams,241,0
5,164,164,1,2,2,Greg Zuerlein,Jaguars,11.0,K,6,3,3,2017,175,175,0,1,0,Rams,107,27,6.0,DST,142,3.0,0,Jaguars,249,0
6,189,189,1,4,4,Greg Zuerlein,Rams,17.0,K,7,3,3,2017,186,186,0,0,2,Cardinals,171,0,17.0,DST,25,3.0,0,Rams,196,0
7,242,242,0,3,3,Greg Zuerlein,Giants,15.0,K,9,6,6,2017,263,263,0,0,0,Rams,311,51,0.0,DST,162,0.0,0,Giants,473,0
8,269,269,1,4,4,Greg Zuerlein,Rams,17.0,K,10,3,3,2017,265,265,0,2,2,Texans,194,7,18.0,DST,89,3.0,0,Rams,283,0
9,321,321,0,0,0,Greg Zuerlein,Vikings,1.0,K,11,1,1,2017,302,302,0,1,0,Rams,209,7,11.0,DST,45,2.0,0,Vikings,254,0
10,325,325,1,5,4,Greg Zuerlein,Rams,16.0,K,12,2,2,2017,339,339,0,0,0,Saints,223,20,7.0,DST,123,3.0,0,Rams,346,0
11,358,358,1,4,4,Greg Zuerlein,Cardinals,16.0,K,13,3,2,2017,377,377,0,0,1,Rams,213,32,3.0,DST,90,1.0,0,Cardinals,303,0
