,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
0,0,0,Victor Cruz,@Dal,0,0,0,0,0,0,29.00,WR,0,3,118,5,0,0,0,0,1,2013
1,0,0,Demaryius Thomas,Bal,0,0,0,0,0,0,28.00,WR,0,2,161,5,0,0,0,0,1,2013
2,0,0,A.J. Green,@Chi,0,0,0,0,0,0,28.00,WR,0,2,162,9,0,0,0,0,1,2013
3,0,0,Anquan Boldin,GB,0,0,0,0,0,0,26.00,WR,0,1,208,13,0,0,0,0,1,2013
4,0,0,Leonard Hankerson,Phi,0,0,0,0,0,0,20.00,WR,0,2,80,5,0,0,0,0,1,2013
5,0,0,Larry Fitzgerald,@Stl,0,0,0,0,0,0,20.00,WR,0,2,80,8,0,0,0,0,1,2013
6,0,0,Jordy Nelson,@SF,0,0,0,0,0,0,19.00,WR,0,1,130,7,0,0,0,0,1,2013
7,0,0,Julian Edelman,@Buf,0,0,0,0,0,0,19.00,WR,0,2,79,7,0,0,0,0,1,2013
8,0,1,Wes Welker,Bal,0,0,0,0,0,0,17.00,WR,0,2,67,9,0,0,0,0,1,2013
9,0,0,Brian Hartline,@Cle,0,0,0,0,0,0,17.00,WR,0,1,114,9,0,0,0,0,1,2013
10,0,0,Brandon Marshall,Cin,0,0,0,0,0,0,16.00,WR,0,1,104,8,0,0,0,0,1,2013
11,0,0,DeSean Jackson,@Was,0,0,0,0,0,0,16.00,WR,0,1,104,7,0,0,0,0,1,2013
12,0,0,Randall Cobb,@SF,0,0,0,0,0,0,16.00,WR,0,1,108,7,0,2,0,6,1,2013
13,0,0,Reggie Wayne,Oak,0,0,0,0,0,0,15.00,WR,0,1,96,8,0,0,0,0,1,2013
14,0,0,Vincent Jackson,@NYJ,0,0,0,0,0,0,15.00,WR,0,0,154,7,0,0,0,0,1,2013
15,0,0,Jerome Simpson,@Det,0,0,0,0,0,0,14.00,WR,0,0,140,7,0,0,0,0,1,2013
16,0,0,Eddie Royal,Hou,0,0,0,0,0,0,14.00,WR,0,2,24,3,0,0,0,0,1,2013
17,0,0,Andre Johnson,@SD,0,0,0,0,0,0,14.00,WR,0,0,146,12,0,0,0,0,1,2013
18,0,1,Julio Jones,@NO,0,0,0,0,0,0,12.00,WR,0,1,76,7,0,0,0,0,1,2013
19,0,0,Marques Colston,Atl,0,0,0,0,0,0,12.00,WR,0,1,68,5,0,0,0,0,1,2013
20,0,0,Marlon Brown,@Den,0,0,0,0,0,0,12.00,WR,0,1,65,4,0,0,0,0,1,2013
21,0,0,Mike Williams,@NYJ,0,0,0,0,0,0,11.00,WR,0,1,52,4,0,0,0,0,1,2013
22,0,0,Steve Smith,Sea,0,0,0,0,0,0,11.00,WR,0,1,51,6,0,0,0,0,1,2013
23,0,0,Hakeem Nicks,@Dal,0,0,0,0,0,0,11.00,WR,0,0,114,5,0,0,0,0,1,2013
24,0,0,Rueben Randle,@Dal,0,0,0,0,0,0,10.00,WR,0,0,101,5,0,0,0,0,1,2013
25,0,0,Denarius Moore,@Ind,0,0,0,0,0,0,10.00,WR,0,1,43,5,0,0,0,0,1,2013
26,0,0,Jermaine Kearse,@Car,0,0,0,0,0,0,10.00,WR,0,1,49,2,0,0,0,0,1,2013
27,0,0,Danny Amendola,@Buf,0,0,0,0,0,0,10.00,WR,0,0,104,10,0,0,0,0,1,2013
28,0,0,Torrey Smith,@Den,0,0,0,0,0,0,9.00,WR,0,0,92,4,0,0,0,0,1,2013
29,0,0,Andre Roberts,@Stl,0,0,0,0,0,0,9.00,WR,0,0,97,8,0,0,0,0,1,2013
30,0,0,Stevie Johnson,NE,0,0,0,0,0,0,9.00,WR,0,1,39,3,0,0,0,0,1,2013
31,0,0,Harry Douglas,@NO,0,0,0,0,0,0,9.00,WR,0,0,93,4,0,0,0,0,1,2013
32,0,0,Jerricho Cotchery,Ten,0,0,0,0,0,0,9.00,WR,0,1,34,4,0,0,0,0,1,2013
33,0,0,Doug Baldwin,@Car,0,0,0,0,0,0,9.00,WR,0,0,91,7,0,1,0,3,1,2013
34,0,0,Kenny Stills,Atl,0,0,0,0,0,0,8.00,WR,0,0,86,2,0,0,0,0,1,2013
35,0,0,Michael Floyd,@Stl,0,0,0,0,0,0,8.00,WR,0,0,82,4,0,0,0,0,1,2013
36,0,0,Andre Caldwell,Bal,0,0,0,0,0,0,8.00,WR,0,1,28,1,0,0,0,0,1,2013
37,0,0,Robert Woods,NE,0,0,0,0,0,0,7.00,WR,0,1,18,1,0,0,0,0,1,2013
38,0,0,Rod Streater,@Ind,0,0,0,0,0,0,7.00,WR,0,0,70,5,0,1,0,9,1,2013
39,0,0,Brandon Gibson,@Cle,0,0,0,0,0,0,7.00,WR,0,0,77,7,0,0,0,0,1,2013
40,0,0,Nate Burleson,Min,0,0,0,0,0,0,7.00,WR,0,0,78,6,0,0,0,0,1,2013
41,0,0,Vincent Brown,Hou,0,0,0,0,0,0,7.00,WR,0,1,13,2,0,0,0,0,1,2013
42,0,0,Antonio Brown,Ten,0,0,0,0,0,0,7.00,WR,0,0,71,5,0,1,0,4,1,2013
43,0,0,Donnie Avery,@Jax,0,0,0,0,0,0,7.00,WR,0,1,11,2,0,0,0,0,1,2013
44,0,0,Miles Austin,NYG,0,0,0,0,0,0,7.00,WR,0,0,72,10,0,0,0,0,1,2013
45,0,0,DeAndre Hopkins,@SD,0,0,0,0,0,0,6.00,WR,0,0,66,5,0,0,0,0,1,2013
46,0,0,Junior Hemingway,@Jax,0,0,0,0,0,0,6.00,WR,0,1,3,1,0,0,0,0,1,2013
47,0,0,Pierre Garcon,Phi,0,0,0,0,0,0,6.00,WR,0,0,64,7,0,0,0,0,1,2013
48,0,0,Golden Tate,@Car,0,0,0,0,0,0,5.00,WR,0,0,51,4,0,0,0,0,1,2013
49,0,0,Emmanuel Sanders,Ten,0,0,0,0,0,0,5.00,WR,0,0,57,7,0,0,0,0,1,2013
50,0,0,Santana Moss,Phi,0,0,0,0,0,0,5.00,WR,0,0,54,5,0,0,0,0,1,2013
51,0,0,Josh Morgan,Phi,0,0,0,0,0,0,5.00,WR,0,0,51,4,0,0,0,0,1,2013
52,0,0,Nate Washington,@Pit,0,0,0,0,0,0,4.00,WR,0,0,46,4,0,0,0,0,1,2013
53,0,0,Kenbrell Thompkins,@Buf,0,0,0,0,0,0,4.00,WR,0,0,42,4,0,0,0,0,1,2013
54,0,0,Cecil Shorts,KC,0,0,0,0,0,0,4.00,WR,0,0,40,3,0,0,0,0,1,2013
55,0,0,Jeremy Kerley,TB,0,1,0,0,0,0,4.00,WR,0,0,45,3,0,1,0,-1,1,2013
56,0,0,Alshon Jeffery,Cin,0,0,0,0,0,0,4.00,WR,0,0,42,5,0,0,0,0,1,2013
57,0,0,Malcom Floyd,Hou,0,0,0,0,0,0,4.00,WR,0,0,47,1,0,0,0,0,1,2013
58,0,0,Davone Bess,Mia,0,0,0,0,0,0,4.00,WR,0,0,47,5,0,0,0,0,1,2013
59,0,0,Travis Benjamin,Mia,0,0,0,0,0,0,4.00,WR,0,0,44,3,0,0,0,0,1,2013
60,0,0,Tavon Austin,Ari,0,0,0,0,0,0,4.00,WR,0,0,41,6,0,1,0,-1,1,2013
61,0,0,Terrance Williams,NYG,0,0,0,0,0,0,3.00,WR,0,0,32,2,0,0,0,0,1,2013
62,0,0,Kyle Williams,GB,0,0,0,0,0,0,3.00,WR,0,0,36,3,0,0,0,0,1,2013
63,0,0,Brandon Stokley,@Den,0,0,0,0,0,0,3.00,WR,0,0,34,4,0,0,0,0,1,2013
64,0,0,Sidney Rice,@Car,0,0,0,0,0,0,3.00,WR,0,0,35,2,0,0,0,0,1,2013
65,0,0,Calvin Johnson,Min,0,0,0,0,0,0,3.00,WR,0,0,37,4,0,0,0,0,1,2013
66,0,0,Greg Jennings,@Det,0,0,0,0,0,0,3.00,WR,0,0,33,3,0,0,0,0,1,2013
67,0,0,Stephen Hill,TB,0,0,0,0,0,0,3.00,WR,0,0,39,6,0,0,0,0,1,2013
68,0,0,Darrius Heyward-Bey,Oak,0,0,0,0,0,0,3.00,WR,0,0,33,3,0,0,0,0,1,2013
69,0,0,Patrick Edwards,Min,0,0,0,0,0,0,3.00,WR,0,0,30,3,0,0,0,0,1,2013
70,0,0,Eric Decker,Bal,0,0,0,0,0,0,3.00,WR,0,0,32,2,0,0,0,0,1,2013
71,0,0,Dwayne Bowe,@Jax,0,0,0,0,0,0,3.00,WR,0,0,30,4,0,0,0,0,1,2013
72,0,0,Lance Moore,Atl,0,0,0,0,0,0,2.00,WR,0,0,23,2,0,0,0,0,1,2013
