,Unnamed: 0,50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year,Away Games
61,61.0,0.0,1.0,0.0,John Potter,Packers,2.0,K,2,2.0,2.0,2013.0,1.0
81,61.0,0.0,1.0,0.0,John Potter,Lions,2.0,K,3,2.0,2.0,2013.0,1.0
119,71.0,0.0,1.5,1.0,John Potter,Raiders,5.0,K,4,2.0,2.0,2013.0,0.5
