,Unnamed: 0,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year,Away Games
0,0,0,1,C.J. Spiller,Jets,0,0,0,0,0,0,23.0,RB,0,0,25,2,0,14,1,169,1,2012,1
1,1,0,0,Alfred Morris,Saints,0,0,0,0,0,0,21.0,RB,0,0,0,0,0,28,2,96,1,2012,1
2,2,0,0,Kevin Smith,Rams,0,0,0,0,0,0,20.0,RB,0,1,29,4,0,13,1,62,1,2012,0
3,3,0,0,Stevan Ridley,Titans,0,0,0,0,0,0,20.0,RB,0,0,27,2,0,21,1,125,1,2012,1
4,4,0,0,Ray Rice,Bengals,0,0,0,0,0,0,20.0,RB,0,0,25,3,0,10,2,68,1,2012,0
5,5,0,0,Adrian Peterson,Jaguars,0,0,0,0,0,0,20.0,RB,0,0,3,1,0,17,2,84,1,2012,0
6,6,0,0,Arian Foster,Dolphins,0,0,0,0,0,0,19.0,RB,0,0,-4,1,0,26,2,79,1,2012,0
7,7,0,0,Matt Forte,Colts,0,0,0,0,0,0,18.0,RB,0,0,40,3,0,16,1,80,1,2012,0
8,8,0,0,Frank Gore,Packers,0,0,0,0,0,0,17.0,RB,0,0,1,1,0,16,1,112,1,2012,1
9,9,0,0,Michael Bush,Colts,0,0,0,0,0,0,16.0,RB,0,0,0,0,0,12,2,42,1,2012,0
10,10,0,0,Shonn Greene,Bills,0,0,0,0,0,0,15.0,RB,0,0,0,0,0,27,1,94,1,2012,0
11,11,0,0,BenJarvus Green-Ellis,Ravens,0,0,0,0,0,0,15.0,RB,0,0,4,1,0,18,1,91,1,2012,1
12,12,0,0,Ahmad Bradshaw,Cowboys,0,0,0,0,0,0,14.0,RB,0,0,15,2,0,17,1,78,1,2012,0
13,13,0,0,DeMarco Murray,Giants,0,0,0,0,0,0,13.0,RB,0,0,9,2,0,20,0,131,1,2012,1
14,14,0,1,LeSean McCoy,Browns,0,0,0,0,0,0,12.0,RB,0,0,26,6,0,20,0,110,1,2012,1
15,15,0,0,Darren Sproles,Redskins,0,0,0,0,0,0,11.0,RB,0,1,35,5,1,0,0,0,1,2012,0
16,16,0,0,Darren McFadden,Chargers,0,0,0,0,0,0,11.0,RB,0,0,86,13,0,15,0,32,1,2012,0
17,17,0,0,Doug Martin,Panthers,0,0,0,0,0,0,11.0,RB,0,0,23,4,0,24,0,95,1,2012,0
18,18,0,0,Reggie Bush,Texans,0,0,0,0,0,0,10.0,RB,0,0,46,6,0,14,0,69,1,2012,1
19,19,0,0,Donald Brown,Bears,0,0,0,0,0,0,10.0,RB,0,0,0,0,0,9,1,48,1,2012,1
20,20,0,0,Marshawn Lynch,Cardinals,0,0,0,0,0,0,9.0,RB,0,0,12,2,0,21,0,85,1,2012,1
21,21,0,0,Shaun Draughn,Falcons,0,0,0,0,0,0,9.0,RB,0,0,12,2,0,6,1,29,1,2012,0
22,22,0,0,Dexter McCluster,Falcons,0,0,0,0,0,0,8.0,RB,0,0,82,6,0,0,0,0,1,2012,0
23,23,0,0,Maurice Jones-Drew,Min,0,0,0,0,0,0,8.0,RB,0,0,18,3,0,19,0,77,1,2012,1
24,24,0,0,Steven Jackson,Lions,0,0,0,0,0,0,8.0,RB,0,0,31,4,0,21,0,53,1,2012,1
25,25,0,0,Jamaal Charles,Falcons,0,0,0,0,0,0,8.0,RB,0,0,0,0,0,16,0,87,1,2012,0
26,26,0,0,Knowshon Moreno,Steelers,0,0,0,0,0,0,7.0,RB,0,0,0,0,0,5,1,13,1,2012,0
27,27,0,1,Willis McGahee,Steelers,0,0,0,0,0,0,7.0,RB,1,0,0,0,0,16,0,64,1,2012,0
28,28,0,0,LaRod Stephens-Howling,Seahawks,0,0,0,0,0,0,6.0,RB,0,0,4,1,0,2,1,4,1,2012,0
29,29,0,0,Joique Bell,Rams,0,0,0,0,0,0,6.0,RB,0,0,0,0,0,1,1,1,1,2012,0
30,30,0,0,Jonathan Dwyer,Broncos,0,0,0,0,0,0,5.0,RB,0,0,11,2,0,9,0,43,1,2012,1
31,31,0,0,Chris Johnson,Patriots,0,0,0,0,0,0,4.0,RB,0,0,47,6,0,11,0,4,1,2012,0
32,32,0,0,Kendall Hunter,Packers,0,0,0,0,0,0,4.0,RB,0,0,0,0,0,9,0,41,1,2012,1
33,33,0,0,Michael Turner,Chiefs,0,0,0,0,0,0,3.0,RB,0,0,0,0,0,11,0,32,1,2012,1
34,34,0,1,Daniel Thomas,Texans,0,0,0,0,0,0,3.0,RB,0,0,32,1,0,3,0,11,1,2012,1
35,35,0,0,Jacquizz Rodgers,Chiefs,0,0,0,0,0,0,3.0,RB,0,0,13,2,0,7,0,22,1,2012,1
36,36,0,0,Trent Richardson,Eagles,0,0,0,0,0,0,3.0,RB,0,0,5,1,0,19,0,39,1,2012,0
37,37,0,0,Rashad Jennings,Min,0,0,0,0,0,0,3.0,RB,0,0,9,1,0,8,0,31,1,2012,1
38,38,0,0,Curtis Brinkley,Raiders,0,0,0,0,0,0,3.0,RB,0,0,28,3,0,10,0,12,1,2012,1
39,39,0,0,Danny Woodhead,Titans,0,0,0,0,0,0,2.0,RB,0,0,0,0,0,6,0,20,1,2012,1
40,40,0,0,Pierre Thomas,Redskins,0,0,0,0,0,0,2.0,RB,0,0,12,1,0,4,0,17,1,2012,0
41,41,0,0,Ben Tate,Dolphins,0,0,0,0,0,0,2.0,RB,0,0,22,3,0,5,0,6,1,2012,0
42,42,0,0,Daryl Richardson,Lions,0,0,0,0,0,0,2.0,RB,0,0,0,0,0,2,0,20,1,2012,1
43,43,0,0,Isaac Redman,Broncos,0,0,0,0,0,0,2.0,RB,0,0,7,2,0,11,0,20,1,2012,1
44,44,0,0,Bilal Powell,Bills,0,0,0,0,0,0,2.0,RB,0,0,16,1,0,3,0,10,1,2012,0
45,45,0,0,Cedric Peerman,Ravens,0,0,0,0,0,0,2.0,RB,0,0,0,0,0,3,0,22,1,2012,1
46,46,0,0,Jorvorskie Lane,Texans,0,0,0,0,0,0,2.0,RB,0,0,24,1,0,0,0,0,1,2012,1
47,47,0,0,Brandon Jackson,Eagles,0,0,0,0,0,0,2.0,RB,0,0,20,2,0,0,0,0,1,2012,0
48,48,0,0,Roy Helu,Saints,0,0,0,0,0,0,2.0,RB,0,0,25,3,0,2,0,2,1,2012,1
49,49,0,0,Ronnie Brown,Raiders,0,0,0,0,0,0,2.0,RB,0,0,26,5,0,5,0,5,1,2012,1
50,50,0,0,Beanie Wells,Seahawks,0,0,0,0,0,0,1.0,RB,0,0,0,0,0,7,0,14,1,2012,0
51,51,0,0,D.J. Ware,Panthers,0,0,0,0,0,0,1.0,RB,0,0,0,0,0,2,0,14,1,2012,0
52,52,0,0,Evan Royster,Saints,0,0,0,0,0,0,1.0,RB,0,0,0,0,0,2,0,10,1,2012,1
53,53,0,0,Bernard Pierce,Bengals,0,0,0,0,0,0,1.0,RB,0,0,0,0,0,4,0,19,1,2012,0
54,54,0,0,Mewelde Moore,Bears,0,0,0,0,0,0,1.0,RB,0,0,11,1,0,0,0,0,1,2012,1
55,55,0,0,Le'Ron McClain,Raiders,0,0,0,0,0,0,1.0,RB,0,0,15,4,0,2,0,5,1,2012,1
56,56,0,0,Vonta Leach,Bengals,0,0,0,0,0,0,1.0,RB,0,0,18,3,0,0,0,0,1,2012,0
57,57,0,0,Will Johnson,Broncos,0,0,0,0,0,0,1.0,RB,0,0,12,1,0,0,0,0,1,2012,1
58,58,0,0,Fred Jackson,Jets,0,0,0,0,0,0,1.0,RB,0,0,0,0,0,6,0,15,1,2012,1
59,59,0,0,Mark Ingram,Redskins,0,0,0,0,0,0,1.0,RB,0,0,0,0,0,6,0,15,1,2012,0
60,60,0,0,Peyton Hillis,Falcons,0,0,0,0,0,0,1.0,RB,0,0,8,3,0,7,0,16,1,2012,0
61,61,0,0,Mike Goodson,Chargers,0,0,0,0,0,0,1.0,RB,0,0,0,0,0,2,0,13,1,2012,0
62,62,0,0,Toby Gerhart,Jaguars,0,0,0,0,0,0,1.0,RB,0,0,8,1,0,6,0,18,1,2012,0
63,63,0,0,Brandon Bolden,Titans,0,0,0,0,0,0,1.0,RB,0,0,0,0,0,5,0,11,1,2012,1
64,64,0,0,Cedric Benson,49ers,0,0,0,0,0,0,1.0,RB,0,0,0,0,0,9,0,18,1,2012,0
65,65,0,0,Lance Ball,Steelers,0,0,0,0,0,0,1.0,RB,0,0,0,0,0,2,0,14,1,2012,0
66,66,0,0,Anthony Allen,Bengals,0,0,0,0,0,0,1.0,RB,0,0,0,0,0,4,0,13,1,2012,0
67,67,0,0,Darrel Young,Saints,0,0,0,0,0,0,0.0,RB,0,0,0,0,0,2,0,3,1,2012,1
68,68,0,1,Ryan Williams,Seahawks,0,0,0,0,0,0,0.0,RB,0,0,17,2,0,8,0,9,1,2012,0
69,69,0,0,Keiland Williams,Rams,0,0,0,0,0,0,0.0,RB,0,0,4,1,0,1,0,2,1,2012,0
70,70,0,0,DeAngelo Williams,Buccaneers,0,0,0,0,0,0,0.0,RB,0,0,5,1,0,6,0,-1,1,2012,1
71,71,0,0,Leon Washington,Cardinals,0,0,0,0,0,0,0.0,RB,0,0,0,0,0,2,0,5,1,2012,1
72,72,0,0,Lawrence Vickers,Giants,0,0,0,0,0,0,0.0,RB,0,0,0,0,0,1,0,0,1,2012,1
73,73,0,0,Robert Turbin,Cardinals,0,0,0,0,0,0,0.0,RB,0,0,2,1,0,2,0,5,1,2012,1
74,74,0,0,Mike Tolbert,Buccaneers,0,0,0,0,0,0,0.0,RB,0,0,8,3,0,1,0,2,1,2012,1
75,75,0,0,Jason Snelling,Chiefs,0,0,0,0,0,0,0.0,RB,0,0,0,0,0,2,0,5,1,2012,1
76,76,0,0,Chris Rainey,Broncos,0,0,0,0,0,0,0.0,RB,0,0,-1,1,0,2,0,5,1,2012,1
77,77,0,0,Jalen Parmele,Min,0,0,0,0,0,0,0.0,RB,0,0,0,0,0,1,0,0,1,2012,1
78,78,0,0,Montell Owens,Min,0,0,0,0,0,0,0.0,RB,0,0,8,1,0,0,0,0,1,2012,1
79,79,0,0,Joe McKnight,Bills,0,0,0,0,0,0,0.0,RB,0,0,0,0,0,1,0,3,1,2012,0
80,80,0,0,Stefan Logan,Rams,0,0,0,0,0,0,0.0,RB,0,0,-1,1,0,1,0,1,1,2012,0
81,81,0,0,Brian Leonard,Ravens,0,0,0,0,0,0,0.0,RB,0,0,0,0,0,3,0,5,1,2012,1
82,82,0,0,Greg Jones,Min,0,0,0,0,0,0,0.0,RB,0,0,9,1,0,0,0,0,1,2012,1
83,83,0,0,Henry Hynoski,Cowboys,0,0,0,0,0,0,0.0,RB,0,0,1,1,0,0,0,0,1,2012,0
84,84,0,0,Jamie Harper,Patriots,0,0,0,0,0,0,0.0,RB,0,0,8,1,0,1,0,3,1,2012,0
85,85,0,0,Tashard Choice,Jets,0,0,0,0,0,0,0.0,RB,0,0,0,0,0,4,0,3,1,2012,1
86,86,0,0,Bryce Brown,Browns,0,0,0,0,0,0,0.0,RB,0,0,0,0,0,2,0,3,1,2012,1
87,87,0,0,LeGarrette Blount,Panthers,0,0,0,0,0,0,0.0,RB,0,0,2,1,0,3,0,8,1,2012,0
88,88,0,0,Baron Batch,Broncos,0,0,0,0,0,0,0.0,RB,0,0,0,0,0,1,0,-1,1,2012,1
89,89,0,0,Vick Ballard,Bears,0,0,0,0,0,0,0.0,RB,0,0,0,0,0,4,0,6,1,2012,1
90,90,0,0,Matt Asiata,Jaguars,0,0,0,0,0,0,0.0,RB,0,0,2,1,0,0,0,0,1,2012,0
91,91,0,1,David Wilson,Cowboys,0,0,0,0,0,0,-1.0,RB,0,0,0,0,0,2,0,4,1,2012,0
