,Unnamed: 0,50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year,Away Games
2097,6,0,2,2,Greg Zuerlein,Seahawks,10.0,K,1,4,4,2015,0
2138,47,1,1,1,Greg Zuerlein,Redskins,6.0,K,2,1,1,2015,1
2170,79,0,2,2,Greg Zuerlein,Steelers,6.0,K,3,0,0,2015,0
2206,115,0,1,1,Greg Zuerlein,Cardinals,6.0,K,4,3,3,2015,1
2245,154,0,4,1,Greg Zuerlein,Packers,4.0,K,5,1,1,2015,1
2294,203,0,3,1,Greg Zuerlein,Browns,6.0,K,7,3,3,2015,0
2328,237,0,2,1,Greg Zuerlein,49ers,5.0,K,8,2,2,2015,0
2333,242,2,5,4,Greg Zuerlein,Min,16.0,K,9,0,0,2015,1
2374,283,0,2,2,Greg Zuerlein,Bears,7.0,K,10,1,1,2015,0
2415,324,0,1,0,Greg Zuerlein,Ravens,1.0,K,11,2,1,2015,1
2506,415,0,0,0,Greg Zuerlein,Lions,3.0,K,14,3,3,2015,0
2526,435,0,1,1,Greg Zuerlein,Buccaneers,7.0,K,15,4,4,2015,0
2565,474,0,1,1,Greg Zuerlein,Seahawks,5.0,K,16,3,2,2015,1
2583,492,0,5,3,Greg Zuerlein,49ers,10.0,K,17,1,1,2015,1
