,Unnamed: 0,Unnamed: 0.1,50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year
4,4,4.0,1.0,4.0,3.0,Ryan Succop,Titans,12.0,K,1,1.0,1.0,2017.0
33,33,4.0,1.0,4.0,3.0,Ryan Succop,Jaguars,12.0,K,2,1.0,1.0,2017.0
66,66,18.5,0.5,3.5,3.0,Ryan Succop,Titans,12.5,K,3,2.5,2.5,2017.0
124,124,34.333333333333336,0.3333333333333333,3.6666666666666665,3.3333333333333335,Ryan Succop,Texans,13.333333333333334,K,4,2.6666666666666665,2.6666666666666665,2017.0
151,151,56.75,0.25,2.75,2.5,Ryan Succop,Dolphins,10.5,K,5,2.5,2.5,2017.0
159,159,75.6,0.2,2.4,2.2,Ryan Succop,Titans,9.2,K,6,2.2,2.2,2017.0
194,194,89.5,0.16666666666666666,2.8333333333333335,2.6666666666666665,Ryan Succop,Browns,10.666666666666666,K,7,2.3333333333333335,2.3333333333333335,2017.0
257,257,104.42857142857143,0.14285714285714285,3.142857142857143,2.857142857142857,Ryan Succop,Titans,10.857142857142858,K,9,2.0,2.0,2017.0
285,285,123.5,0.125,2.875,2.625,Ryan Succop,Titans,10.125,K,10,2.125,2.0,2017.0
317,317,141.44444444444446,0.1111111111111111,2.7777777777777777,2.4444444444444446,Ryan Succop,Steelers,9.666666666666666,K,11,2.2222222222222223,2.111111111111111,2017.0
338,338,159.0,0.1,2.7,2.3,Ryan Succop,Colts,9.2,K,12,2.2,2.1,2017.0
378,378,175.27272727272728,0.09090909090909091,2.6363636363636362,2.272727272727273,Ryan Succop,Titans,9.090909090909092,K,13,2.1818181818181817,2.090909090909091,2017.0
