,Unnamed: 0.1_x,Unnamed: 0.1.1_x,50+,FGA,FGM,Name,Opponent_x,Points_x,Position_x,Week,XPA,XPM,Year,Unnamed: 0.1_y,Unnamed: 0.1.1_y,Blocks,Fumble Returns,Interception,Opponent_y,Pass Yards Allowed,Point After,Points_y,Position_y,Rush Yards Allowed,Sack,Safety,Team,Total Yards,Touchdowns
0,4,4,1,4,3,Ryan Succop,Titans,12.0,K,1,1,1,2017,27,27,0,0,0,Raiders,250,26,3.0,DST,109,2.0,0,Titans,359,0
1,33,33,0,3,3,Ryan Succop,Jaguars,13.0,K,2,4,4,2017,57,57,0,0,1,Titans,211,37,3.0,DST,179,1.0,0,Jaguars,390,0
2,66,66,0,4,4,Ryan Succop,Titans,15.0,K,3,3,3,2017,88,88,0,0,0,Steelers,364,27,2.0,DST,69,1.0,0,Titans,433,0
3,124,124,0,0,0,Ryan Succop,Texans,2.0,K,4,2,2,2017,95,95,0,1,4,Titans,109,14,22.0,DST,86,2.0,0,Texans,195,1
4,151,151,0,1,1,Ryan Succop,Dolphins,4.0,K,5,1,1,2017,127,127,0,2,0,Titans,119,10,23.0,DST,69,6.0,0,Dolphins,188,1
5,159,159,0,5,5,Ryan Succop,Titans,18.0,K,6,3,3,2017,181,181,0,1,0,Colts,212,22,4.0,DST,85,1.0,0,Titans,297,0
6,194,194,0,5,4,Ryan Succop,Browns,12.0,K,7,0,0,2017,189,189,0,1,0,Titans,189,12,11.0,DST,80,2.0,0,Browns,269,0
7,257,257,0,1,1,Ryan Succop,Titans,5.0,K,9,3,2,2017,246,246,0,0,2,Ravens,268,20,10.0,DST,73,2.0,0,Titans,341,0
8,285,285,0,2,1,Ryan Succop,Titans,6.0,K,10,3,3,2017,276,276,0,2,0,Bengals,255,20,9.0,DST,53,1.0,0,Titans,308,0
9,317,317,0,2,1,Ryan Succop,Steelers,5.0,K,11,2,2,2017,297,297,1,0,4,Titans,264,17,19.0,DST,52,5.0,0,Steelers,316,0
10,317,317,0,2,1,Ryan Succop,Steelers,5.0,K,11,2,2,2017,312,312,0,1,0,Falcons,190,34,3.0,DST,89,1.0,0,Steelers,279,0
11,338,338,0,2,2,Ryan Succop,Colts,8.0,K,12,2,2,2017,335,335,0,0,2,Titans,184,20,8.0,DST,92,0.0,0,Colts,276,0
12,378,378,0,2,1,Ryan Succop,Titans,6.0,K,13,3,3,2017,363,363,0,0,1,Texans,331,13,13.0,DST,53,4.0,0,Titans,384,0
