,Unnamed: 0,Unnamed: 0.1,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
16,16,16,0,0,Travis Benjamin,Broncos,0,0,0,0,0,0,10.0,WR,0,1,43,3,0,0,0,0,1,2017
201,201,201,0,0,Travis Benjamin,Chargers,0,0,0,0,0,0,1.0,WR,0,0,11,1,0,0,0,0,2,2017
249,249,249,0,0,Travis Benjamin,Chargers,0,0,0,0,0,0,10.0,WR,0,0,105,5,0,1,0,9,3,2017
423,423,423,0,0,Travis Benjamin,Chargers,0,0,0,0,0,0,2.0,WR,0,0,21,2,0,0,0,0,4,2017
525,525,525,0,0,Travis Benjamin,Giants,0,0,0,0,0,0,2.0,WR,0,0,18,2,0,1,0,14,5,2017
681,681,681,0,0,Travis Benjamin,Chargers,0,0,0,0,0,0,10.0,WR,0,1,42,1,0,1,0,4,7,2017
784,784,784,0,0,Travis Benjamin,Patriots,0,0,0,0,0,0,13.0,WR,0,1,64,5,0,2,0,14,8,2017
1054,1054,1054,0,0,Travis Benjamin,Jaguars,0,0,0,0,0,0,1.0,WR,0,0,0,0,0,1,0,13,10,2017
1140,1140,1140,0,0,Travis Benjamin,Chargers,0,0,0,0,0,0,2.0,WR,0,0,21,1,0,1,0,7,11,2017
1221,1221,1221,0,0,Travis Benjamin,Cowboys,0,0,0,0,0,0,5.0,WR,0,0,50,3,0,1,0,6,12,2017
1326,1326,1326,0,0,Travis Benjamin,Chargers,0,0,0,0,0,0,6.0,WR,0,0,68,4,0,0,0,0,13,2017
