,Unnamed: 0,50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year,Away Games
3146,14.0,0.0,3.0,2.0,Josh Lambo,Chiefs,9.0,K,1,3.0,3.0,2016.0,1.0
3179,14.0,0.0,3.0,2.0,Josh Lambo,Jaguars,9.0,K,2,3.0,3.0,2016.0,1.0
3201,30.5,0.0,2.0,1.5,Josh Lambo,Colts,8.5,K,3,4.0,4.0,2016.0,0.5
3235,43.333333333333336,0.0,2.3333333333333335,2.0,Josh Lambo,Saints,9.0,K,4,3.3333333333333335,3.0,2016.0,0.6666666666666666
3270,58.25,0.0,2.25,2.0,Josh Lambo,Raiders,9.25,K,5,3.5,3.25,2016.0,0.5
3289,74.2,0.0,2.0,1.8,Josh Lambo,Broncos,8.8,K,6,3.6,3.4,2016.0,0.6
3319,88.0,0.0,2.3333333333333335,2.1666666666666665,Josh Lambo,Falcons,9.5,K,7,3.1666666666666665,3.0,2016.0,0.5
3377,102.14285714285714,0.0,2.5714285714285716,2.4285714285714284,Josh Lambo,Broncos,10.285714285714286,K,8,3.142857142857143,3.0,2016.0,0.5714285714285714
3382,120.0,0.0,2.375,2.125,Josh Lambo,Titans,9.125,K,9,3.0,2.75,2016.0,0.625
3424,134.44444444444446,0.0,2.4444444444444446,2.2222222222222223,Josh Lambo,Dolphins,9.555555555555555,K,10,3.2222222222222223,2.888888888888889,2016.0,0.5555555555555556
3486,150.2,0.0,2.3,2.1,Josh Lambo,Texans,9.2,K,12,3.2,2.9,2016.0,0.5
3519,168.72727272727272,0.0,2.1818181818181817,1.9090909090909092,Josh Lambo,Buccaneers,8.636363636363637,K,13,3.1818181818181817,2.909090909090909,2016.0,0.5454545454545454
3549,186.91666666666666,0.0,2.0833333333333335,1.75,Josh Lambo,Panthers,8.166666666666666,K,14,3.1666666666666665,2.9166666666666665,2016.0,0.5
3588,204.6153846153846,0.0,2.0,1.6923076923076923,Josh Lambo,Raiders,7.846153846153846,K,15,3.0,2.769230769230769,2016.0,0.5384615384615384
3618,222.57142857142858,0.0,1.9285714285714286,1.6428571428571428,Josh Lambo,Browns,7.571428571428571,K,16,2.9285714285714284,2.642857142857143,2016.0,0.5
3634,240.13333333333333,0.0,2.0,1.6,Josh Lambo,Chiefs,7.4,K,17,2.8666666666666667,2.6,2016.0,0.5333333333333333
