,Rush 2PT,Rush TD,Pass 2PT,Points,Pass Attempts,Pass TD,Receptions,Pass Interceptions,Receiving Yards,Year,Receiving TD,Pass Yards,Receiving 2PT,Away Games,Fumble TD,Rush Yards,Week,Rush Attempts,Fumbles Lost,Pass Completions,Name,Opponent,Position
2437,0.0,0.0,0.0,387420489.0,0.0,0.0,15625.0,0.0,689869781056.0,2015,729.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,Rob Gronkowski,Steelers,TE
2438,0.0,0.0,0.0,148035889.0,0.0,0.0,15625.0,0.0,1771561000000.0,2015,64.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,Austin Seferian-Jenkins,Titans,TE
2439,0.0,0.0,0.0,113379904.0,0.0,0.0,46656.0,0.0,1418519112256.0,2015,64.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,Travis Kelce,Texans,TE
2440,0.0,0.0,0.0,113379904.0,0.0,0.0,531441.0,0.0,1265319018496.0,2015,64.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,Tyler Eifert,Raiders,TE
2441,0.0,0.0,0.0,34012224.0,0.0,0.0,262144.0,0.0,46656000000.0,2015,64.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,Jason Witten,Giants,TE
2442,0.0,0.0,0.0,7529536.0,0.0,0.0,4096.0,0.0,304006671424.0,2015,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,Darren Fells,Saints,TE
2443,0.0,0.0,0.0,4826809.0,0.0,0.0,15625.0,0.0,164206490176.0,2015,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,Ladarius Green,Lions,TE
2444,0.0,0.0,0.0,2985984.0,0.0,0.0,117649.0,0.0,62523502209.0,2015,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,Jordan Reed,Dolphins,TE
2445,0.0,0.0,0.0,1771561.0,0.0,0.0,46656.0,0.0,17596287801.0,2015,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,Jimmy Graham,Rams,TE
2446,0.0,0.0,0.0,1771561.0,0.0,0.0,4096.0,0.0,22164361129.0,2015,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,Eric Ebron,Chargers,TE
2447,0.0,0.0,0.0,1771561.0,0.0,0.0,15625.0,0.0,27680640625.0,2015,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,Martellus Bennett,Packers,TE
2448,0.0,0.0,0.0,1000000.0,0.0,0.0,729.0,0.0,6321363049.0,2015,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,Delanie Walker,Buccaneers,TE
2449,0.0,0.0,0.0,1000000.0,0.0,0.0,64.0,0.0,5489031744.0,2015,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,Lance Kendricks,Seahawks,TE
2450,0.0,0.0,0.0,262144.0,0.0,0.0,262144.0,0.0,351298031616.0,2015,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,Heath Miller,Patriots,TE
2451,0.0,0.0,0.0,262144.0,0.0,0.0,15625.0,0.0,377149515625.0,2015,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,Jared Cook,Seahawks,TE
2452,0.0,0.0,0.0,117649.0,0.0,0.0,4096.0,0.0,151334226289.0,2015,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,Jordan Cameron,Redskins,TE
2453,0.0,0.0,0.0,117649.0,0.0,0.0,729.0,0.0,24137569.0,2015,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,Dwayne Allen,Bills,TE
2454,0.0,0.0,0.0,46656.0,0.0,0.0,64.0,0.0,262144.0,2015,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,Gavin Escobar,Giants,TE
2455,0.0,0.0,0.0,46656.0,0.0,0.0,1.0,0.0,1.0,2015,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,Scott Chandler,Steelers,TE
2456,0.0,0.0,0.0,15625.0,0.0,0.0,15625.0,0.0,22164361129.0,2015,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,Kyle Rudolph,49ers,TE
2457,0.0,0.0,0.0,4096.0,0.0,0.0,729.0,0.0,9474296896.0,2015,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,Zach Ertz,Falcons,TE
2458,0.0,0.0,0.0,4096.0,0.0,0.0,729.0,0.0,10779215329.0,2015,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,Vernon Davis,Min,TE
2459,0.0,0.0,0.0,4096.0,0.0,0.0,4096.0,0.0,6321363049.0,2015,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,Charles Clay,Colts,TE
2460,0.0,0.0,0.0,4096.0,0.0,0.0,729.0,0.0,4096000000.0,2015,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,Garrett Celek,Min,TE
2461,0.0,0.0,0.0,729.0,0.0,0.0,729.0,0.0,387420489.0,2015,0.0,0.0,0.0,1.0,0.0,1771561.0,1,1.0,0.0,0.0,Richard Rodgers,Bears,TE
2462,0.0,0.0,0.0,729.0,0.0,0.0,729.0,0.0,1291467969.0,2015,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,Daniel Fells,Cowboys,TE
2463,0.0,0.0,0.0,729.0,0.0,0.0,729.0,0.0,3010936384.0,2015,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,Gary Barnidge,Jets,TE
2464,0.0,0.0,0.0,64.0,0.0,0.0,64.0,0.0,148035889.0,2015,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,Crockett Gillmore,Broncos,TE
