,Rush 2PT,Rush TD,Pass 2PT,Points,Pass Attempts,Pass TD,Receptions,Pass Interceptions,Receiving Yards,Year,Receiving TD,Pass Yards,Receiving 2PT,Away Games,Fumble TD,Rush Yards,Week,Rush Attempts,Fumbles Lost,Pass Completions,Name,Opponent,Position
4139,0.0,0.0,0.0,2187.0,0.0,0.0,2187.0,0.0,137231006679.0,2016,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,Dennis Pitta,Bills,TE
4140,0.0,0.0,0.0,2187.0,0.0,0.0,78125.0,0.0,27512614111.0,2016,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,Jesse James,Redskins,TE
4141,0.0,0.0,0.0,2187.0,0.0,0.0,2187.0,0.0,21870000000.0,2016,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,Cameron Brate,Falcons,TE
4142,0.0,0.0,0.0,128.0,0.0,0.0,128.0,0.0,8031810176.0,2016,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,Luke Willson,Dolphins,TE
4143,0.0,0.0,0.0,128.0,0.0,0.0,2187.0,0.0,6103515625.0,2016,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,Clive Walford,Saints,TE
4144,0.0,0.0,0.0,128.0,0.0,0.0,1.0,0.0,1801088541.0,2016,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,Geoff Swaim,Giants,TE
4145,0.0,0.0,0.0,128.0,0.0,0.0,1.0,0.0,2494357888.0,2016,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,Richard Rodgers,Jaguars,TE
4146,0.0,0.0,0.0,128.0,0.0,0.0,1.0,0.0,1280000000.0,2016,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,Hunter Henry,Chiefs,TE
4147,0.0,0.0,0.0,128.0,0.0,0.0,128.0,0.0,1280000000.0,2016,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,Demetrius Harris,Chargers,TE
4148,0.0,0.0,0.0,128.0,0.0,0.0,16384.0,0.0,13492928512.0,2016,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,Virgil Green,Panthers,TE
4149,0.0,0.0,0.0,128.0,0.0,0.0,2187.0,0.0,1280000000.0,2016,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,Antonio Gates,Chiefs,TE
4150,0.0,0.0,0.0,128.0,0.0,0.0,1.0,0.0,1280000000.0,2016,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,Vernon Davis,Steelers,TE
4151,0.0,0.0,0.0,128.0,0.0,0.0,2187.0,0.0,6103515625.0,2016,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,Stephen Anderson,Bears,TE
4152,0.0,0.0,0.0,1.0,0.0,0.0,2187.0,0.0,268435456.0,2016,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,Will Tye,Cowboys,TE
4153,0.0,0.0,0.0,1.0,0.0,0.0,2187.0,0.0,105413504.0,2016,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,Zach Miller,Texans,TE
4154,0.0,0.0,0.0,1.0,0.0,0.0,128.0,0.0,170859375.0,2016,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,Lance Kendricks,49ers,TE
4155,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,105413504.0,2016,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,Austin Hooper,Buccaneers,TE
4156,0.0,0.0,0.0,1.0,0.0,0.0,128.0,0.0,410338673.0,2016,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,Ryan Griffin,Bears,TE
4157,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,19487171.0,2016,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,Jimmy Graham,Dolphins,TE
4158,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,170859375.0,2016,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,Garrett Celek,LA,TE
4159,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,19487171.0,2016,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,Brent Celek,Browns,TE
4160,0.0,0.0,0.0,1.0,0.0,0.0,2187.0,0.0,105413504.0,2016,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,Martellus Bennett,Cardinals,TE
4161,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,78125.0,2016,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,Cole Wick,Colts,TE
4162,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,4782969.0,2016,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,Malcolm Johnson,Eagles,TE
4163,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,128.0,2016,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,Tyler Higbee,49ers,TE
4164,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,78125.0,2016,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,Crockett Gillmore,Bills,TE
4165,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,279936.0,2016,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,Coby Fleener,Raiders,TE
4166,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,279936.0,2016,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,C.J. Fiedorowicz,Bears,TE
4167,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,823543.0,2016,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,Jared Cook,Jaguars,TE
4168,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,279936.0,2016,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,Jordan Cameron,Seahawks,TE
4169,0.0,0.0,0.0,612220032.0,0.0,0.0,78125.0,0.0,402271083010688.0,2016,1.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,Greg Olsen,49ers,TE
4170,0.0,0.0,0.0,410338673.0,0.0,0.0,78125.0,0.0,250226879128704.0,2016,1.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,Martellus Bennett,Dolphins,TE
4171,0.0,0.0,0.0,105413504.0,0.0,0.0,279936.0,0.0,27136050989627.0,2016,1.0,0.0,0.0,1.0,0.0,0.0,2,0.0,0.0,0.0,Delanie Walker,Lions,TE
4172,0.0,0.0,0.0,62748517.0,0.0,0.0,78125.0,0.0,13348388671875.0,2016,1.0,0.0,0.0,1.0,0.0,0.0,2,0.0,0.0,0.0,Jacob Tamme,Raiders,TE
4173,0.0,0.0,0.0,62748517.0,0.0,0.0,1.0,0.0,13348388671875.0,2016,1.0,0.0,0.0,1.0,0.0,0.0,2,0.0,0.0,0.0,Vance McDonald,Panthers,TE
4174,0.0,0.0,0.0,19487171.0,0.0,0.0,279936.0,0.0,781250000000.0,2016,1.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,Clive Walford,Falcons,TE
4175,0.0,0.0,0.0,10000000.0,0.0,0.0,4782969.0,0.0,114868566764928.0,2016,0.0,0.0,0.0,1.0,0.0,0.0,2,0.0,0.0,0.0,Dennis Pitta,Browns,TE
4176,0.0,0.0,0.0,10000000.0,0.0,0.0,78125.0,0.0,678223072849.0,2016,1.0,0.0,0.0,1.0,0.0,0.0,2,0.0,0.0,0.0,Jordan Cameron,Patriots,TE
4177,0.0,0.0,0.0,10000000.0,0.0,0.0,78125.0,0.0,678223072849.0,2016,1.0,0.0,0.0,1.0,0.0,0.0,2,0.0,0.0,0.0,Trey Burton,Bears,TE
4178,0.0,0.0,0.0,4782969.0,0.0,0.0,2187.0,0.0,27512614111.0,2016,1.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,Kyle Rudolph,Packers,TE
4179,0.0,0.0,0.0,2097152.0,0.0,0.0,2187.0,0.0,17249876309.0,2016,1.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,Jesse James,Bengals,TE
4180,0.0,0.0,0.0,2097152.0,0.0,0.0,2187.0,0.0,29509034655744.0,2016,0.0,0.0,0.0,1.0,0.0,0.0,2,0.0,0.0,0.0,Austin Hooper,Raiders,TE
4181,0.0,0.0,0.0,2097152.0,0.0,0.0,128.0,0.0,8031810176.0,2016,1.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,Xavier Grimble,Bengals,TE
4182,0.0,0.0,0.0,823543.0,0.0,0.0,16384.0,0.0,9095120158391.0,2016,0.0,0.0,0.0,1.0,0.0,0.0,2,0.0,0.0,0.0,Julius Thomas,Chargers,TE
4183,0.0,0.0,0.0,823543.0,0.0,0.0,78125.0,0.0,8235430000000.0,2016,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,Jordan Reed,Cowboys,TE
4184,0.0,0.0,0.0,823543.0,0.0,0.0,128.0,0.0,410338673.0,2016,1.0,0.0,0.0,1.0,0.0,0.0,2,0.0,0.0,0.0,Marcedes Lewis,Chargers,TE
4185,0.0,0.0,0.0,823543.0,0.0,0.0,2187.0,0.0,170859375.0,2016,1.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,Antonio Gates,Jaguars,TE
4186,0.0,0.0,0.0,279936.0,0.0,0.0,16384.0,0.0,3142742836021.0,2016,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,Lance Kendricks,Seahawks,TE
4187,0.0,0.0,0.0,78125.0,0.0,0.0,2187.0,0.0,897410677851.0,2016,0.0,0.0,0.0,1.0,0.0,0.0,2,0.0,0.0,0.0,Jason Witten,Redskins,TE
4188,0.0,0.0,0.0,78125.0,0.0,0.0,16384.0,0.0,1174711139837.0,2016,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,Eric Ebron,Titans,TE
4189,0.0,0.0,0.0,78125.0,0.0,0.0,78125.0,0.0,897410677851.0,2016,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,Vernon Davis,Cowboys,TE
4190,0.0,0.0,0.0,16384.0,0.0,0.0,2187.0,0.0,435817657216.0,2016,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,Virgil Green,Colts,TE
4191,0.0,0.0,0.0,16384.0,0.0,0.0,2187.0,0.0,230539333248.0,2016,0.0,0.0,0.0,1.0,0.0,0.0,2,0.0,0.0,0.0,Jimmy Graham,LA,TE
4192,0.0,0.0,0.0,2187.0,0.0,0.0,16384.0,0.0,42618442977.0,2016,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,Zach Miller,Eagles,TE
4193,0.0,0.0,0.0,2187.0,0.0,0.0,2187.0,0.0,64339296875.0,2016,0.0,0.0,0.0,1.0,0.0,0.0,2,0.0,0.0,0.0,Tyler Kroft,Steelers,TE
4194,0.0,0.0,0.0,2187.0,0.0,0.0,78125.0,0.0,52523350144.0,2016,0.0,0.0,0.0,1.0,0.0,0.0,2,0.0,0.0,0.0,Travis Kelce,Texans,TE
4195,0.0,0.0,0.0,2187.0,0.0,0.0,16384.0,0.0,27512614111.0,2016,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,Darren Fells,Buccaneers,TE
4196,0.0,0.0,0.0,2187.0,0.0,0.0,16384.0,0.0,94931877133.0,2016,0.0,0.0,0.0,1.0,0.0,0.0,2,0.0,0.0,0.0,Jack Doyle,Broncos,TE
4197,0.0,0.0,0.0,2187.0,0.0,0.0,16384.0,0.0,27512614111.0,2016,0.0,0.0,0.0,1.0,0.0,0.0,2,0.0,0.0,0.0,Jared Cook,Min,TE
4198,0.0,0.0,0.0,2187.0,0.0,0.0,16384.0,0.0,94931877133.0,2016,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,Gary Barnidge,Ravens,TE
4199,0.0,0.0,0.0,128.0,0.0,0.0,128.0,0.0,1801088541.0,2016,0.0,0.0,0.0,1.0,0.0,0.0,2,0.0,0.0,0.0,Levine Toilolo,Raiders,TE
4200,0.0,0.0,0.0,128.0,0.0,0.0,128.0,0.0,17249876309.0,2016,0.0,0.0,0.0,1.0,0.0,0.0,2,0.0,0.0,0.0,Geoff Swaim,Redskins,TE
4201,0.0,0.0,0.0,128.0,0.0,0.0,16384.0,0.0,4586471424.0,2016,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,Lee Smith,Falcons,TE
4202,0.0,0.0,0.0,128.0,0.0,0.0,1.0,0.0,1801088541.0,2016,0.0,0.0,0.0,1.0,0.0,0.0,2,0.0,0.0,0.0,Dion Sims,Patriots,TE
4203,0.0,0.0,0.0,128.0,0.0,0.0,128.0,0.0,6103515625.0,2016,0.0,0.0,0.0,1.0,0.0,0.0,2,0.0,0.0,0.0,Richard Rodgers,Min,TE
4204,0.0,0.0,0.0,128.0,0.0,0.0,1.0,0.0,2494357888.0,2016,0.0,0.0,0.0,1.0,0.0,0.0,2,0.0,0.0,0.0,Crockett Gillmore,Browns,TE
4205,0.0,0.0,0.0,128.0,0.0,0.0,128.0,0.0,17249876309.0,2016,0.0,0.0,0.0,1.0,0.0,0.0,2,0.0,0.0,0.0,Coby Fleener,Giants,TE
4206,0.0,0.0,0.0,128.0,0.0,0.0,16384.0,0.0,4586471424.0,2016,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,Larry Donnell,Saints,TE
4207,0.0,0.0,0.0,128.0,0.0,0.0,78125.0,0.0,10460353203.0,2016,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,Charles Clay,Jets,TE
4208,0.0,0.0,0.0,128.0,0.0,0.0,128.0,0.0,6103515625.0,2016,0.0,0.0,0.0,1.0,0.0,0.0,2,0.0,0.0,0.0,Dwayne Allen,Broncos,TE
4209,0.0,0.0,0.0,1.0,0.0,0.0,128.0,0.0,10000000.0,2016,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,Will Tye,Saints,TE
4210,0.0,0.0,0.0,1.0,0.0,0.0,128.0,0.0,105413504.0,2016,0.0,0.0,0.0,1.0,0.0,0.0,2,0.0,0.0,0.0,Austin Seferian-Jenkins,Cardinals,TE
4211,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,35831808.0,2016,0.0,0.0,0.0,1.0,0.0,0.0,2,0.0,0.0,0.0,Garrett Celek,Panthers,TE
4212,0.0,0.0,0.0,1.0,0.0,0.0,2187.0,0.0,268435456.0,2016,0.0,0.0,0.0,1.0,0.0,0.0,2,0.0,0.0,0.0,Cameron Brate,Cardinals,TE
4213,0.0,0.0,0.0,1.0,0.0,0.0,128.0,0.0,170859375.0,2016,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,Stephen Anderson,Chiefs,TE
4214,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,279936.0,2016,0.0,0.0,0.0,1.0,0.0,0.0,2,0.0,0.0,0.0,Luke Willson,LA,TE
4215,0.0,0.0,0.0,0.0,0.0,0.0,2187.0,0.0,4782969.0,2016,0.0,0.0,0.0,1.0,0.0,0.0,2,0.0,0.0,0.0,C.J. Uzomah,Steelers,TE
4216,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,823543.0,2016,0.0,0.0,0.0,1.0,0.0,0.0,2,0.0,0.0,0.0,Phillip Supernaw,Lions,TE
4217,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,78125.0,2016,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,David Johnson,Bengals,TE
4218,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,78125.0,2016,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,Ryan Griffin,Chiefs,TE
4219,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2016,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,C.J. Fiedorowicz,Chiefs,TE
4220,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2016,0.0,0.0,0.0,1.0,0.0,0.0,2,0.0,0.0,0.0,Anthony Fasano,Lions,TE
4221,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,279936.0,2016,0.0,0.0,0.0,1.0,0.0,0.0,2,0.0,0.0,0.0,Blake Bell,Panthers,TE
4222,0.0,0.0,0.0,893871739.0,0.0,0.0,2097152.0,0.0,17565568854912.0,2016,128.0,0.0,0.0,1.0,0.0,0.0,3,0.0,0.0,0.0,Zach Miller,Cowboys,TE
4223,0.0,0.0,0.0,268435456.0,0.0,0.0,823543.0,0.0,182803912081669.0,2016,1.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,Coby Fleener,Falcons,TE
4224,0.0,0.0,0.0,268435456.0,0.0,0.0,78125.0,0.0,435817657216.0,2016,128.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,Cameron Brate,LA,TE
4225,0.0,0.0,0.0,170859375.0,0.0,0.0,279936.0,0.0,100000000000000.0,2016,1.0,0.0,0.0,0.0,0.0,0.0,3,0.0,1.0,0.0,Jimmy Graham,49ers,TE
4226,0.0,0.0,0.0,105413504.0,0.0,0.0,279936.0,0.0,44231334895529.0,2016,1.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,Travis Kelce,Jets,TE
4227,0.0,0.0,0.0,62748517.0,0.0,0.0,823543.0,0.0,8235430000000.0,2016,1.0,0.0,0.0,1.0,0.0,0.0,3,0.0,0.0,0.0,Kyle Rudolph,Panthers,TE
4228,0.0,0.0,0.0,2097152.0,0.0,0.0,78125.0,0.0,5455160701056.0,2016,0.0,0.0,1.0,1.0,0.0,0.0,3,0.0,0.0,0.0,Gary Barnidge,Dolphins,TE
4229,0.0,0.0,0.0,279936.0,0.0,0.0,128.0,0.0,4782969.0,2016,1.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,Richard Rodgers,Lions,TE
4230,0.0,0.0,0.0,279936.0,0.0,0.0,128.0,0.0,4782969.0,2016,1.0,0.0,0.0,1.0,0.0,0.0,3,0.0,0.0,0.0,John Phillips,Bengals,TE
4231,0.0,0.0,0.0,279936.0,0.0,0.0,279936.0,0.0,4398046511104.0,2016,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,Greg Olsen,Min,TE
4232,0.0,0.0,0.0,279936.0,0.0,0.0,78125.0,0.0,10030613004288.0,2016,0.0,0.0,0.0,1.0,0.0,0.0,3,0.0,1.0,0.0,Hunter Henry,Colts,TE
4233,0.0,0.0,0.0,279936.0,0.0,0.0,78125.0,0.0,7446353252589.0,2016,0.0,0.0,0.0,1.0,0.0,0.0,3,0.0,0.0,0.0,Eric Ebron,Packers,TE
4234,0.0,0.0,0.0,279936.0,0.0,0.0,279936.0,0.0,4902227890625.0,2016,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,Jack Doyle,Chargers,TE
4235,0.0,0.0,0.0,279936.0,0.0,0.0,2187.0,0.0,3142742836021.0,2016,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,Brent Celek,Steelers,TE
4236,0.0,0.0,0.0,78125.0,0.0,0.0,16384.0,0.0,1727094849536.0,2016,0.0,0.0,0.0,1.0,0.0,0.0,3,0.0,0.0,0.0,Jordan Reed,Giants,TE
4237,0.0,0.0,0.0,78125.0,0.0,0.0,2097152.0,0.0,1028071702528.0,2016,0.0,0.0,0.0,1.0,0.0,0.0,3,0.0,0.0,0.0,Ryan Griffin,Patriots,TE
4238,0.0,0.0,0.0,78125.0,0.0,0.0,2187.0,0.0,2488651484819.0,2016,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,Jace Amaro,Raiders,TE
4239,0.0,0.0,0.0,16384.0,0.0,0.0,16384.0,0.0,435817657216.0,2016,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,Dion Sims,Browns,TE
4240,0.0,0.0,0.0,16384.0,0.0,0.0,279936.0,0.0,230539333248.0,2016,0.0,0.0,0.0,1.0,0.0,0.0,3,0.0,0.0,0.0,Dennis Pitta,Jaguars,TE
4241,0.0,0.0,0.0,2187.0,0.0,0.0,128.0,0.0,27512614111.0,2016,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,C.J. Uzomah,Broncos,TE
4242,0.0,0.0,0.0,2187.0,0.0,0.0,2187.0,0.0,64339296875.0,2016,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,Dwayne Allen,Chargers,TE
4243,0.0,0.0,0.0,128.0,0.0,0.0,128.0,0.0,6103515625.0,2016,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,Jason Witten,Bears,TE
4244,0.0,0.0,0.0,128.0,0.0,0.0,128.0,0.0,10460353203.0,2016,0.0,0.0,0.0,1.0,0.0,0.0,3,0.0,0.0,0.0,Clive Walford,Titans,TE
4245,0.0,0.0,0.0,128.0,0.0,0.0,2187.0,0.0,13492928512.0,2016,0.0,0.0,0.0,1.0,0.0,0.0,3,0.0,0.0,0.0,Jacob Tamme,Saints,TE
4246,0.0,0.0,0.0,128.0,0.0,0.0,1.0,0.0,13492928512.0,2016,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,Nick O'Leary,Cardinals,TE
4247,0.0,0.0,0.0,128.0,0.0,0.0,2187.0,0.0,1280000000.0,2016,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,Marcedes Lewis,Ravens,TE
4248,0.0,0.0,0.0,128.0,0.0,0.0,1.0,0.0,17249876309.0,2016,0.0,0.0,0.0,1.0,0.0,0.0,3,0.0,0.0,0.0,Jeff Heuerman,Bengals,TE
4249,0.0,0.0,0.0,128.0,0.0,0.0,1.0,0.0,3404825447.0,2016,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,Ed Dickson,Min,TE
4250,0.0,0.0,0.0,128.0,0.0,0.0,2187.0,0.0,6103515625.0,2016,0.0,0.0,0.0,1.0,0.0,0.0,3,0.0,0.0,0.0,Garrett Celek,Seahawks,TE
4251,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,62748517.0,2016,0.0,0.0,0.0,1.0,0.0,0.0,3,0.0,0.0,0.0,Cole Wick,Packers,TE
4252,0.0,0.0,0.0,1.0,0.0,0.0,2187.0,0.0,105413504.0,2016,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,Will Tye,Redskins,TE
4253,0.0,0.0,0.0,1.0,0.0,0.0,128.0,0.0,10000000.0,2016,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,Ross Travis,Jets,TE
4254,0.0,0.0,0.0,1.0,0.0,0.0,128.0,0.0,62748517.0,2016,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,Julius Thomas,Ravens,TE
