,Rush 2PT,Rush TD,Pass 2PT,Points,Pass Attempts,Pass TD,Receptions,Pass Interceptions,Receiving Yards,Year,Receiving TD,Pass Yards,Receiving 2PT,Away Games,Fumble TD,Rush Yards,Week,Rush Attempts,Fumbles Lost,Pass Completions,Name,Opponent,Position
820,0.0,0.0,0.0,17210368.0,0.0,0.0,16807.0,0.0,12166529024.0,2014,243.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,Julius Thomas,Colts,TE
821,0.0,0.0,0.0,1048576.0,0.0,0.0,1024.0,0.0,164916224.0,2014,32.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,Vernon Davis,Cowboys,TE
822,0.0,0.0,0.0,537824.0,0.0,0.0,32768.0,0.0,3939040643.0,2014,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,Greg Olsen,Buccaneers,TE
823,0.0,0.0,0.0,371293.0,0.0,0.0,243.0,0.0,2706784157.0,2014,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,Zach Ertz,Jaguars,TE
824,0.0,0.0,0.0,371293.0,0.0,0.0,32768.0,0.0,1680700000.0,2014,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,Martellus Bennett,Bills,TE
825,0.0,0.0,0.0,248832.0,0.0,0.0,1024.0,0.0,1073741824.0,2014,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,Dwayne Allen,Broncos,TE
826,0.0,0.0,0.0,161051.0,0.0,0.0,3125.0,0.0,550731776.0,2014,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,Larry Donnell,Lions,TE
827,0.0,0.0,0.0,100000.0,0.0,0.0,1024.0,0.0,102400000.0,2014,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,Rob Gronkowski,Dolphins,TE
828,0.0,0.0,0.0,59049.0,0.0,0.0,243.0,0.0,69343957.0,2014,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,Delanie Walker,Chiefs,TE
829,0.0,0.0,0.0,32768.0,0.0,0.0,100000.0,0.0,3939040643.0,2014,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,Dennis Pitta,Bengals,TE
830,0.0,0.0,0.0,32768.0,0.0,0.0,32768.0,0.0,3707398432.0,2014,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,Jimmy Graham,Falcons,TE
831,0.0,0.0,0.0,32768.0,0.0,0.0,7776.0,0.0,3486784401.0,2014,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,Antonio Gates,Cardinals,TE
832,0.0,0.0,0.0,32768.0,0.0,0.0,243.0,0.0,20511149.0,2014,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,Anthony Fasano,Titans,TE
833,0.0,0.0,0.0,16807.0,0.0,0.0,243.0,0.0,2476099.0,2014,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,Levine Toilolo,Saints,TE
834,0.0,0.0,0.0,16807.0,0.0,0.0,32.0,0.0,1048576.0,2014,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,Kyle Rudolph,Rams,TE
835,0.0,0.0,0.0,3125.0,0.0,0.0,1024.0,0.0,550731776.0,2014,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,Jared Cook,Min,TE
836,0.0,0.0,0.0,1024.0,0.0,0.0,7776.0,0.0,115856201.0,2014,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,Brandon Myers,Panthers,TE
837,0.0,0.0,0.0,1024.0,0.0,0.0,243.0,0.0,130691232.0,2014,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,Zach Miller,Packers,TE
838,0.0,0.0,0.0,1024.0,0.0,0.0,243.0,0.0,282475249.0,2014,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,Travis Kelce,Titans,TE
839,0.0,0.0,0.0,1024.0,0.0,0.0,1.0,0.0,11881376.0,2014,0.0,0.0,1.0,0.0,0.0,0.0,1,0.0,0.0,0.0,Joseph Fauria,Giants,TE
840,0.0,0.0,0.0,1024.0,0.0,0.0,32.0,0.0,229345007.0,2014,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,Jordan Cameron,Steelers,TE
841,0.0,0.0,0.0,243.0,0.0,0.0,243.0,0.0,28629151.0,2014,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,Mychal Rivera,Jets,TE
