,Rush 2PT,Rush TD,Pass 2PT,Points,Pass Attempts,Pass TD,Receptions,Pass Interceptions,Receiving Yards,Year,Receiving TD,Pass Yards,Receiving 2PT,Away Games,Fumble TD,Rush Yards,Week,Rush Attempts,Fumbles Lost,Pass Completions,Name,Opponent,Position
0,0.0,0.0,0.0,2744.0,0.0,0.0,216.0,0.0,614125.0,2012,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,Jimmy Graham,Redskins,TE
1,0.0,0.0,0.0,2197.0,0.0,0.0,125.0,0.0,389017.0,2012,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,Dennis Pitta,Bengals,TE
2,0.0,0.0,0.0,1728.0,0.0,0.0,216.0,0.0,216000.0,2012,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,Rob Gronkowski,Titans,TE
3,0.0,0.0,0.0,1331.0,0.0,0.0,64.0,0.0,125000.0,2012,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,Heath Miller,Broncos,TE
4,0.0,0.0,0.0,1331.0,0.0,0.0,125.0,0.0,140608.0,2012,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,Marcedes Lewis,Min,TE
5,0.0,0.0,0.0,1331.0,0.0,0.0,216.0,0.0,205379.0,2012,1.0,0.0,0.0,1.0,0.0,125.0,1,1.0,0.0,0.0,Aaron Hernandez,Titans,TE
6,0.0,0.0,0.0,1331.0,0.0,0.0,125.0,0.0,148877.0,2012,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,Tony Gonzalez,Chiefs,TE
7,0.0,0.0,0.0,1000.0,0.0,0.0,125.0,0.0,79507.0,2012,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,Jacob Tamme,Steelers,TE
8,0.0,0.0,0.0,1000.0,0.0,0.0,343.0,0.0,103823.0,2012,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,Jermichael Finley,49ers,TE
9,0.0,0.0,0.0,1000.0,0.0,0.0,27.0,0.0,79507.0,2012,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,Vernon Davis,Packers,TE
