,Rush 2PT,Rush TD,Pass 2PT,Points,Pass Attempts,Pass TD,Receptions,Pass Interceptions,Receiving Yards,Year,Receiving TD,Pass Yards,Receiving 2PT,Away Games,Fumble TD,Rush Yards,Week,Rush Attempts,Fumbles Lost,Pass Completions,Name,Opponent,Position
1626,0.0,0.0,0.0,390625.0,0.0,0.0,2401.0,0.0,395254161.0,2013,16.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0,Jared Cook,Cardinals,TE
1627,0.0,0.0,0.0,279841.0,0.0,0.0,625.0,0.0,146410000.0,2013,16.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,Julius Thomas,Ravens,TE
1628,0.0,0.0,0.0,194481.0,0.0,0.0,1296.0,0.0,92236816.0,2013,16.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,Vernon Davis,Packers,TE
1629,0.0,0.0,0.0,130321.0,0.0,0.0,4096.0,0.0,24010000.0,2013,16.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,Jason Witten,Giants,TE
1630,0.0,0.0,0.0,104976.0,0.0,0.0,625.0,0.0,20151121.0,2013,16.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,Owen Daniels,Chargers,TE
1631,0.0,0.0,0.0,65536.0,0.0,0.0,6561.0,0.0,136048896.0,2013,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,Jordan Cameron,Dolphins,TE
1632,0.0,0.0,0.0,28561.0,0.0,0.0,2401.0,0.0,38950081.0,2013,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,Kellen Winslow,Buccaneers,TE
1633,0.0,0.0,0.0,20736.0,0.0,0.0,2401.0,0.0,18974736.0,2013,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,Brandon Myers,Cowboys,TE
1634,0.0,0.0,0.0,14641.0,0.0,0.0,625.0,0.0,9834496.0,2013,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,Jermichael Finley,49ers,TE
1635,0.0,0.0,0.0,14641.0,0.0,0.0,16.0,0.0,9834496.0,2013,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,Brent Celek,Redskins,TE
1636,0.0,0.0,0.0,10000.0,0.0,0.0,256.0,0.0,4100625.0,2013,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,Jimmy Graham,Falcons,TE
1637,0.0,0.0,0.0,10000.0,0.0,0.0,81.0,0.0,5764801.0,2013,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,Martellus Bennett,Bengals,TE
1638,0.0,0.0,0.0,6561.0,0.0,0.0,81.0,0.0,1679616.0,2013,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,Tony Gonzalez,Saints,TE
1639,0.0,0.0,0.0,4096.0,0.0,0.0,256.0,0.0,531441.0,2013,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,Garrett Graham,Chargers,TE
