,Rush 2PT,Rush TD,Pass 2PT,Points,Pass Attempts,Pass TD,Receptions,Pass Interceptions,Receiving Yards,Year,Receiving TD,Pass Yards,Receiving 2PT,Away Games,Fumble TD,Rush Yards,Week,Rush Attempts,Fumbles Lost,Pass Completions,Name,Opponent,Position
3298,0.0,0.0,0.0,15.0,0.0,0.0,2.0,0.0,31.0,2010,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,Marcedes Lewis,Broncos,TE
3299,0.0,0.0,0.0,14.0,0.0,0.0,11.0,0.0,80.0,2010,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,Dallas Clark,Texans,TE
3300,0.0,0.0,0.0,13.0,0.0,0.0,4.0,0.0,76.0,2010,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,Visanthe Shiancoe,Saints,TE
3301,0.0,0.0,0.0,13.0,0.0,0.0,5.0,0.0,76.0,2010,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,Antonio Gates,Chiefs,TE
3302,0.0,0.0,0.0,9.0,0.0,0.0,3.0,0.0,37.0,2010,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,Bo Scaife,Raiders,TE
3303,0.0,0.0,0.0,8.0,0.0,0.0,3.0,0.0,87.0,2010,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,Evan Moore,Buccaneers,TE
3304,0.0,0.0,0.0,8.0,0.0,0.0,3.0,0.0,21.0,2010,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,Tony Moeaki,Chargers,TE
3305,0.0,0.0,0.0,8.0,0.0,0.0,6.0,0.0,25.0,2010,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,Jermaine Gresham,Patriots,TE
3306,0.0,0.0,0.0,8.0,0.0,0.0,6.0,0.0,80.0,2010,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,Chris Cooley,Cowboys,TE
3307,0.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0,72.0,2010,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,Todd Heap,Jets,TE
