,Year,Week,Team,Blocks,Fumble Returns,Interception,Opponent,Pass Yards Allowed,Point After,Points,Position,Rush Yards Allowed,Sack,Safety,Total Yards,Touchdowns,Away Games
1047,2014.0,1,Bears,0.0,0.0,1.0,Bills,167.0,23.0,4.0,DST,193.0,1.0,0.0,360.0,0.0,0.0
1062,2014.0,2,Bears,0.0,0.0,1.0,49ers,167.0,23.0,4.0,DST,193.0,1.0,0.0,360.0,0.0,0.0
1090,2014.0,3,Bears,0.0,0.5,2.0,Jets,199.5,21.5,10.0,DST,160.0,2.5,0.0,359.5,0.0,0.5
1138,2014.0,4,Bears,0.0,0.6666666666666666,2.0,Packers,233.0,20.666666666666668,13.0,DST,144.66666666666666,2.6666666666666665,0.0,377.6666666666667,0.3333333333333333,0.6666666666666666
1159,2014.0,5,Bears,0.25,0.5,1.5,Panthers,250.25,25.0,10.5,DST,122.5,2.25,0.0,372.75,0.25,0.5
1182,2014.0,6,Bears,0.2,0.8,1.4,Falcons,246.4,26.2,10.0,DST,116.2,2.2,0.0,362.6,0.2,0.6
1223,2014.0,7,Bears,0.16666666666666666,0.6666666666666666,1.3333333333333333,Dolphins,246.16666666666666,24.0,10.5,DST,103.83333333333333,2.5,0.0,350.0,0.16666666666666666,0.6666666666666666
1264,2014.0,8,Bears,0.2857142857142857,0.5714285714285714,1.1428571428571428,Patriots,247.57142857142858,24.428571428571427,10.0,DST,108.57142857142857,2.7142857142857144,0.0,356.14285714285717,0.14285714285714285,0.5714285714285714
1307,2014.0,10,Bears,0.25,0.5,1.0,Packers,262.25,27.75,8.875,DST,110.25,2.5,0.0,372.5,0.125,0.625
1326,2014.0,11,Bears,0.2222222222222222,0.5555555555555556,0.8888888888888888,Min,268.55555555555554,30.77777777777778,8.777777777777779,DST,112.66666666666667,2.2222222222222223,0.0,381.22222222222223,0.2222222222222222,0.6666666666666666
1347,2014.0,12,Bears,0.2,0.5,0.9,Buccaneers,256.4,29.0,9.0,DST,111.0,2.2,0.0,367.4,0.2,0.6
1399,2014.0,13,Bears,0.18181818181818182,0.6363636363636364,1.0,Lions,260.45454545454544,27.545454545454547,10.0,DST,106.9090909090909,2.4545454545454546,0.0,367.3636363636364,0.18181818181818182,0.5454545454545454
1437,2014.0,14,Bears,0.16666666666666666,0.6666666666666666,0.9166666666666666,Cowboys,270.6666666666667,28.083333333333332,9.5,DST,105.58333333333333,2.4166666666666665,0.0,376.25,0.16666666666666666,0.5833333333333334
1464,2014.0,15,Bears,0.15384615384615385,0.6153846153846154,0.8461538461538461,Saints,265.46153846153845,29.076923076923077,8.846153846153847,DST,112.38461538461539,2.3076923076923075,0.0,377.84615384615387,0.15384615384615385,0.5384615384615384
1474,2014.0,16,Bears,0.14285714285714285,0.6428571428571429,0.7857142857142857,Lions,272.2142857142857,29.214285714285715,8.5,DST,110.28571428571429,2.2857142857142856,0.0,382.5,0.14285714285714285,0.5
1514,2014.0,17,Bears,0.2,0.6666666666666666,0.8666666666666667,Min,269.3333333333333,28.6,9.0,DST,112.13333333333334,2.4,0.0,381.46666666666664,0.13333333333333333,0.4666666666666667
