,Unnamed: 0,Unnamed: 0.1,Blocks,Fumble Returns,Interception,Opponent,Pass Yards Allowed,Point After,Points,Position,Rush Yards Allowed,Sack,Safety,Team,Total Yards,Touchdowns,Week,Year
15,15,15.0,0.0,0.0,1.0,Ravens,111.0,20.0,7.0,DST,157.0,1.0,0.0,Bengals,268.0,0.0,1,2017.0
44,44,15.0,0.0,0.0,1.0,Texans,111.0,20.0,7.0,DST,157.0,1.0,0.0,Bengals,268.0,0.0,2,2017.0
65,65,29.5,0.0,0.0,0.5,Packers,104.5,16.5,8.5,DST,162.5,2.0,0.0,Bengals,267.0,0.0,3,2017.0
105,105,41.333333333333336,0.0,0.0,0.6666666666666666,Browns,163.0,20.0,10.666666666666666,DST,129.66666666666666,3.3333333333333335,0.0,Bengals,292.6666666666667,0.3333333333333333,4,2017.0
132,132,57.25,0.0,0.0,0.75,Bills,164.75,16.75,10.75,DST,108.5,3.0,0.0,Bengals,273.25,0.25,5,2017.0
210,210,72.2,0.0,0.0,0.8,Steelers,159.6,16.6,11.0,DST,103.2,3.6,0.0,Bengals,262.8,0.2,7,2017.0
219,219,95.16666666666667,0.0,0.0,0.6666666666666666,Colts,177.66666666666666,18.666666666666668,9.166666666666666,DST,111.33333333333333,3.0,0.0,Bengals,289.0,0.16666666666666666,8,2017.0
259,259,112.85714285714286,0.14285714285714285,0.0,0.7142857142857143,Jaguars,183.14285714285714,19.285714285714285,10.0,DST,111.85714285714286,3.142857142857143,0.0,Bengals,295.0,0.2857142857142857,9,2017.0
273,273,131.125,0.125,0.125,0.625,Titans,192.625,19.75,9.125,DST,116.5,2.75,0.0,Bengals,309.125,0.25,10,2017.0
300,300,146.88888888888889,0.1111111111111111,0.2222222222222222,0.6666666666666666,Broncos,197.44444444444446,20.22222222222222,9.11111111111111,DST,123.55555555555556,2.888888888888889,0.0,Bengals,321.0,0.2222222222222222,11,2017.0
334,334,162.2,0.2,0.3,0.7,Browns,200.6,19.9,9.5,DST,122.4,2.9,0.0,Bengals,323.0,0.2,12,2017.0
375,375,177.8181818181818,0.18181818181818182,0.2727272727272727,0.6363636363636364,Steelers,203.8181818181818,19.545454545454547,9.363636363636363,DST,126.63636363636364,3.0,0.0,Bengals,330.45454545454544,0.18181818181818182,13,2017.0
