,Fumble TD,Fumbles Lost,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Position,Fumble TD M2E,Fumble TD EV,Fumbles Lost M2E,Fumbles Lost EV,Pass 2PT M2E,Pass 2PT EV,Pass Attempts M2E,Pass Attempts EV,Pass Completions M2E,Pass Completions EV,Pass Interceptions M2E,Pass Interceptions EV,Pass TD M2E,Pass TD EV,Pass Yards M2E,Pass Yards EV,Receiving 2PT M2E,Receiving 2PT EV,Receiving TD M2E,Receiving TD EV,Receiving Yards M2E,Receiving Yards EV,Receptions M2E,Receptions EV,Rush 2PT M2E,Rush 2PT EV,Rush Attempts M2E,Rush Attempts EV,Rush TD M2E,Rush TD EV,Rush Yards M2E,Rush Yards EV
Jordan Matthews,-0.008901998767625183,-0.025479461278461284,0.0,-0.009166768192301234,-0.009093279269011585,-0.01780611424489406,-0.03672717231242845,-0.012032881866237239,-0.08534814816129524,0.015576977097136596,-0.01221568448255902,0.31036276936062773,-0.008901998767625183,-0.014141911401828997,-0.014551179079173863,-0.00921201711277335,"15685    WR
15817    WR
15856    WR
16040    WR
16131    WR
16243    WR
16463    WR
16548    WR
16628    WR
16730    WR
16853    WR
16939    WR
17110    WR
17304    WR
17372    WR
21081    WR
21200    WR
21353    WR
21456    WR
21560    WR
21663    WR
21791    WR
21917    WR
22062    WR
22183    WR
22221    WR
22349    WR
22524    WR
22558    WR
22676    WR
22788    WR
28786    WR
28931    WR
29049    WR
29286    WR
29377    WR
29546    WR
29587    WR
Name: Position, dtype: object",1.2037062152420224e-35,0.0,0.00014850495532181928,0.0,0.0,1.0,3.009265538105056e-36,0.0,1.2037062152420224e-35,0.0,1.2037062152420224e-35,0.0,4.81482486096809e-35,0.0,2.7083389842945504e-35,0.0,1.7333369499485123e-33,0.0,0.0042875215943965015,0.0,0.0002425406119386415,0.0,1.419308524312862,0.0,1.2037062152420224e-35,0.0,3.009265538105056e-36,0.0,1.2037062152420224e-35,0.0,3.009265538105056e-36,0.0
Emmanuel Sanders,-0.008901998767625182,-0.01142432413703176,0.0,-0.009166768192301234,-0.009093279269011656,-0.017806114244894058,-0.03672717231242844,-0.012032881866237233,0.03270198227880883,0.5537955581942526,0.009075578024313025,0.3905603152993251,1.0197363044112535,-0.014141828001112324,-0.01455117907917386,-0.009211709803141205,"12754    WR
12870    WR
12944    WR
13081    WR
13176    WR
13325    WR
13409    WR
13615    WR
13726    WR
13872    WR
13927    WR
14051    WR
14176    WR
14306    WR
14471    WR
14512    WR
14615    WR
15031    WR
15165    WR
15600    WR
15658    WR
15750    WR
15862    WR
16090    WR
16257    WR
16328    WR
16413    WR
16534    WR
16631    WR
16728    WR
         ..
20144    WR
20264    WR
20333    WR
20454    WR
20563    WR
20686    WR
20933    WR
21035    WR
21103    WR
21190    WR
21328    WR
21447    WR
21526    WR
21613    WR
21871    WR
21920    WR
22226    WR
22400    WR
22542    WR
22555    WR
22681    WR
22813    WR
28843    WR
28963    WR
29021    WR
29144    WR
29275    WR
29399    WR
29489    WR
29613    WR
Name: Position, Length: 89, dtype: object",0.0,1.0,0.0006886109724584964,0.0,0.0,1.0,3.009265538105056e-36,0.0,5.8259380817713885e-33,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.01393583329692558,0.0,0.04191312033597325,0.0,3.126054908862274e-07,0.0,0.004024918001739469,0.0,1.0580967587667227,0.0,6.955679541291589e-15,0.0,0.0,1.0,9.443921000867404e-14,0.0
Willie Snead,-0.008901998767625182,-0.015902083316238106,0.0,-0.009166768192301234,-0.009093279269011576,-0.017806114244894058,-0.03672717231242844,-0.012032881866237239,-0.08534814816129521,0.00655248675835482,0.35353936396175584,0.5297115335224749,-0.008901998767625182,-0.014141911401828997,-0.01455117907917386,-0.00921201711277335,"21102    WR
21221    WR
21351    WR
21433    WR
21521    WR
21656    WR
21774    WR
21820    WR
21939    WR
22251    WR
22452    WR
22596    WR
22700    WR
22845    WR
28784    WR
28912    WR
29205    WR
29398    WR
29488    WR
29617    WR
Name: Position, dtype: object",0.0,1.0,0.00047365597759494577,0.0,0.0,1.0,1.2037062152420224e-35,0.0,3.009265538105056e-36,0.0,1.2037062152420224e-35,0.0,4.81482486096809e-35,0.0,3.009265538105056e-36,0.0,0.0,1.0,0.0034663167980541155,0.0,6.626230763920318e-05,0.0,0.08151276359260275,0.0,0.0,1.0,3.009265538105056e-36,0.0,0.0,1.0,1.2037062152420224e-35,0.0
Devonta Freeman,0.0,-0.027153377059600907,0.0,-0.055589021985328876,-0.03320445500854596,-0.014152045525279,-0.02831259801595088,-0.0100294118713246,-0.04479308591452912,-0.0022507146945532986,-0.008559155811160695,0.20086449418095337,-0.06733531265686164,0.03814979125084989,0.7201459204549865,0.4593593725343158,"3659     RB
3748     RB
3859     RB
3924     RB
3967     RB
4078     RB
4144     RB
4222     RB
4406     RB
4473     RB
4580     RB
4638     RB
4732     RB
4812     RB
4865     RB
5006     RB
7929     RB
7984     RB
8068     RB
8161     RB
8248     RB
8330     RB
8424     RB
8497     RB
8579     RB
8744     RB
8893     RB
9000     RB
9052     RB
9151     RB
9236     RB
28172    RB
28231    RB
28303    RB
28406    RB
28476    RB
28577    RB
28648    RB
28716    RB
Name: Position, dtype: object",0.0,1.0,0.0019123859759208022,0.0,0.0,1.0,4.81482486096809e-35,0.0,0.0,1.0,3.009265538105056e-36,0.0,0.0,1.0,3.009265538105056e-36,0.0,0.0,1.0,1.1094657992315855e-05,0.0,2.9680573791222956e-06,0.0,0.02560343590211543,0.0,0.0,1.0,0.053405089892900895,0.0,0.6013262642946495,0.0,0.0008522647309669304,0.0
A.J. Green,-0.008901998767625182,-0.016688994714058936,0.0,-0.009166768192301236,-0.009093279269011578,-0.017806114244894058,-0.03672717231242844,-0.012032881866237232,-0.08534814816129521,-0.0018253300804644823,0.6809936778154224,3.6675548821222037,-0.008901998767625182,-0.01414189740994587,-0.014551179079173863,-0.00921201711388786,"13922    WR
14011    WR
14181    WR
14235    WR
14334    WR
14423    WR
14599    WR
14701    WR
14787    WR
14988    WR
15079    WR
15228    WR
15306    WR
15458    WR
15589    WR
15626    WR
15877    WR
16087    WR
16550    WR
16685    WR
16725    WR
16833    WR
16940    WR
17035    WR
17197    WR
17398    WR
17481    WR
17643    WR
17716    WR
17856    WR
         ..
20426    WR
20550    WR
20682    WR
20760    WR
20873    WR
21038    WR
21105    WR
21217    WR
21296    WR
21438    WR
21540    WR
21674    WR
21823    WR
21960    WR
22039    WR
22139    WR
22213    WR
22327    WR
22440    WR
22627    WR
22683    WR
22810    WR
28782    WR
28970    WR
29051    WR
29137    WR
29289    WR
29370    WR
29460    WR
29589    WR
Name: Position, Length: 82, dtype: object",0.0,1.0,0.0004400230961468102,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.2037062152420224e-35,0.0,0.0,1.0,0.0024441689509379833,0.0,0.0667725404880528,0.0,0.004035051404122642,0.0,0.0,1.0,1.957727934623587e-16,0.0,3.009265538105056e-36,0.0,1.2421353510245834e-24,0.0
Allen Hurns,-0.008901998767625183,-0.024104096797800574,0.0,-0.009166768192301236,-0.009093279269011585,-0.01780611424489406,-0.03672717231242845,-0.012032881866237239,-0.08534814816129524,0.0146484375,-0.014559167108474411,0.03813641856002653,-0.008901998767625183,-0.014141911401828997,-0.014551179079173863,-0.009212017112773349,"15625    WR
15822    WR
15867    WR
16018    WR
16144    WR
16282    WR
16405    WR
16465    WR
16527    WR
16713    WR
16902    WR
16977    WR
17059    WR
17178    WR
17334    WR
17456    WR
21111    WR
21233    WR
21311    WR
21406    WR
21516    WR
21641    WR
21728    WR
21918    WR
22014    WR
22186    WR
22259    WR
22443    WR
22611    WR
22671    WR
22873    WR
28819    WR
28940    WR
29073    WR
29158    WR
29381    WR
29508    WR
29578    WR
Name: Position, dtype: object",1.2037062152420224e-35,0.0,0.00018391768363192954,0.0,0.0,1.0,0.0,1.0,1.2037062152420224e-35,0.0,1.2037062152420224e-35,0.0,4.81482486096809e-35,0.0,2.7083389842945504e-35,0.0,1.7333369499485123e-33,0.0,0.004648752834794418,0.0,3.624994619718531e-05,0.0,0.0007689967637233961,0.0,1.2037062152420224e-35,0.0,3.009265538105056e-36,0.0,1.2037062152420224e-35,0.0,0.0,1.0
John Brown,-0.008901998767625183,-0.0057080191431850835,0.0,-0.009166768192301234,-0.009093279269011583,-0.01780611424489406,-0.03672717231242845,-0.012032881866237239,-0.08534814816129523,-0.03951899562824224,0.07841829793207467,0.70550537109375,-0.008901998767625183,-0.014141772108029716,-0.01455117907917386,-0.009212003285938408,"15662    WR
15807    WR
15858    WR
16186    WR
16251    WR
16365    WR
16425    WR
16610    WR
16641    WR
16760    WR
16858    WR
16981    WR
17219    WR
17307    WR
17408    WR
21084    WR
21244    WR
21343    WR
21442    WR
21525    WR
21612    WR
21726    WR
22128    WR
22235    WR
22342    WR
22451    WR
22589    WR
22699    WR
22842    WR
28892    WR
29002    WR
29054    WR
29148    WR
29326    WR
29397    WR
29595    WR
Name: Position, dtype: object",1.2037062152420224e-35,0.0,0.0010212947848616109,0.0,0.0,1.0,3.009265538105056e-36,0.0,3.009265538105056e-36,0.0,1.2037062152420224e-35,0.0,4.81482486096809e-35,0.0,2.7083389842945504e-35,0.0,7.703719777548943e-34,0.0,0.0003113623902610528,0.0,3.976887301483756e-06,0.0,0.0002755058880220514,0.0,1.2037062152420224e-35,0.0,1.9402762518750564e-14,0.0,0.0,1.0,1.9118141742214167e-16,0.0
Nick O'Leary,0.0,-0.05951716702471836,0.0,0.0,0.0,0.0,0.0,0.0,0.14993300288915634,-0.0475813876369665,-0.03586800913587295,-0.05337878626684102,0.0,-0.014647145865235845,-0.03719040016528009,-0.013167253977463985,"23617    TE
29798    TE
29848    TE
29941    TE
30001    TE
30034    TE
Name: Position, dtype: object",0.0,1.0,4.81482486096809e-35,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.004176467252788862,0.0,4.81482486096809e-35,0.0,3.002310053237776e-11,0.0,6.580987036090267e-11,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.009265538105056e-36,0.0
Taylor Gabriel,-0.008901998767625183,-0.027463748814625433,0.0,-0.009166768192301234,-0.009093279269011583,-0.017806114244894058,-0.03672717231242844,-0.012032881866237239,0.09553581825457513,-0.054808575663059855,-0.01668491534613281,-0.06742141196764351,-0.008901998767625183,-0.014141680399457734,-0.01455117907917386,-0.009212017074093777,"15732    WR
15826    WR
15888    WR
16096    WR
16270    WR
16374    WR
16452    WR
16537    WR
16671    WR
16747    WR
16903    WR
17129    WR
17251    WR
17361    WR
17402    WR
21146    WR
21288    WR
21373    WR
21466    WR
21541    WR
21706    WR
21805    WR
21864    WR
22000    WR
22066    WR
22652    WR
28998    WR
29088    WR
29190    WR
29453    WR
29590    WR
Name: Position, dtype: object",1.2037062152420224e-35,0.0,0.00010408026101783943,0.0,0.0,1.0,1.2037062152420224e-35,0.0,3.009265538105056e-36,0.0,0.0,1.0,0.0,1.0,3.009265538105056e-36,0.0,0.032719009306337705,0.0,8.161861935121846e-07,0.0,1.5593794809805889e-07,0.0,2.3403622675349058e-09,0.0,1.2037062152420224e-35,0.0,5.3362095529013715e-14,0.0,0.0,1.0,1.4961091325704017e-21,0.0
Terron Ward,0.0,-0.07088421258695853,0.0,-0.055589021985328856,-0.03320445500854596,-0.014152045525279,-0.02831259801595088,-0.0100294118713246,-0.04479308591452912,-0.02922472600025392,-0.02747431374154985,-0.05084705352783203,-0.06733531265686164,-0.06318224221467972,-0.06014163792133331,-0.03206285834312439,"8046     RB
8172     RB
8394     RB
8474     RB
8554     RB
8758     RB
8851     RB
9212     RB
9290     RB
28746    RB
Name: Position, dtype: object",0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3.009265538105056e-36,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.2037062152420224e-35,0.0,1.3144561223610306e-19,0.0,7.975916240966004e-13,0.0,0.0,1.0,2.2300352389199893e-18,0.0,1.4695867993726087e-17,0.0,1.6567538929704988e-13,0.0
Charcandrick West,0.0,-0.03498875962016523,0.0,-0.055589021985328856,-0.03320445500854596,-0.014152045525278998,-0.02831259801595088,-0.0100294118713246,-0.04479308591452912,-0.02935946964387709,-0.027345384140270594,0.010825947805496838,-0.06733531265686164,-0.05455356939750389,-0.05789618046617741,-0.03212183929712143,"8217     RB
8287     RB
8373     RB
8413     RB
8492     RB
8633     RB
8738     RB
8915     RB
8993     RB
9058     RB
9173     RB
9275     RB
28179    RB
28240    RB
28377    RB
28597    RB
28687    RB
28744    RB
Name: Position, dtype: object",0.0,1.0,0.0012884835436912693,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.009265538105056e-36,0.0,0.0,1.0,3.009265538105056e-36,0.0,0.0,1.0,1.8155849496848323e-08,0.0,3.764776916462845e-09,0.0,0.013609514603599392,0.0,1.925929944387236e-34,0.0,5.2034076576018035e-06,0.0,5.042096398937577e-06,0.0,2.9682553527852497e-07,0.0
Daniel Lasco,0.0,-0.07088421258695853,0.0,-0.055589021985328856,-0.03320445500854596,-0.014152045525279,-0.02831259801595088,-0.0100294118713246,-0.04479308591452911,-0.02922472600025392,-0.02747605401227827,-0.05084742410663632,-0.06733531265686164,-0.06333852779777249,-0.06014164175485233,-0.03287768019348219,"28443    RB
28617    RB
28758    RB
Name: Position, dtype: object",0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.504632769052528e-36,0.5,3.009265538105056e-35,0.0,0.0,1.0,1.2037062152420224e-34,0.0,0.0,1.0,6.018531076210112e-36,0.5,1.5407439555097887e-33,0.5,0.0,1.0,6.952607099237921e-32,0.0,0.0,1.0,4.81482486096809e-35,0.0
Tyler Kroft,0.0,-0.059517167024718355,0.0,0.0,0.0,0.0,0.0,0.0,-0.02206048014198861,-0.0457249847240746,-0.035828413849230856,-0.05223262310028076,0.0,-0.014647145865235845,-0.03719040016528009,-0.013167253977463985,"23474    TE
23515    TE
23569    TE
23603    TE
23662    TE
29745    TE
29891    TE
29950    TE
30002    TE
30052    TE
Name: Position, dtype: object",0.0,1.0,4.81482486096809e-35,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3.446231774993726e-06,0.0,4.232076135145261e-09,0.0,8.113327827114334e-08,0.0,0.0,1.0,3.009265538105056e-36,0.0,0.0,1.0,1.2037062152420224e-35,0.0
Tyrod Taylor,0.0,-0.09139907355103105,-0.021801248786900373,0.0626634441465228,0.08405330918597542,-0.03196828610722591,0.0023942789705131418,0.014775931781400686,0.0,-0.034569186867618625,-0.02733283928272129,-0.02117809854269126,0.1412810967273117,0.9476698692590446,0.08251894543838034,0.32225237467309853,"33       QB
305      QB
340      QB
562      QB
586      QB
623      QB
647      QB
682      QB
738      QB
757      QB
890      QB
924      QB
960      QB
971      QB
1011     QB
1054     QB
1089     QB
1150     QB
1174     QB
1414     QB
2129     QB
2201     QB
2345     QB
2825     QB
2910     QB
27888    QB
27895    QB
27943    QB
27976    QB
28011    QB
28038    QB
28066    QB
28110    QB
Name: Position, dtype: object",0.0,1.0,1.0757332062382586e-05,0.0,0.0006231777158608591,0.0,0.0038302536154368764,0.0,0.0006882793278857835,0.0,9.662860033406988e-07,0.0,1.5540320528362082e-05,0.0,0.0002318386510223609,0.0,0.0,1.0,0.0,1.0,1.8678681051878027e-14,0.0,3.894113051310756e-05,0.0,0.04358987086038107,0.0,0.009944326382627428,0.0,0.00018767898222283406,0.0,0.0905620889552332,0.0
Zach Miller,0.0,-0.04173401618958527,0.0,0.0,0.0,0.0,0.0,0.0,-0.022060480141988605,0.4369902409945031,0.04443291302326368,0.3433353532744206,0.0,-0.014647145865637867,-0.037190400165280094,-0.013167253977463978,"22975    TE
23016    TE
23280    TE
23319    TE
23386    TE
23435    TE
23531    TE
23544    TE
23612    TE
23658    TE
23778    TE
23859    TE
23901    TE
23941    TE
23976    TE
24042    TE
24100    TE
24159    TE
24208    TE
24316    TE
24373    TE
24387    TE
24441    TE
24514    TE
24562    TE
24596    TE
24650    TE
24676    TE
24766    TE
24862    TE
         ..
27080    TE
27106    TE
27143    TE
27184    TE
27190    TE
27238    TE
27270    TE
27298    TE
27316    TE
27334    TE
27352    TE
27406    TE
27457    TE
27528    TE
27544    TE
27597    TE
27621    TE
27647    TE
27669    TE
27729    TE
27767    TE
27829    TE
29705    TE
29744    TE
29774    TE
29832    TE
29879    TE
29933    TE
29977    TE
30021    TE
Name: Position, Length: 86, dtype: object",0.0,1.0,0.0003162404536250951,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.2037062152420224e-35,0.0,0.013696689773496779,0.0,2.9028513919329917e-05,0.0,0.012406132573123247,0.0,0.0,1.0,1.6162321639722866e-25,0.0,1.925929944387236e-34,0.0,3.009265538105056e-36,0.0
Alshon Jeffery,-0.008901998767625182,-0.030053045363274578,0.0,-0.009166768192301236,-0.009093279269011583,-0.017806114244894058,-0.03672717231242844,-0.012032881866237232,-0.05836088233627379,-0.0392732706895913,-0.01289682027049821,0.004306220795115223,-0.008901998767625182,-0.014141524037018627,-0.014551179079173863,-0.009212016648614735,"15666    WR
15782    WR
15870    WR
15994    WR
16079    WR
16209    WR
16404    WR
16436    WR
16657    WR
16724    WR
16850    WR
16928    WR
17047    WR
17154    WR
17264    WR
17424    WR
17535    WR
17642    WR
17743    WR
17814    WR
17915    WR
18068    WR
18144    WR
18341    WR
18436    WR
18537    WR
18667    WR
18718    WR
18844    WR
18953    WR
19083    WR
19205    WR
19286    WR
19487    WR
19554    WR
19673    WR
19753    WR
20386    WR
20651    WR
20910    WR
21000    WR
21096    WR
21610    WR
21821    WR
21921    WR
22063    WR
22234    WR
22352    WR
22442    WR
22598    WR
28805    WR
28923    WR
29050    WR
29189    WR
29279    WR
29365    WR
29516    WR
29588    WR
Name: Position, dtype: object",0.0,1.0,5.795284866664149e-05,0.0,0.0,1.0,0.0,1.0,3.009265538105056e-36,0.0,0.0,1.0,4.81482486096809e-35,0.0,1.2037062152420224e-35,0.0,0.0007283125167103691,0.0,0.000336541973957807,0.0,0.00022833760662345983,0.0,4.904939351326965e-07,0.0,0.0,1.0,1.500514963133043e-13,0.0,3.009265538105056e-36,0.0,2.1544321924903774e-19,0.0
Seth Devalve,-0.008901998767625182,-0.0376657222030361,0.0,-0.009166768192301236,-0.009093279269011578,-0.017806114244894058,-0.03672717231242844,-0.012032881866237233,-0.08534814816129521,-0.06079559300458263,-0.017042761245150913,-0.06796300017138589,-0.008901998767625182,-0.014141911401828997,-0.01455117907917386,-0.009212017112773349,"29667    WR
Name: Position, dtype: object",0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
Ryan Mathews,0.0,0.147144738922254,0.0,-0.055589021985328856,-0.03320445500854596,-0.014152045525279,-0.02831259801595088,-0.0100294118713246,-0.04479308591452912,-0.008635360237714829,-0.026861321852672683,-0.005397142739321348,-0.06733531265686164,0.20133389496683773,-0.043522003494273244,-0.027998654292708425,"3614     RB
3725     RB
4446     RB
4514     RB
4600     RB
4707     RB
5042     RB
5143     RB
5240     RB
5311     RB
5446     RB
5471     RB
5546     RB
5740     RB
5783     RB
5850     RB
5934     RB
6027     RB
6094     RB
6184     RB
6264     RB
6353     RB
6647     RB
6729     RB
6800     RB
6899     RB
7050     RB
7138     RB
7206     RB
7293     RB
         ..
9704     RB
9775     RB
9879     RB
9919     RB
10007    RB
10408    RB
10522    RB
10583    RB
10667    RB
10782    RB
10867    RB
10951    RB
11050    RB
11147    RB
11304    RB
11365    RB
11528    RB
11614    RB
11673    RB
11761    RB
11858    RB
11938    RB
12060    RB
28138    RB
28220    RB
28384    RB
28484    RB
28569    RB
28657    RB
28738    RB
Name: Position, Length: 80, dtype: object",0.0,1.0,0.0009125162342394565,0.0,0.0,1.0,4.81482486096809e-35,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,4.81482486096809e-35,0.0,1.0707907377459713e-05,0.0,5.244065454083248e-09,0.0,9.867038739240842e-06,0.0,0.0,1.0,0.0008066575705841488,0.0,0.04965817146576777,0.0,4.77011011135526e-07,0.0
Demetrius Harris,0.0,-0.05951716702471836,0.0,0.0,0.0,0.0,0.0,0.0,-0.022060480141988612,-0.0462764548137784,-0.03592400131674367,-0.05320645123720169,0.0,-0.014647145865235838,-0.03719040016528009,-0.013167253977463978,"23165    TE
23398    TE
23581    TE
23716    TE
25480    TE
25768    TE
25810    TE
29699    TE
29810    TE
29855    TE
29952    TE
29991    TE
30045    TE
Name: Position, dtype: object",0.0,1.0,1.925929944387236e-34,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,4.81482486096809e-35,0.0,1.7028496730336718e-06,0.0,9.630915741159796e-13,0.0,3.740719314619874e-08,0.0,0.0,1.0,2.7083389842945504e-35,0.0,0.0,1.0,7.52316384526264e-35,0.0
Marvin Jones,-0.008901998767625183,-0.0376657222030361,0.0,-0.009166768192301234,-0.009093279269011585,-0.01780611424489406,-0.03672717231242845,-0.012032881866237232,-0.08534814816129523,0.47161219021518264,0.3446840925594188,-0.012748318135152203,-0.008901998767625183,-0.014141794860869025,-0.014551179079173863,-0.009211560834986265,"17565    WR
17653    WR
17721    WR
17969    WR
18017    WR
18143    WR
18234    WR
18361    WR
18507    WR
18609    WR
18804    WR
18853    WR
18965    WR
19079    WR
19186    WR
19717    WR
19893    WR
20592    WR
20667    WR
20830    WR
20888    WR
20984    WR
21159    WR
21215    WR
21309    WR
21506    WR
21548    WR
21617    WR
21887    WR
21949    WR
22046    WR
22143    WR
22254    WR
22341    WR
22473    WR
22594    WR
22730    WR
22849    WR
28814    WR
28915    WR
29020    WR
29172    WR
29274    WR
29380    WR
29486    WR
29636    WR
Name: Position, dtype: object",1.2037062152420224e-35,0.0,0.0,1.0,0.0,1.0,3.009265538105056e-36,0.0,1.2037062152420224e-35,0.0,1.2037062152420224e-35,0.0,4.81482486096809e-35,0.0,1.2037062152420224e-35,0.0,7.703719777548943e-34,0.0,0.014248320975126873,0.0,0.39288752331702886,0.0,0.01250353361632581,0.0,1.2037062152420224e-35,0.0,7.769490967610161e-15,0.0,4.81482486096809e-35,0.0,2.0817985087060223e-13,0.0
Robert Woods,-0.008901998767625182,-0.015567842148811906,0.0,-0.009166768192301236,-0.009093279269011583,-0.01780611424489406,-0.03672717231242845,-0.012032881866237232,-0.09901782614178956,-0.052176773717292235,-0.013976644990151499,0.007068402284858166,-0.008901998767625182,-0.014141870434246875,-0.014551179079173863,-0.009212016632604254,"15664    WR
15833    WR
15941    WR
16050    WR
16129    WR
16202    WR
16396    WR
16433    WR
16660    WR
16794    WR
16821    WR
16954    WR
17093    WR
17208    WR
17271    WR
17384    WR
17516    WR
17612    WR
17761    WR
17820    WR
17952    WR
18098    WR
18192    WR
18308    WR
18372    WR
18775    WR
18896    WR
18950    WR
19081    WR
19242    WR
21132    WR
21205    WR
21359    WR
21476    WR
21593    WR
21659    WR
21719    WR
21990    WR
22070    WR
22155    WR
22273    WR
22357    WR
22455    WR
22608    WR
28855    WR
28984    WR
29063    WR
29166    WR
29305    WR
29360    WR
29616    WR
Name: Position, dtype: object",3.009265538105056e-36,0.0,0.0004883163028908795,0.0,0.0,1.0,0.0,1.0,3.009265538105056e-36,0.0,1.2037062152420224e-35,0.0,4.81482486096809e-35,0.0,0.0,1.0,0.00018686009609041195,0.0,2.487700805698295e-05,0.0,7.469261665139837e-08,0.0,0.00030479970858596493,0.0,3.009265538105056e-36,0.0,7.250065975025753e-17,0.0,1.2037062152420224e-35,0.0,1.110177175873743e-18,0.0
Derek Watt,0.0,-0.07088421258695853,0.0,-0.055589021985328856,-0.03320445500854596,-0.014152045525279,-0.02831259801595088,-0.0100294118713246,-0.04479308591452912,-0.02922472600025392,-0.0008617636049166322,-0.0508471081919879,-0.06733531265686164,-0.06335837577922852,-0.06014164175485233,-0.03287780913953182,"28378    RB
28531    RB
28612    RB
28745    RB
Name: Position, dtype: object",0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,8.008688679339027e-22,0.0,2.5381907774277157e-28,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
Drew Brees,0.0,-0.06955482305056648,-0.04404150525806472,3.2067211866014986,4.690191803863854,-0.0270575080467097,1.8377182832919061,4.235320071398746,0.0,-0.03456918686761862,-0.02733270262204012,-0.026829610113054514,-0.06750077715157911,-0.0647184176978044,-0.053736831150672515,-0.028880845331404538,"3        QB
53       QB
84       QB
111      QB
146      QB
212      QB
254      QB
285      QB
312      QB
353      QB
386      QB
444      QB
463      QB
489      QB
529      QB
570      QB
620      QB
669      QB
719      QB
760      QB
800      QB
827      QB
841      QB
876      QB
922      QB
997      QB
1016     QB
1048     QB
1086     QB
1127     QB
         ..
2688     QB
2754     QB
2793     QB
2839     QB
2874     QB
2918     QB
2954     QB
3007     QB
3041     QB
3073     QB
3114     QB
3150     QB
3177     QB
3220     QB
3245     QB
3279     QB
3340     QB
3387     QB
3412     QB
3452     QB
3487     QB
3541     QB
3579     QB
27859    QB
27911    QB
27932    QB
27979    QB
28028    QB
28064    QB
28108    QB
Name: Position, Length: 102, dtype: object",0.0,1.0,0.000249673500927366,0.0,4.1647625940614e-06,0.0,0.02937179882019274,0.0,0.06679755291627758,0.0,3.2760606005600043e-10,0.0,0.002069626963355491,0.0,0.6806526658074966,0.0,0.0,1.0,4.81482486096809e-35,0.0,8.630634366127444e-23,0.0,3.4665166360764634e-07,0.0,1.925929944387236e-34,0.0,2.514637058382869e-06,0.0,0.0011334053286512925,0.0,9.572912788889446e-16,0.0
Jimmy Graham,0.0,0.24627526685118478,0.0,0.0,0.0,0.0,0.0,0.0,-0.02206048014198861,0.013138254290196485,0.3589464642141075,0.04352275597022986,0.0,-0.014647145864728373,-0.03719040016528009,-0.013167253977463985,"22903    TE
22977    TE
22995    TE
23062    TE
23106    TE
23131    TE
23194    TE
23232    TE
23342    TE
23391    TE
23436    TE
23756    TE
23812    TE
23876    TE
23926    TE
24004    TE
24098    TE
24145    TE
24189    TE
24241    TE
24307    TE
24353    TE
24395    TE
24443    TE
24484    TE
24532    TE
24586    TE
24623    TE
24673    TE
24726    TE
         ..
26406    TE
26445    TE
26491    TE
26557    TE
26590    TE
26633    TE
26726    TE
26786    TE
26849    TE
26882    TE
26935    TE
26987    TE
27229    TE
27317    TE
27350    TE
27417    TE
27508    TE
27583    TE
27609    TE
27679    TE
27710    TE
27771    TE
27817    TE
29709    TE
29743    TE
29777    TE
29828    TE
29923    TE
29975    TE
30037    TE
Name: Position, Length: 89, dtype: object",0.0,1.0,0.00025850799059183057,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0033020520494824223,0.0,0.019604503962889402,0.0,0.001257868479354569,0.0,0.0,1.0,2.575266143667575e-25,0.0,0.0,1.0,3.009265538105056e-36,0.0
