,50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year
148,0,2,1,Dustin Hopkins,@Bal,4.00,K,5,2,1,2016
149,0,0,0,Dan Bailey,Cin,4.00,K,5,4,4,2016
150,0,0,0,Phil Dawson,Ari,3.00,K,5,3,3,2016
151,0,1,0,Mike Nugent,@Dal,2.00,K,5,2,2,2016
152,0,1,0,Graham Gano,TB,2.00,K,5,2,2,2016
153,0,0,0,Cody Parkey,NE,1.00,K,5,1,1,2016
154,0,0,0,Drew Kaser,@Oak,0.00,K,5,0,0,2016
155,0,0,0,Jordan Berry,NYJ,0.00,K,5,0,0,2016
156,1,3,2,Wil Lutz,Car,13.00,K,6,5,5,2016
157,0,4,4,Josh Lambo,Den,13.00,K,6,1,1,2016
158,0,5,3,Andrew Franks,Pit,12.00,K,6,3,3,2016
159,0,3,3,Dan Bailey,@GB,12.00,K,6,3,3,2016
160,0,3,3,Adam Vinatieri,@Hou,11.00,K,6,2,2,2016
161,0,3,3,Justin Tucker,@NYG,11.00,K,6,2,2,2016
162,1,2,2,Dustin Hopkins,Phi,11.00,K,6,3,3,2016
163,0,3,3,Phil Dawson,@Buf,10.00,K,6,1,1,2016
164,0,3,3,Mason Crosby,Dal,10.00,K,6,1,1,2016
165,0,3,3,Connor Barth,Jax,10.00,K,6,1,1,2016
166,0,2,2,Stephen Gostkowski,Cin,9.00,K,6,4,3,2016
167,0,1,1,Dan Carpenter,SF,9.00,K,6,6,6,2016
168,0,2,2,Josh Brown,Bal,9.00,K,6,3,3,2016
169,0,2,2,Caleb Sturgis,@Was,8.00,K,6,2,2,2016
170,0,3,2,Cairo Santos,@Oak,8.00,K,6,3,2,2016
171,0,2,2,Cody Parkey,@Ten,8.00,K,6,2,2,2016
172,0,2,2,Nick Novak,Ind,8.00,K,6,3,2,2016
173,0,3,2,Stephen Hauschka,Atl,8.00,K,6,3,2,2016
174,0,1,1,Matt Prater,LA,7.00,K,6,4,4,2016
175,0,3,2,Brandon McManus,@SD,7.00,K,6,1,1,2016
176,0,1,1,Graham Gano,@NO,6.00,K,6,4,3,2016
177,0,1,1,Matt Bryant,@Sea,6.00,K,6,3,3,2016
178,0,1,1,Mike Nugent,@NE,5.00,K,6,2,2,2016
179,0,1,1,Jason Myers,@Chi,5.00,K,6,2,2,2016
180,0,0,0,Greg Zuerlein,@Det,4.00,K,6,4,4,2016
181,0,1,0,Ryan Succop,Cle,4.00,K,6,4,4,2016
182,0,2,1,Sebastian Janikowski,KC,4.00,K,6,1,1,2016
183,0,0,0,Chandler Catanzaro,NYJ,4.00,K,6,4,4,2016
184,0,1,1,Nick Folk,@Ari,3.00,K,6,0,0,2016
185,0,0,0,Chris Boswell,@Mia,1.00,K,6,1,1,2016
186,1,4,4,Sebastian Janikowski,@Jax,17.00,K,7,3,3,2016
187,0,4,4,Josh Lambo,@Atl,15.00,K,7,3,3,2016
188,1,3,3,Justin Tucker,@NYJ,12.00,K,7,1,1,2016
189,0,4,3,Matt Bryant,SD,12.00,K,7,3,3,2016
190,0,2,2,Adam Vinatieri,@Ten,10.00,K,7,4,4,2016
191,0,3,3,Jason Myers,Oak,10.00,K,7,1,1,2016
192,0,5,3,Chris Boswell,NE,10.00,K,7,1,1,2016
193,0,3,2,Roberto Aguayo,@SF,10.00,K,7,4,4,2016
194,0,2,2,Cairo Santos,NO,9.00,K,7,3,3,2016
195,0,3,3,Nick Novak,@Den,9.00,K,7,0,0,2016
196,0,2,2,Brandon McManus,Hou,9.00,K,7,3,3,2016
197,0,2,2,Ryan Succop,Ind,8.00,K,7,2,2,2016
198,0,3,2,Matt Prater,Was,8.00,K,7,2,2,2016
199,0,2,2,Andrew Franks,Buf,8.00,K,7,2,2,2016
200,0,3,2,Mason Crosby,Chi,8.00,K,7,3,2,2016
201,0,2,2,Caleb Sturgis,Min,7.00,K,7,1,1,2016
202,0,3,1,Mike Nugent,Cle,7.00,K,7,4,4,2016
203,0,3,2,Stephen Hauschka,@Ari,6.00,K,7,0,0,2016
204,0,2,1,Nick Folk,Bal,6.00,K,7,3,3,2016
205,0,4,2,Chandler Catanzaro,Sea,6.00,K,7,0,0,2016
206,0,1,1,Cody Parkey,@Cin,5.00,K,7,2,2,2016
207,0,2,1,Dustin Hopkins,@Det,5.00,K,7,2,2,2016
208,0,1,1,Robbie Gould,@LA,5.00,K,7,2,2,2016
209,0,1,1,Phil Dawson,TB,5.00,K,7,2,2,2016
210,0,1,1,Dan Carpenter,@Mia,5.00,K,7,2,2,2016
211,0,1,1,Greg Zuerlein,NYG,4.00,K,7,1,1,2016
212,0,1,1,Blair Walsh,@Phi,4.00,K,7,1,1,2016
213,0,1,1,Connor Barth,@GB,4.00,K,7,1,1,2016
214,0,0,0,Wil Lutz,@KC,3.00,K,7,3,3,2016
215,0,0,0,Stephen Gostkowski,@Pit,3.00,K,7,4,3,2016
216,0,0,0,Marquette King,@Jax,2.00,K,7,0,0,2016
217,0,0,0,Lachlan Edwards,Bal,-1.00,K,7,0,0,2016
218,1,4,4,Wil Lutz,Sea,15.00,K,8,1,1,2016
219,1,3,3,Graham Gano,Ari,14.00,K,8,3,3,2016
220,1,3,3,Caleb Sturgis,@Dal,13.00,K,8,2,2,2016
221,1,2,2,Stephen Gostkowski,@Buf,13.00,K,8,5,5,2016
222,0,3,3,Ryan Succop,Jax,12.00,K,8,4,3,2016
223,0,4,3,Cairo Santos,@Ind,12.00,K,8,3,3,2016
224,0,3,3,Dan Bailey,Phi,11.00,K,8,2,2,2016
225,0,2,2,Brandon McManus,SD,9.00,K,8,3,3,2016
226,0,4,2,Dustin Hopkins,@Cin,9.00,K,8,3,3,2016
227,0,2,2,Matt Bryant,GB,9.00,K,8,3,3,2016
228,0,2,2,Cody Parkey,NYJ,8.00,K,8,2,2,2016
229,0,2,2,Nick Novak,Det,8.00,K,8,2,2,2016
230,0,2,2,Stephen Hauschka,@NO,8.00,K,8,2,2,2016
231,0,2,2,Connor Barth,Min,8.00,K,8,2,2,2016
232,0,3,2,Matt Prater,@Hou,7.00,K,8,1,1,2016
233,0,1,1,Nick Folk,@Cle,7.00,K,8,4,4,2016
234,0,3,1,Sebastian Janikowski,@TB,6.00,K,8,3,3,2016
235,0,1,1,Mason Crosby,@Atl,6.00,K,8,3,3,2016
236,0,2,1,Dan Carpenter,NE,5.00,K,8,2,2,2016
237,0,1,1,Blair Walsh,@Chi,4.00,K,8,1,1,2016
238,0,1,1,Roberto Aguayo,Oak,4.00,K,8,2,1,2016
239,0,1,0,Mike Nugent,Was,3.00,K,8,4,3,2016
240,0,0,0,Chris Jones,Phi,3.00,K,8,0,0,2016
241,0,0,0,Adam Vinatieri,KC,2.00,K,8,2,2,2016
242,0,0,0,Jason Myers,@Ten,2.00,K,8,2,2,2016
243,0,0,0,Chandler Catanzaro,@Car,2.00,K,8,2,2,2016
244,0,0,0,Colton Schmidt,NE,1.00,K,8,0,0,2016
245,0,1,0,Josh Lambo,@Den,1.00,K,8,2,1,2016
246,0,0,0,Jon Ryan,@NO,0.00,K,8,0,0,2016
247,1,4,4,Cairo Santos,Jax,15.00,K,9,1,1,2016
248,1,3,3,Matt Bryant,@TB,15.00,K,9,4,4,2016
249,2,3,3,Matt Prater,@Min,14.00,K,9,1,1,2016
250,0,3,3,Josh Lambo,Ten,13.00,K,9,5,4,2016
251,0,4,3,Sebastian Janikowski,Den,12.00,K,9,3,3,2016
252,0,4,3,Caleb Sturgis,@NYG,11.00,K,9,2,2,2016
253,0,3,2,Wil Lutz,@SF,11.00,K,9,5,5,2016
254,0,3,3,Nick Folk,@Mia,11.00,K,9,2,2,2016
255,0,3,3,Phil Dawson,NO,11.00,K,9,2,2,2016
256,1,2,2,Brandon McManus,@Oak,10.00,K,9,2,2,2016
257,0,2,2,Andrew Franks,NYJ,9.00,K,9,3,3,2016
258,0,3,2,Mason Crosby,Ind,8.00,K,9,2,2,2016
259,0,1,1,Adam Vinatieri,@GB,7.00,K,9,4,4,2016
260,0,2,2,Justin Tucker,Pit,7.00,K,9,1,1,2016
261,0,1,1,Stephen Hauschka,Buf,7.00,K,9,4,4,2016
262,0,3,2,Graham Gano,@LA,7.00,K,9,1,1,2016
263,0,0,0,Ryan Succop,@SD,5.00,K,9,5,5,2016
264,0,2,1,Dan Carpenter,@Sea,5.00,K,9,2,2,2016
265,0,0,0,Dan Bailey,@Cle,5.00,K,9,5,5,2016
266,0,3,1,Greg Zuerlein,Car,4.00,K,9,1,1,2016
267,0,2,1,Blair Walsh,Det,4.00,K,9,2,1,2016
268,0,2,1,Cody Parkey,Dal,4.00,K,9,1,1,2016
269,0,0,0,Robbie Gould,Phi,4.00,K,9,4,4,2016
270,0,1,0,Jason Myers,@KC,2.00,K,9,2,2,2016
271,0,0,0,Chris Boswell,@Bal,2.00,K,9,2,2,2016
272,0,0,0,Roberto Aguayo,Atl,2.00,K,9,2,2,2016
273,0,0,0,Matt Darr,NYJ,0.00,K,9,0,0,2016
274,1,4,4,Dustin Hopkins,Min,16.00,K,10,2,2,2016
275,1,2,2,Ryan Succop,GB,13.00,K,10,5,5,2016
276,1,4,3,Brandon McManus,@NO,13.00,K,10,2,2,2016
277,0,4,4,Stephen Hauschka,@NE,13.00,K,10,2,1,2016
278,1,3,3,Dan Bailey,@Pit,13.00,K,10,2,2,2016
279,0,4,4,Cairo Santos,@Car,12.00,K,10,0,0,2016
280,0,3,3,Chandler Catanzaro,SF,11.00,K,10,2,2,2016
281,0,5,3,Caleb Sturgis,Atl,10.00,K,10,1,1,2016
282,1,2,2,Phil Dawson,@Ari,10.00,K,10,2,2,2016
283,0,2,2,Roberto Aguayo,Chi,10.00,K,10,4,4,2016
284,0,3,3,Greg Zuerlein,@NYJ,9.00,K,10,0,0,2016
285,1,2,2,Jason Myers,Hou,9.00,K,10,1,1,2016
286,0,4,3,Matt Bryant,@Phi,9.00,K,10,1,0,2016
287,0,2,2,Justin Tucker,Cle,8.00,K,10,2,2,2016
288,0,2,2,Mike Nugent,@NYG,8.00,K,10,2,2,2016
289,1,3,1,Nick Novak,@Jax,8.00,K,10,3,3,2016
290,0,1,1,Andrew Franks,@SD,7.00,K,10,4,4,2016
291,0,2,2,Mason Crosby,@Ten,7.00,K,10,2,1,2016
292,0,1,1,Josh Lambo,Mia,6.00,K,10,3,3,2016
293,0,1,1,Stephen Gostkowski,Sea,6.00,K,10,3,3,2016
294,0,3,2,Chris Boswell,Dal,6.00,K,10,0,0,2016
295,1,1,1,Connor Barth,@TB,6.00,K,10,1,1,2016
296,0,1,1,Wil Lutz,Den,5.00,K,10,3,2,2016
297,0,1,1,Graham Gano,KC,5.00,K,10,2,2,2016
298,0,0,0,Robbie Gould,Cin,3.00,K,10,3,3,2016
299,0,0,0,Blair Walsh,@Was,2.00,K,10,3,2,2016
300,0,0,0,Cody Parkey,@Bal,1.00,K,10,1,1,2016
301,0,0,0,Nick Folk,LA,0.00,K,10,1,0,2016
302,0,4,4,Roberto Aguayo,@KC,13.00,K,11,1,1,2016
303,1,3,3,Dan Carpenter,@Cin,12.00,K,11,1,1,2016
304,0,3,3,Graham Gano,NO,11.00,K,11,2,2,2016
305,0,3,3,Chris Boswell,@Cle,10.00,K,11,1,1,2016
306,1,2,2,Jason Myers,@Det,9.00,K,11,2,1,2016
307,0,2,2,Sebastian Janikowski,Hou,9.00,K,11,3,3,2016
308,0,2,2,Dan Bailey,Bal,9.00,K,11,3,3,2016
309,0,2,2,Matt Prater,Jax,8.00,K,11,3,2,2016
310,0,2,2,Nick Novak,@Oak,8.00,K,11,2,2,2016
311,0,3,2,Wil Lutz,@Car,8.00,K,11,2,2,2016
312,0,3,2,Stephen Hauschka,Phi,8.00,K,11,3,2,2016
313,0,2,1,Adam Vinatieri,Ten,6.00,K,11,3,3,2016
314,0,1,1,Dustin Hopkins,GB,6.00,K,11,4,3,2016
315,0,1,1,Stephen Gostkowski,@SF,6.00,K,11,4,3,2016
316,0,1,1,Kai Forbath,Ari,6.00,K,11,4,3,2016
317,0,2,1,Mason Crosby,@Was,6.00,K,11,3,3,2016
318,0,1,1,Chandler Catanzaro,@Min,6.00,K,11,3,3,2016
319,0,1,1,Justin Tucker,@Dal,5.00,K,11,2,2,2016
320,0,1,1,Ryan Succop,@Ind,5.00,K,11,2,2,2016
321,0,1,1,Cairo Santos,TB,5.00,K,11,2,2,2016
322,0,1,1,Phil Dawson,NE,5.00,K,11,2,2,2016
323,0,2,1,Greg Zuerlein,Mia,4.00,K,11,1,1,2016
324,0,1,1,Robbie Gould,Chi,4.00,K,11,3,1,2016
325,0,2,1,Connor Barth,@NYG,4.00,K,11,2,1,2016
326,0,1,1,Cody Parkey,Pit,3.00,K,11,1,0,2016
327,0,0,0,Andrew Franks,@LA,2.00,K,11,2,2,2016
328,0,0,0,Caleb Sturgis,@Sea,1.00,K,11,1,1,2016
329,0,0,0,Mike Nugent,Buf,0.00,K,11,2,0,2016
330,3,4,4,Justin Tucker,Cin,19.00,K,12,1,1,2016
331,0,3,3,Matt Prater,Min,10.00,K,12,1,1,2016
332,0,4,3,Stephen Gostkowski,@NYJ,10.00,K,12,1,1,2016
333,0,2,2,Ryan Succop,@Chi,9.00,K,12,3,3,2016
334,1,2,2,Caleb Sturgis,GB,9.00,K,12,1,1,2016
335,0,3,2,Brandon McManus,KC,9.00,K,12,3,3,2016
336,0,2,2,Sebastian Janikowski,Car,9.00,K,12,3,3,2016
337,0,2,2,Mason Crosby,@Phi,9.00,K,12,3,3,2016
338,1,2,2,Chandler Catanzaro,@Atl,9.00,K,12,1,1,2016
339,0,2,2,Cairo Santos,@Den,8.00,K,12,2,2,2016
340,0,4,2,Dustin Hopkins,@Dal,8.00,K,12,2,2,2016
341,0,1,1,Matt Bryant,Ari,8.00,K,12,5,5,2016
342,0,2,2,Cody Parkey,NYG,7.00,K,12,1,1,2016
343,0,2,2,Nick Novak,SD,7.00,K,12,1,1,2016
344,0,0,0,Wil Lutz,LA,7.00,K,12,7,7,2016
345,0,1,1,Andrew Franks,SF,7.00,K,12,4,4,2016
346,0,2,2,Kai Forbath,@Det,7.00,K,12,1,1,2016
347,1,2,1,Nick Folk,NE,7.00,K,12,2,2,2016
348,0,1,1,Dan Bailey,Was,7.00,K,12,4,4,2016
349,0,2,2,Mike Nugent,@Bal,6.00,K,12,1,0,2016
350,0,1,1,Phil Dawson,@Mia,6.00,K,12,3,3,2016
351,0,0,0,Chris Boswell,@Ind,4.00,K,12,4,4,2016
352,0,0,0,Greg Zuerlein,@NO,3.00,K,12,3,3,2016
353,0,0,0,Jason Myers,@Buf,3.00,K,12,3,3,2016
354,0,1,0,Josh Lambo,@Hou,3.00,K,12,3,3,2016
355,0,1,1,Stephen Hauschka,@TB,3.00,K,12,0,0,2016
356,0,0,0,Robbie Gould,@Cle,3.00,K,12,4,3,2016
357,0,0,0,Connor Barth,Ten,3.00,K,12,3,3,2016
358,0,0,0,Graham Gano,@Oak,2.00,K,12,3,2,2016
359,0,0,0,Dan Carpenter,Jax,2.00,K,12,3,2,2016
360,0,1,0,Roberto Aguayo,Sea,2.00,K,12,2,2,2016
361,0,1,0,Adam Vinatieri,Pit,1.00,K,12,1,1,2016
362,0,0,0,Pat McAfee,Pit,1.00,K,12,0,0,2016
363,0,0,0,Sam Koch,Cin,0.00,K,12,0,0,2016
364,1,5,5,Matt Prater,@NO,18.00,K,13,1,1,2016
365,0,4,4,Stephen Hauschka,Car,16.00,K,13,4,4,2016
366,0,4,4,Mike Nugent,Phi,14.00,K,13,3,2,2016
367,0,4,4,Stephen Gostkowski,LA,14.00,K,13,2,2,2016
368,1,2,2,Adam Vinatieri,@NYJ,13.00,K,13,5,5,2016
369,1,3,3,Dustin Hopkins,@Ari,13.00,K,13,2,2,2016
370,0,3,3,Sebastian Janikowski,Buf,12.00,K,13,3,3,2016
371,1,3,3,Matt Bryant,KC,12.00,K,13,1,1,2016
372,1,1,1,Justin Tucker,Mia,10.00,K,13,5,5,2016
373,0,3,3,Randy Bullock,NYG,10.00,K,13,1,1,2016
374,0,3,3,Kai Forbath,Dal,9.00,K,13,0,0,2016
375,0,2,2,Brandon McManus,@Jax,8.00,K,13,2,2,2016
376,0,3,2,Roberto Aguayo,@SD,8.00,K,13,2,2,2016
377,0,2,2,Wil Lutz,Det,7.00,K,13,1,1,2016
378,0,2,1,Chandler Catanzaro,Was,7.00,K,13,4,4,2016
379,0,2,2,Phil Dawson,@Chi,6.00,K,13,0,0,2016
380,0,1,1,Dan Carpenter,@Oak,6.00,K,13,3,3,2016
381,0,1,1,Connor Barth,SF,6.00,K,13,3,3,2016
382,0,1,1,Dan Bailey,@Min,5.00,K,13,2,2,2016
383,0,1,1,Greg Zuerlein,@NE,4.00,K,13,1,1,2016
384,0,1,1,Jason Myers,Den,4.00,K,13,1,1,2016
385,0,1,1,Nick Folk,Ind,4.00,K,13,1,1,2016
386,0,0,0,Cairo Santos,@Atl,3.00,K,13,4,3,2016
387,0,1,0,Josh Lambo,TB,3.00,K,13,3,3,2016
388,0,0,0,Mason Crosby,Hou,3.00,K,13,3,3,2016
389,0,1,0,Caleb Sturgis,@Cin,2.00,K,13,2,2,2016
