,50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year
0,0,4,4,Greg Zuerlein,Ari,13.00,K,1,1,1,2013
1,0,3,3,Dan Bailey,NYG,12.00,K,1,3,3,2013
2,0,3,3,Caleb Sturgis,@Cle,11.00,K,1,2,2,2013
3,0,3,3,Garrett Hartley,Atl,11.00,K,1,2,2,2013
4,0,3,3,Stephen Gostkowski,@Buf,11.00,K,1,2,2,2013
5,0,3,3,Nick Folk,TB,10.00,K,1,1,1,2013
6,0,3,2,Phil Dawson,GB,10.00,K,1,4,4,2013
7,0,3,3,Rob Bironas,@Pit,10.00,K,1,1,1,2013
8,0,2,2,David Akers,Min,10.00,K,1,4,4,2013
9,0,2,2,Justin Tucker,@Den,9.00,K,1,3,3,2013
10,1,1,1,Blair Walsh,@Det,8.00,K,1,3,3,2013
11,1,1,1,Robbie Gould,Cin,8.00,K,1,3,3,2013
12,0,0,0,Matt Prater,Bal,7.00,K,1,7,7,2013
13,0,1,1,Alex Henery,@Was,7.00,K,1,4,4,2013
14,0,2,1,Randy Bullock,@SD,7.00,K,1,4,4,2013
15,0,1,1,Josh Brown,@Dal,7.00,K,1,4,4,2013
16,0,2,2,Stephen Hauschka,@Car,6.00,K,1,0,0,2013
17,0,2,1,Jay Feely,@Stl,6.00,K,1,3,3,2013
18,0,1,1,Rian Lindell,@NYJ,5.00,K,1,2,2,2013
19,0,2,1,Sebastian Janikowski,@Ind,5.00,K,1,2,2,2013
20,0,1,1,Matt Bryant,@NO,5.00,K,1,2,2,2013
21,0,0,0,Ryan Succop,@Jax,4.00,K,1,4,4,2013
22,0,0,0,Nick Novak,Hou,4.00,K,1,4,4,2013
23,0,1,1,Billy Cundiff,Mia,4.00,K,1,1,1,2013
24,0,0,0,Mason Crosby,@SF,4.00,K,1,4,4,2013
25,0,0,0,Adam Vinatieri,Oak,3.00,K,1,3,3,2013
26,0,0,0,Mike Nugent,@Chi,3.00,K,1,3,3,2013
27,0,1,0,Kai Forbath,Phi,3.00,K,1,3,3,2013
28,0,0,0,Dan Carpenter,NE,3.00,K,1,3,3,2013
29,0,0,0,Shaun Suisham,Ten,1.00,K,1,1,1,2013
30,0,0,0,Graham Gano,Sea,1.00,K,1,1,1,2013
31,0,0,0,Sam Martin,Min,0.00,K,1,0,0,2013
32,0,4,4,Nick Novak,@Phi,15.00,K,2,3,3,2013
33,2,3,3,Dan Bailey,@KC,14.00,K,2,1,1,2013
34,0,5,4,Sebastian Janikowski,Jax,13.00,K,2,1,1,2013
35,0,4,4,Jay Feely,Det,13.00,K,2,1,1,2013
36,0,3,3,Blair Walsh,@Chi,12.00,K,2,3,3,2013
37,0,4,3,Alex Henery,SD,12.00,K,2,3,3,2013
38,1,4,3,Dan Carpenter,Car,12.00,K,2,1,1,2013
39,0,2,2,Matt Prater,@NYG,11.00,K,2,5,5,2013
40,0,3,3,Graham Gano,@Buf,11.00,K,2,2,2,2013
41,0,3,3,Josh Brown,Den,11.00,K,2,2,2,2013
42,0,4,3,Garrett Hartley,@TB,10.00,K,2,1,1,2013
43,0,2,2,Stephen Hauschka,SF,9.00,K,2,3,3,2013
44,0,3,2,Adam Vinatieri,Mia,8.00,K,2,2,2,2013
45,1,1,1,Caleb Sturgis,@Ind,8.00,K,2,3,3,2013
46,0,2,2,Mike Nugent,Pit,8.00,K,2,2,2,2013
47,1,2,2,Billy Cundiff,@Bal,8.00,K,2,0,0,2013
48,0,1,1,Mason Crosby,Was,8.00,K,2,5,5,2013
49,0,1,1,Robbie Gould,Min,7.00,K,2,4,4,2013
50,0,3,2,Stephen Gostkowski,NYJ,7.00,K,2,1,1,2013
51,0,1,1,Matt Bryant,Stl,7.00,K,2,4,4,2013
52,0,1,1,Greg Zuerlein,@Atl,6.00,K,2,3,3,2013
53,0,2,1,Rob Bironas,@Hou,6.00,K,2,3,3,2013
54,0,2,1,Ryan Succop,Dal,5.00,K,2,2,2,2013
55,0,1,1,Shaun Suisham,@Cin,4.00,K,2,1,1,2013
56,0,1,1,Nick Folk,@NE,4.00,K,2,1,1,2013
57,0,1,1,Josh Scobee,@Oak,3.00,K,2,0,0,2013
58,0,1,1,Phil Dawson,@Sea,3.00,K,2,0,0,2013
59,0,2,0,David Akers,@Ari,3.00,K,2,3,3,2013
60,0,2,0,Justin Tucker,Cle,2.00,K,2,2,2,2013
61,0,1,0,John Potter,@GB,2.00,K,2,2,2,2013
62,0,1,0,Rian Lindell,NO,2.00,K,2,2,2,2013
63,0,3,0,Randy Bullock,Ten,2.00,K,2,2,2,2013
64,1,3,3,Matt Prater,Oak,15.00,K,3,4,4,2013
65,0,5,4,Ryan Succop,@Phi,14.00,K,3,2,2,2013
66,1,3,3,Stephen Gostkowski,TB,13.00,K,3,2,2,2013
67,1,4,3,Matt Bryant,@Mia,13.00,K,3,2,2,2013
68,0,3,3,Justin Tucker,Hou,12.00,K,3,3,3,2013
69,0,3,3,Mason Crosby,@Cin,12.00,K,3,3,3,2013
70,0,4,4,Dan Carpenter,@NYJ,12.00,K,3,0,0,2013
71,0,3,3,Shaun Suisham,Chi,11.00,K,3,2,2,2013
72,1,2,2,Caleb Sturgis,Atl,11.00,K,3,3,3,2013
73,0,2,2,Robbie Gould,@Pit,10.00,K,3,5,4,2013
74,1,1,1,Graham Gano,NYG,10.00,K,3,5,5,2013
75,0,2,2,Blair Walsh,Cle,9.00,K,3,3,3,2013
76,0,3,2,Adam Vinatieri,@SF,9.00,K,3,3,3,2013
77,0,1,1,Stephen Hauschka,Jax,9.00,K,3,6,6,2013
78,0,2,2,Nick Folk,Buf,9.00,K,3,3,3,2013
79,0,3,3,Randy Bullock,@Bal,9.00,K,3,0,0,2013
80,0,2,2,David Akers,@Was,9.00,K,3,3,3,2013
81,0,2,2,John Potter,Det,8.00,K,3,2,2,2013
82,0,3,2,Rob Bironas,SD,8.00,K,3,2,2,2013
83,0,0,0,Spencer Lanning,@Min,7.00,K,3,1,1,2013
84,0,1,1,Garrett Hartley,Ari,7.00,K,3,4,4,2013
85,0,2,1,Dan Bailey,Stl,7.00,K,3,4,4,2013
86,0,1,1,Billy Cundiff,@Min,6.00,K,3,3,3,2013
87,0,1,1,Josh Scobee,@Sea,5.00,K,3,2,2,2013
88,0,2,1,Nick Novak,@Ten,5.00,K,3,2,2,2013
89,0,1,0,Mike Nugent,GB,4.00,K,3,5,4,2013
90,0,2,1,Alex Henery,KC,4.00,K,3,1,1,2013
91,0,2,1,Rian Lindell,@NE,3.00,K,3,0,0,2013
92,0,0,0,Sebastian Janikowski,@Den,3.00,K,3,3,3,2013
93,0,0,0,Greg Zuerlein,@Dal,1.00,K,3,1,1,2013
94,0,0,0,Jay Feely,@NO,1.00,K,3,1,1,2013
95,0,0,0,Phil Dawson,Ind,1.00,K,3,1,1,2013
96,0,0,0,Brett Kern,SD,0.00,K,3,0,0,2013
97,0,0,0,Johnny Hekker,@Dal,0.00,K,3,0,0,2013
98,0,1,0,Josh Brown,@Car,0.00,K,3,0,0,2013
99,0,4,4,David Akers,Chi,16.00,K,4,4,4,2013
100,0,3,3,Adam Vinatieri,@Jax,13.00,K,4,4,4,2013
101,1,3,2,Blair Walsh,Pit,12.00,K,4,4,4,2013
102,1,1,1,Matt Prater,Phi,12.00,K,4,7,7,2013
103,0,3,3,Nick Novak,Dal,12.00,K,4,3,3,2013
104,0,3,3,Stephen Gostkowski,@Atl,12.00,K,4,3,3,2013
105,0,3,3,Stephen Hauschka,@Hou,11.00,K,4,2,2,2013
106,0,3,3,Dan Carpenter,Bal,11.00,K,4,2,2,2013
107,0,3,3,Matt Bryant,NE,11.00,K,4,2,2,2013
108,0,3,3,Robbie Gould,@Det,10.00,K,4,1,1,2013
109,0,2,2,Shaun Suisham,@Min,9.00,K,4,3,3,2013
110,1,1,1,Ryan Succop,NYG,9.00,K,4,4,4,2013
111,0,2,2,Justin Tucker,@Buf,8.00,K,4,2,2,2013
112,0,3,2,Alex Henery,@Den,8.00,K,4,2,2,2013
113,0,2,1,Garrett Hartley,Mia,8.00,K,4,5,5,2013
114,0,2,2,Randy Bullock,Sea,8.00,K,4,2,2,2013
115,0,1,1,Rob Bironas,NYJ,8.00,K,4,5,5,2013
116,0,2,2,Nick Folk,@Ten,7.00,K,4,1,1,2013
117,0,2,2,Jay Feely,@TB,7.00,K,4,1,1,2013
118,1,3,1,Billy Cundiff,Cin,7.00,K,4,2,2,2013
119,0,1,1,John Potter,@Oak,6.00,K,4,3,3,2013
120,0,2,2,Mike Nugent,@Cle,6.00,K,4,0,0,2013
121,1,1,1,Rian Lindell,Ari,6.00,K,4,1,1,2013
122,0,1,1,Caleb Sturgis,@NO,5.00,K,4,2,2,2013
123,1,1,1,Josh Scobee,Ind,5.00,K,4,0,0,2013
124,0,2,0,Phil Dawson,@Stl,5.00,K,4,5,5,2013
125,0,1,1,Greg Zuerlein,SF,3.00,K,4,0,0,2013
126,0,1,0,Dan Bailey,@SD,3.00,K,4,3,3,2013
127,0,1,0,Sebastian Janikowski,Was,2.00,K,4,2,2,2013
128,0,1,0,Josh Brown,@KC,1.00,K,4,1,1,2013
129,0,5,5,Alex Henery,@NYG,18.00,K,5,3,3,2013
130,1,5,5,Mason Crosby,Det,18.00,K,5,1,1,2013
131,1,3,3,Matt Prater,@Dal,17.00,K,5,6,6,2013
132,1,4,4,Justin Tucker,@Mia,16.00,K,5,2,2,2013
133,0,4,4,Ryan Succop,@Ten,14.00,K,5,2,2,2013
134,0,5,4,Stephen Hauschka,@Ind,14.00,K,5,2,2,2013
135,0,4,4,Garrett Hartley,@Chi,14.00,K,5,2,2,2013
136,0,3,3,Billy Cundiff,Buf,13.00,K,5,4,4,2013
137,0,3,3,Nick Folk,@Atl,12.00,K,5,3,3,2013
138,0,4,3,Caleb Sturgis,Bal,11.00,K,5,2,2,2013
139,1,2,2,Sebastian Janikowski,SD,11.00,K,5,3,3,2013
140,0,2,2,Greg Zuerlein,Jax,10.00,K,5,4,4,2013
141,1,2,2,Jay Feely,Car,10.00,K,5,2,2,2013
142,0,2,2,Phil Dawson,Hou,10.00,K,5,4,4,2013
143,0,2,2,Dan Bailey,Den,10.00,K,5,4,4,2013
144,1,2,2,Mike Nugent,NE,9.00,K,5,1,1,2013
145,0,2,2,Adam Vinatieri,Sea,8.00,K,5,2,2,2013
146,0,2,2,Josh Scobee,@Stl,8.00,K,5,2,2,2013
147,1,2,2,Graham Gano,@Ari,8.00,K,5,0,0,2013
148,1,1,1,Dan Carpenter,@Cle,8.00,K,5,3,3,2013
149,0,2,2,Stephen Gostkowski,@Cin,6.00,K,5,0,0,2013
150,0,2,1,Nick Novak,@Oak,5.00,K,5,2,2,2013
151,0,2,1,Rob Bironas,KC,5.00,K,5,2,2,2013
152,1,1,1,David Akers,@GB,5.00,K,5,0,0,2013
153,0,1,1,Robbie Gould,NO,4.00,K,5,1,1,2013
154,0,0,0,Matt Bryant,NYJ,4.00,K,5,4,4,2013
155,0,2,1,Randy Bullock,@SF,3.00,K,5,0,0,2013
156,0,0,0,Josh Brown,Phi,3.00,K,5,3,3,2013
157,1,4,4,Nick Novak,Ind,15.00,K,6,1,1,2013
158,1,5,4,Mason Crosby,@Bal,15.00,K,6,1,1,2013
159,1,3,3,Stephen Gostkowski,NO,14.00,K,6,3,3,2013
160,2,3,3,Adam Vinatieri,@SD,13.00,K,6,0,0,2013
161,0,4,4,Shaun Suisham,@NYJ,13.00,K,6,1,1,2013
162,0,3,3,Phil Dawson,Ari,12.00,K,6,3,3,2013
163,1,2,2,Robbie Gould,NYG,11.00,K,6,3,3,2013
164,0,4,3,Kai Forbath,@Dal,10.00,K,6,1,1,2013
165,1,2,2,Josh Scobee,@Den,9.00,K,6,1,1,2013
166,0,3,2,Mike Nugent,@Buf,9.00,K,6,3,3,2013
167,0,2,2,Garrett Hartley,@NE,9.00,K,6,3,3,2013
168,1,1,1,David Akers,@Cle,9.00,K,6,4,4,2013
169,0,1,1,Greg Zuerlein,@Hou,8.00,K,6,5,5,2013
170,0,2,2,Rian Lindell,Phi,8.00,K,6,2,2,2013
171,0,2,2,Stephen Hauschka,Ten,8.00,K,6,2,2,2013
172,1,1,1,Dan Carpenter,Cin,8.00,K,6,3,3,2013
173,0,1,1,Alex Henery,@TB,7.00,K,6,4,4,2013
174,0,2,2,Randy Bullock,Stl,7.00,K,6,1,1,2013
175,0,2,2,Rob Bironas,@Sea,7.00,K,6,1,1,2013
176,0,1,1,Dan Bailey,Was,7.00,K,6,4,4,2013
177,0,1,1,Ryan Succop,Oak,6.00,K,6,3,3,2013
178,0,2,2,Nick Folk,Pit,6.00,K,6,0,0,2013
179,0,1,1,Justin Tucker,GB,5.00,K,6,2,2,2013
180,0,0,0,Matt Prater,Jax,5.00,K,6,5,5,2013
181,0,0,0,Graham Gano,@Min,5.00,K,6,5,5,2013
182,0,1,1,Billy Cundiff,Det,5.00,K,6,2,2,2013
183,0,1,1,Blair Walsh,Car,4.00,K,6,1,1,2013
184,0,0,0,Josh Brown,@Chi,3.00,K,6,3,3,2013
185,0,0,0,Jay Feely,@SF,2.00,K,6,2,2,2013
186,0,1,0,Sebastian Janikowski,@KC,1.00,K,6,1,1,2013
187,0,0,0,Brett Kern,@Sea,0.00,K,6,0,0,2013
188,0,0,0,Bryan Anger,@Den,0.00,K,6,0,0,2013
