,Year,Week,Team,Blocks,Fumble Returns,Interception,Opponent,Pass Yards Allowed,Point After,Points,Position,Rush Yards Allowed,Sack,Safety,Total Yards,Touchdowns,Away Games
2591,2010.0,1,Bengals,0.0,0.0,0.0,Patriots,258.0,38.0,0.0,DST,118.0,0.0,0.0,376.0,0.0,1.0
2597,2010.0,2,Bengals,0.0,0.0,0.0,Ravens,258.0,38.0,0.0,DST,118.0,0.0,0.0,376.0,0.0,1.0
2630,2010.0,3,Bengals,0.0,0.0,2.0,Panthers,204.0,24.0,8.0,DST,113.5,0.5,0.0,317.5,0.0,0.5
2679,2010.0,4,Bengals,0.0,1.0,1.6666666666666667,Browns,196.0,18.333333333333332,10.666666666666666,DST,104.66666666666667,0.6666666666666666,0.0,300.6666666666667,0.0,0.6666666666666666
2697,2010.0,5,Bengals,0.0,0.75,1.5,Buccaneers,191.75,19.5,9.0,DST,107.5,0.75,0.0,299.25,0.0,0.75
2751,2010.0,7,Bengals,0.0,1.0,1.4,Falcons,206.6,20.4,9.2,DST,111.0,1.2,0.0,317.6,0.0,0.6
2787,2010.0,8,Bengals,0.0,1.0,1.3333333333333333,Dolphins,222.0,23.5,9.333333333333334,DST,118.0,1.0,0.0,340.0,0.16666666666666666,0.6666666666666666
2808,2010.0,9,Bengals,0.0,1.0,1.2857142857142858,Steelers,221.28571428571428,23.285714285714285,8.714285714285714,DST,120.71428571428571,0.8571428571428571,0.0,342.0,0.14285714285714285,0.5714285714285714
2841,2010.0,10,Bengals,0.0,1.0,1.25,Colts,217.75,23.75,8.375,DST,120.75,0.875,0.0,338.5,0.125,0.5
2859,2010.0,11,Bengals,0.0,0.8888888888888888,1.1111111111111112,Bills,213.55555555555554,23.666666666666668,7.777777777777778,DST,115.77777777777777,1.0,0.0,329.3333333333333,0.1111111111111111,0.5555555555555556
2906,2010.0,12,Bengals,0.0,0.8,1.2,Jets,223.0,26.2,8.1,DST,118.3,1.0,0.0,341.3,0.2,0.5
2936,2010.0,13,Bengals,0.0,0.7272727272727273,1.1818181818181819,Saints,216.27272727272728,26.181818181818183,7.818181818181818,DST,123.0,1.0909090909090908,0.0,339.27272727272725,0.18181818181818182,0.5454545454545454
2969,2010.0,14,Bengals,0.0,0.6666666666666666,1.1666666666666667,Steelers,222.41666666666666,26.833333333333332,7.5,DST,124.91666666666667,1.1666666666666667,0.0,347.3333333333333,0.16666666666666666,0.5
2990,2010.0,15,Bengals,0.0,0.6153846153846154,1.0769230769230769,Browns,223.07692307692307,26.53846153846154,7.3076923076923075,DST,124.76923076923077,1.3846153846153846,0.0,347.84615384615387,0.15384615384615385,0.5384615384615384
3022,2010.0,16,Bengals,0.0,0.5714285714285714,1.0,Chargers,222.78571428571428,25.857142857142858,7.357142857142857,DST,120.07142857142857,1.5714285714285714,0.0,342.85714285714283,0.14285714285714285,0.5
3050,2010.0,17,Bengals,0.0,0.6,1.0,Ravens,224.53333333333333,25.466666666666665,7.466666666666667,DST,116.33333333333333,1.5333333333333334,0.0,340.8666666666667,0.13333333333333333,0.4666666666666667
