,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
0,0,0,Calvin Johnson,NYG,0,0,0,0,0,0,28.00,WR,0,2,164,7,0,0,0,0,1,2014
1,0,0,Allen Hurns,@Phi,0,0,0,0,0,0,23.00,WR,0,2,110,4,0,0,0,0,1,2014
2,0,0,A.J. Green,@Bal,0,0,0,0,0,0,19.00,WR,0,1,131,6,0,1,0,5,1,2014
3,0,0,Cordarrelle Patterson,@Stl,0,0,0,0,0,0,18.00,WR,0,0,26,3,0,3,1,102,1,2014
4,0,0,Steve Smith,Cin,0,0,0,0,0,0,17.00,WR,0,1,118,7,0,0,0,0,1,2014
5,0,0,Antonio Brown,Cle,0,0,0,0,0,0,17.00,WR,0,1,116,5,0,0,0,0,1,2014
6,0,0,Jeremy Maclin,Jax,0,0,0,0,0,0,15.00,WR,0,1,97,4,0,0,0,0,1,2014
7,0,0,Kelvin Benjamin,@TB,0,0,0,0,0,0,15.00,WR,0,1,92,6,0,0,0,0,1,2014
8,0,0,DeAndre Hopkins,Was,0,0,0,0,0,0,14.00,WR,0,1,89,4,0,0,0,0,1,2014
9,0,0,Brandin Cooks,@Atl,0,0,0,0,0,0,14.00,WR,0,1,77,7,0,1,0,18,1,2014
10,0,0,Roddy White,NO,0,0,0,0,0,0,13.00,WR,0,1,72,5,0,0,0,0,1,2014
11,0,1,Mike Wallace,NE,0,0,0,0,0,0,13.00,WR,0,1,81,7,0,0,0,0,1,2014
12,0,1,Brandon Marshall,Buf,0,0,0,0,0,0,12.00,WR,0,1,71,8,0,0,0,0,1,2014
13,0,0,Terrance Williams,SF,0,0,0,0,0,0,11.00,WR,0,1,50,4,0,0,0,0,1,2014
14,0,0,Greg Jennings,@Stl,0,0,0,0,0,0,11.00,WR,0,1,58,6,0,0,0,0,1,2014
15,0,0,Michael Floyd,SD,0,0,0,0,0,0,11.00,WR,0,0,119,5,0,1,0,2,1,2014
16,0,0,Malcom Floyd,@Ari,0,0,0,0,0,0,11.00,WR,0,1,50,4,0,0,0,0,1,2014
17,0,0,Julian Edelman,@Mia,0,0,0,0,0,0,11.00,WR,0,0,95,6,0,2,0,21,1,2014
18,0,0,Randall Cobb,@Sea,0,0,0,0,0,0,11.00,WR,0,1,58,6,0,0,0,0,1,2014
19,0,0,Kendall Wright,@KC,0,0,0,0,0,0,10.00,WR,0,1,46,6,0,0,0,0,1,2014
20,0,0,Rod Streater,@NYJ,0,0,0,0,0,0,10.00,WR,0,1,46,5,0,0,0,0,1,2014
21,0,1,Julio Jones,NO,0,0,0,0,0,0,10.00,WR,0,0,116,7,0,0,0,0,1,2014
22,0,1,Marques Colston,@Atl,0,0,0,0,0,0,10.00,WR,0,0,110,5,0,0,0,0,1,2014
23,0,0,Markus Wheaton,Cle,0,0,0,0,0,0,9.00,WR,0,0,97,6,0,0,0,0,1,2014
24,0,0,Reggie Wayne,@Den,0,0,0,0,0,0,9.00,WR,0,0,98,9,0,0,0,0,1,2014
25,0,0,Golden Tate,NYG,0,0,0,0,0,0,9.00,WR,0,0,93,6,0,1,0,4,1,2014
26,0,0,Brian Quick,Min,0,0,0,0,0,0,9.00,WR,0,0,99,7,0,0,0,0,1,2014
27,0,0,Hakeem Nicks,@Den,0,0,0,0,0,0,9.00,WR,0,1,36,5,0,0,0,0,1,2014
28,0,0,Ricardo Lockette,GB,0,0,0,0,0,0,9.00,WR,0,1,38,2,0,0,0,0,1,2014
29,0,0,James Jones,@NYJ,0,0,0,0,0,0,9.00,WR,0,1,34,3,0,0,0,0,1,2014
30,0,0,Andre Johnson,Was,0,0,0,0,0,0,9.00,WR,0,0,93,6,0,0,0,0,1,2014
31,0,0,Percy Harvin,GB,0,0,0,0,0,0,9.00,WR,0,0,59,7,0,4,0,41,1,2014
32,0,0,Anquan Boldin,@Dal,0,0,0,0,0,0,9.00,WR,0,0,99,8,0,0,0,0,1,2014
33,0,0,Travis Benjamin,@Pit,0,0,0,0,0,0,9.00,WR,0,1,20,2,0,1,0,10,1,2014
34,0,0,Emmanuel Sanders,Ind,0,0,0,0,0,0,8.00,WR,0,0,77,6,0,1,0,11,1,2014
35,0,0,Chris Owusu,Car,0,0,0,0,0,0,8.00,WR,0,1,20,2,0,0,0,0,1,2014
36,0,0,Jordy Nelson,@Sea,0,0,0,0,0,0,8.00,WR,0,0,83,9,0,0,0,0,1,2014
37,0,0,Andrew Hawkins,@Pit,0,0,0,0,0,0,8.00,WR,0,0,87,8,0,0,0,0,1,2014
38,0,0,John Brown,SD,0,0,0,0,0,0,8.00,WR,0,1,29,2,0,0,0,0,1,2014
39,0,0,Donnie Avery,Ten,0,0,0,0,0,0,8.00,WR,0,0,84,7,0,0,0,0,1,2014
40,0,0,Robert Woods,@Chi,0,0,0,0,0,0,7.00,WR,0,0,78,4,0,0,0,0,1,2014
41,0,1,Niles Paul,@Hou,0,0,0,0,0,0,7.00,WR,0,0,86,4,0,0,0,0,1,2014
42,0,0,Alshon Jeffery,Buf,0,0,0,0,0,0,7.00,WR,0,0,71,5,0,0,0,0,1,2014
43,0,0,Pierre Garcon,@Hou,0,0,0,0,0,0,7.00,WR,0,0,77,10,0,0,0,0,1,2014
44,0,0,Eric Decker,Oak,0,0,0,0,0,0,7.00,WR,0,0,74,5,0,0,0,0,1,2014
45,0,0,Marqise Lee,@Phi,0,0,0,0,0,0,6.00,WR,0,0,62,6,0,0,0,0,1,2014
46,0,0,DeSean Jackson,@Hou,0,0,0,0,0,0,6.00,WR,0,0,62,8,0,1,0,-9,1,2014
47,0,0,Justin Hunter,@KC,0,0,0,0,0,0,6.00,WR,0,0,63,3,0,0,0,0,1,2014
48,0,0,Harry Douglas,NO,0,0,0,0,0,0,6.00,WR,0,0,69,6,0,0,0,0,1,2014
49,0,0,Nate Washington,@KC,0,0,0,0,0,0,5.00,WR,0,0,59,4,0,0,0,0,1,2014
50,0,0,Torrey Smith,Cin,0,0,0,0,0,0,5.00,WR,0,0,50,3,0,0,0,0,1,2014
51,0,0,Mohamed Sanu,@Bal,0,0,0,0,0,0,5.00,WR,1,0,36,4,0,1,0,4,1,2014
52,0,0,Dwayne Harris,SF,0,0,0,0,0,0,5.00,WR,0,0,56,1,0,1,0,9,1,2014
53,0,0,Jeff Cumberland,Oak,0,0,0,0,0,0,5.00,WR,0,0,50,4,0,0,0,0,1,2014
54,0,0,Dez Bryant,SF,0,0,0,0,0,0,5.00,WR,0,0,55,4,0,0,0,0,1,2014
55,0,0,Demaryius Thomas,Ind,0,0,0,0,0,0,4.00,WR,0,0,48,4,0,0,0,0,1,2014
56,0,0,T.Y. Hilton,@Den,0,0,0,0,0,0,4.00,WR,0,0,41,5,0,0,0,0,1,2014
