,Unnamed: 0,50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year,Away Games
1575,11.0,0.0,3.0,2.0,Matt Prater,Raiders,8.0,K,1,2.0,2.0,2011.0,0.0
1619,11.0,0.0,3.0,2.0,Matt Prater,Bengals,8.0,K,2,2.0,2.0,2011.0,0.0
1658,33.0,0.0,2.0,1.5,Matt Prater,Titans,7.0,K,3,2.5,2.5,2011.0,0.0
1687,53.333333333333336,0.0,1.3333333333333333,1.0,Matt Prater,Packers,5.333333333333333,K,4,2.3333333333333335,2.3333333333333335,2011.0,0.3333333333333333
1716,70.75,0.0,1.25,1.0,Matt Prater,Chargers,5.25,K,5,2.25,2.25,2011.0,0.5
1763,87.0,0.0,1.2,1.0,Matt Prater,Dolphins,5.0,K,7,2.0,2.0,2011.0,0.4
1794,105.66666666666667,0.16666666666666666,1.5,1.0,Matt Prater,Lions,5.166666666666667,K,8,1.8333333333333333,1.8333333333333333,2011.0,0.5
1813,123.42857142857143,0.14285714285714285,1.4285714285714286,1.0,Matt Prater,Raiders,5.0,K,9,1.7142857142857142,1.7142857142857142,2011.0,0.42857142857142855
1850,139.125,0.125,1.5,1.0,Matt Prater,Chiefs,5.375,K,10,2.125,2.125,2011.0,0.5
1880,155.44444444444446,0.1111111111111111,1.5555555555555556,1.0,Matt Prater,Jets,5.333333333333333,K,11,2.111111111111111,2.111111111111111,2011.0,0.5555555555555556
1902,171.5,0.1,1.5,1.0,Matt Prater,Chargers,5.3,K,12,2.1,2.1,2011.0,0.5
1936,186.63636363636363,0.09090909090909091,1.6363636363636365,1.1818181818181819,Matt Prater,Min,5.7272727272727275,K,13,2.0,2.0,2011.0,0.5454545454545454
1964,202.08333333333334,0.08333333333333333,1.6666666666666667,1.25,Matt Prater,Bears,6.0,K,14,2.0833333333333335,2.0833333333333335,2011.0,0.5833333333333334
2015,217.30769230769232,0.23076923076923078,1.7692307692307692,1.3076923076923077,Matt Prater,Patriots,6.384615384615385,K,15,2.0,2.0,2011.0,0.5384615384615384
2052,234.0,0.21428571428571427,1.7142857142857142,1.2857142857142858,Matt Prater,Bills,6.285714285714286,K,16,2.0,2.0,2011.0,0.5
2086,250.93333333333334,0.2,1.6,1.2,Matt Prater,Chiefs,6.0,K,17,2.0,2.0,2011.0,0.5333333333333333
