,Unnamed: 0,Unnamed: 0.1,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
30,30,30,0,0,James White,Patriots,0,0,0,0,0,0,6.0,RB,0,0,30,3,0,10,0,38,1,2017
104,104,104,0,0,James White,Saints,0,0,0,0,0,0,9.0,RB,0,0,85,8,0,2,0,11,2,2017
220,220,220,0,0,James White,Patriots,0,0,0,0,0,0,2.0,RB,0,0,11,1,0,5,0,17,3,2017
299,299,299,0,0,James White,Patriots,0,0,0,0,0,0,4.0,RB,0,0,47,10,0,1,0,7,4,2017
389,389,389,0,0,James White,Buccaneers,0,0,0,0,0,0,5.0,RB,0,0,57,7,0,2,0,3,5,2017
470,470,470,0,0,James White,Jets,0,0,0,0,0,0,4.0,RB,0,0,22,4,0,3,0,23,6,2017
521,521,521,0,0,James White,Patriots,0,0,0,0,0,0,9.0,RB,0,1,28,5,0,4,0,19,7,2017
613,613,613,0,0,James White,Patriots,0,0,0,0,0,0,8.0,RB,0,0,85,5,0,1,0,2,8,2017
761,761,761,0,0,James White,Broncos,0,0,0,0,0,0,7.0,RB,0,1,11,3,0,2,0,7,10,2017
864,864,864,0,0,James White,Raiders,0,0,0,0,0,0,1.0,RB,0,0,0,0,0,5,0,13,11,2017
958,958,958,0,0,James White,Patriots,0,0,0,0,0,0,1.0,RB,0,0,2,1,0,3,0,13,12,2017
1017,1017,1017,0,0,James White,Bills,0,0,0,0,0,0,4.0,RB,0,0,32,4,0,5,0,18,13,2017
