,Unnamed: 0.1_x,Unnamed: 0.1.1_x,50+,FGA,FGM,Name,Opponent_x,Points_x,Position_x,Week,XPA,XPM,Year,Unnamed: 0.1_y,Unnamed: 0.1.1_y,Blocks,Fumble Returns,Interception,Opponent_y,Pass Yards Allowed,Point After,Points_y,Position_y,Rush Yards Allowed,Sack,Safety,Team,Total Yards,Touchdowns
0,26,26,0,1,1,Robbie Gould,49ers,3.0,K,1,0,0,2017,22,22,0,1,1,Panthers,171,23,5.0,DST,116,0.0,0,49ers,287,0
1,40,40,0,3,3,Robbie Gould,Steelers,9.0,K,2,0,0,2017,42,42,0,1,0,Vikings,146,9,11.0,DST,91,2.0,0,Steelers,237,0
2,40,40,0,3,3,Robbie Gould,Steelers,9.0,K,2,0,0,2017,43,43,0,0,1,49ers,89,9,11.0,DST,159,2.0,0,Steelers,248,0
3,76,76,0,2,2,Robbie Gould,49ers,9.0,K,3,4,3,2017,86,86,0,2,0,Rams,292,41,4.0,DST,126,0.0,0,49ers,418,0
4,101,101,0,5,5,Robbie Gould,Cardinals,15.0,K,4,0,0,2017,107,107,0,0,1,49ers,210,15,9.0,DST,95,3.0,0,Cardinals,305,0
5,134,134,0,3,3,Robbie Gould,Colts,11.0,K,5,2,2,2017,151,151,0,0,0,49ers,336,23,3.0,DST,66,2.0,0,Colts,402,0
6,172,172,1,2,1,Robbie Gould,Redskins,8.0,K,6,3,3,2017,177,177,0,0,1,49ers,250,24,6.0,DST,85,3.0,0,Redskins,335,0
7,207,207,0,1,1,Robbie Gould,49ers,4.0,K,7,1,1,2017,211,211,0,0,0,Cowboys,236,40,0.0,DST,265,0.0,0,49ers,501,0
8,233,233,1,2,1,Robbie Gould,Eagles,6.0,K,8,1,1,2017,214,214,1,0,2,49ers,144,10,23.0,DST,94,4.0,0,Eagles,238,1
9,263,263,0,1,1,Robbie Gould,49ers,4.0,K,9,1,1,2017,254,254,0,1,1,Cardinals,201,20,8.0,DST,167,0.0,0,49ers,368,0
10,284,284,0,1,1,Robbie Gould,49ers,7.0,K,10,4,4,2017,281,281,0,1,0,Giants,260,21,6.0,DST,114,3.0,0,49ers,374,0
11,341,341,0,2,2,Robbie Gould,49ers,7.0,K,12,1,1,2017,347,347,0,0,1,Steelers,228,24,3.0,DST,90,0.0,0,49ers,318,0
12,360,360,0,5,5,Robbie Gould,Bears,15.0,K,13,0,0,2017,359,359,0,0,1,49ers,278,15,14.0,DST,110,2.0,0,Bears,388,1
