,Unnamed: 0.1_x,Unnamed: 0.1.1_x,50+,FGA,FGM,Name,Opponent_x,Points_x,Position_x,Week,XPA,XPM,Year,Unnamed: 0.1_y,Unnamed: 0.1.1_y,Blocks,Fumble Returns,Interception,Opponent_y,Pass Yards Allowed,Point After,Points_y,Position_y,Rush Yards Allowed,Sack,Safety,Team,Total Yards,Touchdowns
0,26,26.0,0.0,1.0,1.0,Robbie Gould,49ers,3.0,K,1,0.0,0.0,2017.0,22,22.0,0.0,1.0,1.0,Panthers,171.0,23.0,5.0,DST,116.0,0.0,0.0,49ers,287.0,0.0
1,40,26.0,0.0,1.0,1.0,Robbie Gould,Steelers,3.0,K,2,0.0,0.0,2017.0,42,7.5,0.5,0.0,1.0,Vikings,233.0,17.5,15.5,DST,70.5,5.5,0.0,Steelers,303.5,0.5
2,40,26.0,0.0,1.0,1.0,Robbie Gould,Steelers,3.0,K,2,0.0,0.0,2017.0,43,19.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,49ers,204.0,14.666666666666664,14.0,DST,77.33333333333333,4.333333333333333,0.0,Steelers,281.3333333333333,0.3333333333333333
3,76,33.0,0.0,2.0,2.0,Robbie Gould,49ers,6.0,K,3,0.0,0.0,2017.0,86,34.0,0.0,0.5,0.5,Rams,176.0,17.5,7.5,DST,123.5,1.5,0.0,49ers,299.5,0.0
4,101,47.33333333333334,0.0,2.0,2.0,Robbie Gould,Cardinals,7.0,K,4,1.3333333333333333,1.0,2017.0,107,45.66666666666666,0.0,0.0,0.6666666666666666,49ers,216.33333333333331,25.33333333333333,7.666666666666668,DST,85.66666666666667,2.0,0.0,Cardinals,302.0,0.3333333333333333
5,134,60.75,0.0,2.75,2.75,Robbie Gould,Colts,9.0,K,5,1.0,0.75,2017.0,151,63.75,0.0,0.25,1.5,49ers,283.5,34.0,7.25,DST,112.75,2.25,0.25,Colts,396.25,0.0
6,172,75.4,0.0,2.8,2.8,Robbie Gould,Redskins,9.4,K,6,1.2,1.0,2017.0,177,60.0,0.0,0.75,1.0,49ers,222.5,22.25,10.75,DST,88.75,3.0,0.0,Redskins,311.25,0.25
7,207,91.5,0.16666666666666666,2.6666666666666665,2.5,Robbie Gould,49ers,9.166666666666666,K,7,1.5,1.3333333333333333,2017.0,211,96.33333333333331,0.0,0.6666666666666666,0.6666666666666666,Cowboys,262.3333333333333,24.33333333333333,7.333333333333332,DST,112.83333333333331,2.333333333333333,0.0,49ers,375.16666666666674,0.0
8,233,108.0,0.14285714285714285,2.4285714285714284,2.2857142857142856,Robbie Gould,Eagles,8.428571428571429,K,8,1.4285714285714286,1.2857142857142858,2017.0,214,107.85714285714286,0.14285714285714285,0.7142857142857143,1.0,49ers,272.85714285714283,20.857142857142858,9.428571428571429,DST,67.0,2.571428571428572,0.0,Eagles,339.85714285714283,0.14285714285714285
9,263,123.625,0.25,2.375,2.125,Robbie Gould,49ers,8.125,K,9,1.375,1.25,2017.0,254,127.625,0.0,0.5,0.625,Cardinals,250.25,27.375,6.125,DST,131.75,2.125,0.0,49ers,382.0,0.0
10,284,139.11111111111111,0.2222222222222222,2.2222222222222223,2.0,Robbie Gould,49ers,7.666666666666668,K,10,1.3333333333333333,1.2222222222222223,2017.0,281,141.66666666666666,0.0,0.5555555555555556,0.6666666666666666,Giants,244.77777777777774,26.555555555555557,6.333333333333332,DST,135.66666666666666,1.8888888888888888,0.0,49ers,380.4444444444445,0.0
11,341,153.6,0.2,2.1,1.9,Robbie Gould,49ers,7.6,K,12,1.6,1.5,2017.0,347,155.6,0.0,0.6,0.6,Steelers,246.3,26.0,6.3,DST,133.5,2.0,0.0,49ers,379.8,0.0
12,360,170.63636363636363,0.18181818181818185,2.090909090909091,1.9090909090909087,Robbie Gould,Bears,7.545454545454546,K,13,1.5454545454545454,1.4545454545454546,2017.0,359,172.8181818181818,0.09090909090909093,1.0,0.3636363636363637,49ers,215.8181818181818,22.90909090909091,9.818181818181818,DST,112.36363636363636,2.727272727272727,0.09090909090909093,Bears,328.1818181818182,0.2727272727272727
