,Unnamed: 0,50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year,Away Games
526,7,1,2,2,Cody Parkey,Jaguars,12.0,K,1,4,4,2014,0
558,39,0,4,3,Cody Parkey,Colts,12.0,K,2,3,3,2014,1
583,64,1,3,3,Cody Parkey,Redskins,15.0,K,3,4,4,2014,0
638,119,0,0,0,Cody Parkey,49ers,3.0,K,4,3,3,2014,1
649,130,0,2,2,Cody Parkey,Rams,10.0,K,5,4,4,2014,0
683,164,0,2,2,Cody Parkey,Giants,9.0,K,6,3,3,2014,0
743,224,1,2,2,Cody Parkey,Cardinals,10.0,K,8,2,2,2014,1
770,251,0,1,1,Cody Parkey,Texans,7.0,K,9,4,4,2014,1
795,276,0,1,1,Cody Parkey,Panthers,9.0,K,10,6,6,2014,0
831,312,0,2,2,Cody Parkey,Packers,8.0,K,11,2,2,2014,1
846,327,1,6,5,Cody Parkey,Titans,21.0,K,12,4,4,2014,0
880,361,0,4,4,Cody Parkey,Cowboys,15.0,K,13,3,3,2014,1
935,416,0,0,0,Cody Parkey,Seahawks,2.0,K,14,2,2,2014,0
953,434,0,2,2,Cody Parkey,Cowboys,9.0,K,15,3,3,2014,0
991,472,0,3,1,Cody Parkey,Redskins,6.0,K,16,3,3,2014,1
1013,494,0,2,2,Cody Parkey,Giants,10.0,K,17,4,4,2014,1
2111,20,0,2,1,Cody Parkey,Falcons,6.0,K,1,3,3,2015,1
2147,56,0,1,1,Cody Parkey,Cowboys,4.0,K,2,1,1,2015,0
2173,82,0,1,1,Cody Parkey,Jets,6.0,K,3,3,3,2015,1
3200,68,0,6,3,Cody Parkey,Dolphins,10.0,K,3,1,1,2016,1
3234,102,1,2,2,Cody Parkey,Redskins,10.0,K,4,2,2,2016,1
3285,153,0,0,0,Cody Parkey,Patriots,1.0,K,5,1,1,2016,0
3303,171,0,2,2,Cody Parkey,Titans,8.0,K,6,2,2,2016,1
3338,206,0,1,1,Cody Parkey,Bengals,5.0,K,7,2,2,2016,1
3360,228,0,2,2,Cody Parkey,Jets,8.0,K,8,2,2,2016,0
3400,268,0,2,1,Cody Parkey,Cowboys,4.0,K,9,1,1,2016,0
3432,300,0,0,0,Cody Parkey,Ravens,1.0,K,10,1,1,2016,1
3458,326,0,1,1,Cody Parkey,Steelers,3.0,K,11,1,0,2016,0
3474,342,0,2,2,Cody Parkey,Giants,7.0,K,12,1,1,2016,0
3547,415,0,1,1,Cody Parkey,Bengals,4.0,K,14,1,1,2016,0
3581,449,0,2,2,Cody Parkey,Bills,7.0,K,15,1,1,2016,1
3606,474,0,2,2,Cody Parkey,Chargers,8.0,K,16,2,2,2016,0
3648,516,0,2,1,Cody Parkey,Steelers,6.0,K,17,3,3,2016,1
