,Unnamed: 0,Unnamed: 0.1,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
23,23,23.0,0.0,0.0,C.J. Anderson,Broncos,0.0,0.0,0.0,0.0,0.0,0.0,8.0,RB,0.0,0.0,7.0,1.0,0.0,20.0,0.0,81.0,1,2017.0
84,84,23.0,0.0,0.0,C.J. Anderson,Broncos,0.0,0.0,0.0,0.0,0.0,0.0,8.0,RB,0.0,0.0,7.0,1.0,0.0,20.0,0.0,81.0,2,2017.0
219,219,53.5,0.0,0.0,C.J. Anderson,Bills,0.0,0.0,0.0,0.0,0.0,0.0,17.0,RB,0.0,0.5,21.5,2.0,0.0,22.5,0.5,99.5,3,2017.0
285,285,108.66666666666667,0.0,0.0,C.J. Anderson,Broncos,0.0,0.0,0.0,0.0,0.0,0.0,12.333333333333334,RB,0.0,0.3333333333333333,16.666666666666668,2.0,0.0,17.666666666666668,0.3333333333333333,78.33333333333333,4,2017.0
495,495,152.75,0.0,0.0,C.J. Anderson,Broncos,0.0,0.0,0.0,0.0,0.0,0.0,11.75,RB,0.0,0.25,16.75,2.5,0.0,18.25,0.25,82.5,6,2017.0
543,543,221.2,0.0,0.0,C.J. Anderson,Chargers,0.0,0.0,0.0,0.0,0.0,0.0,9.6,RB,0.0,0.2,13.4,2.0,0.0,16.4,0.2,69.4,7,2017.0
618,618,274.8333333333333,0.0,0.0,C.J. Anderson,Chiefs,0.0,0.0,0.0,0.0,0.0,0.0,8.833333333333334,RB,0.0,0.16666666666666666,14.0,1.8333333333333333,0.0,15.333333333333334,0.16666666666666666,65.16666666666667,8,2017.0
719,719,323.85714285714283,0.0,0.0,C.J. Anderson,Eagles,0.0,0.0,0.0,0.0,0.0,0.0,8.571428571428571,RB,0.0,0.14285714285714285,13.0,1.7142857142857142,0.0,15.285714285714286,0.14285714285714285,67.0,9,2017.0
773,773,373.25,0.0,0.0,C.J. Anderson,Broncos,0.0,0.0,0.0,0.0,0.0,0.0,7.625,RB,0.0,0.125,11.375,1.5,0.0,14.5,0.125,60.25,10,2017.0
841,841,417.6666666666667,0.0,0.0,C.J. Anderson,Broncos,0.0,0.0,0.0,0.0,0.0,0.0,7.333333333333333,RB,0.0,0.1111111111111111,10.222222222222221,1.4444444444444444,0.0,14.0,0.1111111111111111,59.55555555555556,11,2017.0
963,963,460.0,0.0,0.1,C.J. Anderson,Raiders,0.0,0.0,0.0,0.0,0.0,0.0,7.5,RB,0.0,0.1,11.1,1.5,0.0,13.9,0.2,57.3,12,2017.0
996,996,505.72727272727275,0.0,0.09090909090909091,C.J. Anderson,Dolphins,0.0,0.0,0.0,0.0,0.0,0.0,6.909090909090909,RB,0.0,0.09090909090909091,10.090909090909092,1.3636363636363635,0.0,13.090909090909092,0.18181818181818182,53.18181818181818,13,2017.0
