,Unnamed: 0,Unnamed: 0.1,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
46,46,46,0,0,Rob Kelley,Redskins,0,0,0,0,0,0,3.0,RB,0,0,0,0,0,10,0,30,1,2017
110,110,110,0,0,Rob Kelley,Rams,0,0,0,0,0,0,7.0,RB,0,0,0,0,0,12,0,78,2,2017
318,318,318,0,0,Rob Kelley,Chiefs,0,0,0,0,0,0,2.0,RB,0,0,0,0,0,7,0,23,4,2017
560,560,560,0,0,Rob Kelley,Eagles,0,0,0,0,0,0,2.0,RB,0,0,14,2,0,7,0,16,7,2017
616,616,616,0,0,Rob Kelley,Redskins,0,0,0,0,0,0,7.0,RB,0,0,0,0,0,8,1,19,8,2017
669,669,669,0,0,Rob Kelley,Steelers,0,0,0,0,0,0,13.0,RB,0,0,0,0,0,14,2,18,9,2017
798,798,798,0,0,Rob Kelley,Redskins,0,0,0,0,0,0,1.0,RB,0,0,4,2,0,4,0,10,10,2017
