,Unnamed: 0,50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year,Away Games
542,23,0,1,1,Dan Bailey,49ers,5.0,K,1,2,2,2014,0
552,33,1,4,4,Dan Bailey,Titans,16.0,K,2,2,2,2014,1
592,73,0,2,2,Dan Bailey,Rams,10.0,K,3,4,4,2014,1
625,106,1,1,1,Dan Bailey,Saints,10.0,K,4,5,5,2014,0
658,139,0,3,2,Dan Bailey,Texans,8.0,K,5,2,2,2014,0
674,155,1,3,3,Dan Bailey,Seahawks,14.0,K,6,3,3,2014,1
718,199,0,1,1,Dan Bailey,Giants,7.0,K,7,4,4,2014,0
757,238,0,1,1,Dan Bailey,Redskins,5.0,K,8,2,2,2014,0
772,253,1,2,1,Dan Bailey,Cardinals,7.0,K,9,2,2,2014,0
797,278,1,2,1,Dan Bailey,Jaguars,9.0,K,10,4,4,2014,1
864,345,0,1,1,Dan Bailey,Giants,7.0,K,12,4,4,2014,1
903,384,0,1,1,Dan Bailey,Eagles,4.0,K,13,1,1,2014,0
913,394,0,2,2,Dan Bailey,Bears,11.0,K,14,5,5,2014,1
957,438,0,1,1,Dan Bailey,Eagles,8.0,K,15,5,5,2014,1
993,474,0,1,0,Dan Bailey,Colts,6.0,K,16,6,6,2014,0
1010,491,0,3,3,Dan Bailey,Redskins,14.0,K,17,5,5,2014,1
