,Unnamed: 0.1_x,Unnamed: 0.1.1_x,Fumble TD,Fumbles Lost,Name,Opponent_x,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points_x,Position_x,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year,Unnamed: 0.1_y,Unnamed: 0.1.1_y,Blocks,Fumble Returns,Interception,Opponent_y,Pass Yards Allowed,Point After,Points_y,Position_y,Rush Yards Allowed,Sack,Safety,Team,Total Yards,Touchdowns
0,25,25,0,0,Joe Flacco,Bengals,0,17,9,1,1,121,8.0,QB,0,0,0,0,0,0,0,0,1,2017,15,15,0,0,1,Ravens,111,20,7.0,DST,157,1.0,0,Bengals,268,0
1,44,44,0,0,Joe Flacco,Ravens,0,34,25,1,2,217,18.0,QB,0,0,0,0,0,1,0,-1,2,2017,31,31,0,1,4,Browns,293,10,20.0,DST,93,3.0,0,Ravens,386,0
2,101,101,0,0,Joe Flacco,Jaguars,0,18,8,2,0,28,-3.0,QB,0,0,0,0,0,0,0,0,3,2017,66,66,0,1,2,Ravens,52,7,15.0,DST,134,2.0,0,Jaguars,186,0
3,124,124,0,0,Joe Flacco,Ravens,0,49,31,2,1,235,11.0,QB,0,0,0,0,0,0,0,0,4,2017,117,117,0,0,1,Steelers,208,26,4.0,DST,173,1.0,0,Ravens,381,0
4,162,162,0,0,Joe Flacco,Raiders,0,26,19,0,0,222,8.0,QB,0,0,0,0,0,3,0,-4,5,2017,153,153,0,0,0,Ravens,222,30,0.0,DST,143,0.0,0,Raiders,365,0
5,195,195,0,0,Joe Flacco,Ravens,1,41,24,2,0,180,5.0,QB,0,0,0,0,0,1,0,2,6,2017,158,158,0,2,0,Bears,111,27,21.0,DST,231,4.0,0,Ravens,342,2
6,219,219,0,0,Joe Flacco,Vikings,0,39,27,0,1,186,13.0,QB,0,0,0,0,0,1,0,0,7,2017,193,193,0,0,0,Ravens,144,16,9.0,DST,64,5.0,0,Vikings,208,0
7,256,256,0,0,Joe Flacco,Ravens,0,15,10,0,1,101,10.0,QB,0,0,0,0,0,1,0,9,8,2017,212,212,0,0,2,Dolphins,151,0,35.0,DST,45,3.0,0,Ravens,196,3
8,279,279,0,0,Joe Flacco,Titans,0,52,34,2,2,261,18.0,QB,0,0,0,0,0,1,0,7,9,2017,246,246,0,0,2,Ravens,268,20,10.0,DST,73,2.0,0,Titans,341,0
9,347,347,0,0,Joe Flacco,Packers,0,28,22,1,1,183,11.0,QB,0,0,0,0,0,2,0,-1,11,2017,309,309,0,0,1,Ravens,161,23,6.0,DST,58,3.0,0,Packers,219,0
10,385,385,0,0,Joe Flacco,Ravens,0,32,20,0,0,141,9.0,QB,0,0,0,0,0,6,0,42,12,2017,327,327,0,1,2,Texans,237,16,12.0,DST,66,2.0,0,Ravens,303,0
11,402,402,0,0,Joe Flacco,Ravens,0,36,23,0,2,269,22.0,QB,0,0,0,0,0,1,0,-1,13,2017,355,355,0,1,2,Lions,294,20,19.0,DST,78,3.0,0,Ravens,372,1
