,Unnamed: 0,Unnamed: 0.1,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
79,79,79,0,0,Cameron Brate,Buccaneers,0,0,0,0,0,0,2.0,TE,0,0,24,2,0,0,0,0,2,2017
108,108,108,0,0,Cameron Brate,Vikings,0,0,0,0,0,0,9.0,TE,0,1,33,4,0,0,0,0,3,2017
155,155,155,0,0,Cameron Brate,Buccaneers,0,0,0,0,0,0,14.0,TE,0,1,80,4,0,0,0,0,4,2017
208,208,208,0,0,Cameron Brate,Buccaneers,0,0,0,0,0,0,12.0,TE,0,1,68,5,0,0,0,0,5,2017
256,256,256,0,0,Cameron Brate,Cardinals,0,0,0,0,0,0,13.0,TE,0,1,76,6,0,0,0,0,6,2017
314,314,314,0,0,Cameron Brate,Bills,0,0,0,0,0,0,6.0,TE,0,0,60,6,0,0,0,0,7,2017
363,363,363,0,0,Cameron Brate,Buccaneers,0,0,0,0,0,0,6.0,TE,0,0,64,4,0,0,0,0,8,2017
442,442,442,0,0,Cameron Brate,Saints,0,0,0,0,0,0,0.0,TE,0,0,9,1,0,0,0,0,9,2017
473,473,473,0,0,Cameron Brate,Buccaneers,0,0,0,0,0,0,1.0,TE,0,0,10,1,0,0,0,0,10,2017
519,519,519,0,0,Cameron Brate,Dolphins,0,0,0,0,0,0,1.0,TE,0,0,12,1,0,0,0,0,11,2017
584,584,584,0,0,Cameron Brate,Falcons,0,0,0,0,0,0,0.0,TE,0,0,6,1,0,0,0,0,12,2017
589,589,589,0,0,Cameron Brate,Packers,0,0,0,0,0,0,15.0,TE,0,2,39,2,0,0,0,0,13,2017
