,Year,Week,Team,Blocks,Fumble Returns,Interception,Opponent,Pass Yards Allowed,Point After,Points,Position,Rush Yards Allowed,Sack,Safety,Total Yards,Touchdowns,Away Games
1026,2014,1,49ers,0,1,3,Cowboys,255,17,21.0,DST,127,3.0,0,382,1,1
1078,2014,2,49ers,1,0,0,Bears,170,28,3.0,DST,46,1.0,0,216,0,0
1115,2014,3,49ers,0,1,0,Cardinals,254,23,3.0,DST,84,0.0,0,338,0,1
1131,2014,4,49ers,0,2,2,Eagles,191,21,10.0,DST,22,1.0,0,213,0,0
1164,2014,5,49ers,0,0,1,Chiefs,158,17,6.0,DST,107,0.0,0,265,0,0
1180,2014,6,49ers,0,0,1,Rams,216,17,17.0,DST,93,5.0,0,309,1,1
1234,2014,7,49ers,0,0,0,Broncos,304,42,2.0,DST,115,2.0,0,419,0,1
1273,2014,9,49ers,0,0,2,Rams,102,13,12.0,DST,91,1.0,0,193,0,0
1306,2014,10,49ers,0,1,2,Saints,287,24,9.0,DST,136,2.0,0,423,0,1
1320,2014,11,49ers,0,0,5,Giants,265,10,19.0,DST,65,2.0,0,330,0,1
1353,2014,12,49ers,0,1,0,Redskins,77,13,14.0,DST,136,5.0,0,213,0,0
1395,2014,13,49ers,0,0,0,Seahawks,222,19,8.0,DST,157,4.0,0,379,0,0
1436,2014,14,49ers,0,0,0,Raiders,245,24,2.0,DST,85,1.0,0,330,0,1
1456,2014,15,49ers,0,0,1,Seahawks,138,17,11.0,DST,152,5.0,0,290,0,1
1481,2014,16,49ers,0,0,3,Chargers,348,38,14.0,DST,98,2.0,0,446,1,0
1515,2014,17,49ers,0,0,3,Cardinals,299,17,12.0,DST,98,2.0,0,397,0,0
