,Unnamed: 0,50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year,Away Games
2224,133.0,0.0,3.0,3.0,Connor Barth,Jaguars,12.0,K,5,3.0,3.0,2015.0,0.0
2281,133.0,0.0,3.0,3.0,Connor Barth,Redskins,12.0,K,7,3.0,3.0,2015.0,0.0
2314,161.5,0.0,3.0,3.0,Connor Barth,Falcons,12.0,K,8,3.0,3.0,2015.0,0.5
2335,182.0,0.0,3.0,3.0,Connor Barth,Giants,11.666666666666666,K,9,2.6666666666666665,2.6666666666666665,2015.0,0.6666666666666666
2376,197.5,0.25,3.5,3.25,Connor Barth,Cowboys,12.25,K,10,2.0,2.0,2015.0,0.5
2399,215.0,0.4,3.2,2.8,Connor Barth,Eagles,11.0,K,11,1.8,1.8,2015.0,0.4
2439,230.5,0.3333333333333333,2.8333333333333335,2.5,Connor Barth,Colts,10.666666666666666,K,12,2.5,2.5,2015.0,0.5
2468,247.28571428571428,0.2857142857142857,2.857142857142857,2.4285714285714284,Connor Barth,Falcons,10.0,K,13,2.2857142857142856,2.142857142857143,2015.0,0.5714285714285714
2502,263.5,0.25,2.625,2.25,Connor Barth,Saints,9.375,K,14,2.25,2.125,2015.0,0.5
2513,279.8888888888889,0.2222222222222222,2.5555555555555554,2.111111111111111,Connor Barth,Rams,8.88888888888889,K,15,2.2222222222222223,2.111111111111111,2015.0,0.4444444444444444
2573,294.1,0.3,2.6,2.2,Connor Barth,Bears,9.3,K,16,2.2,2.1,2015.0,0.5
2604,311.1818181818182,0.2727272727272727,2.4545454545454546,2.0,Connor Barth,Panthers,8.727272727272727,K,17,2.272727272727273,2.1818181818181817,2015.0,0.45454545454545453
