,Unnamed: 0.1,50+,FGA,FGM,Name,Opponent_x,Points_x,Position_x,Week,XPA,XPM,Year,Away Games_x,Team,Blocks,Fumble Returns,Interception,Opponent_y,Pass Yards Allowed,Point After,Points_y,Position_y,Rush Yards Allowed,Sack,Safety,Total Yards,Touchdowns,Away Games_y
0,8,0,3,2,Cairo Santos,Texans,9.0,K,1,3,3,2015,1,Texans,0,0,0,Chiefs,233,27,3.0,DST,97,2.0,0,330,0,0
1,48,0,1,1,Cairo Santos,Broncos,6.0,K,2,3,3,2015,0,Broncos,0,3,2,Chiefs,167,24,22.0,DST,147,5.0,0,314,1,1
2,90,0,0,0,Cairo Santos,Packers,2.0,K,3,2,2,2015,1,Packers,0,0,1,Chiefs,251,28,9.0,DST,75,7.0,0,326,0,0
3,97,2,7,7,Cairo Santos,Bengals,25.0,K,4,0,0,2015,1,Bengals,0,1,0,Chiefs,348,21,8.0,DST,113,5.0,0,461,0,0
4,151,0,3,1,Cairo Santos,Bears,5.0,K,5,2,2,2015,0,Bears,1,0,0,Chiefs,170,17,9.0,DST,117,3.0,0,287,0,1
5,191,0,4,3,Cairo Santos,Steelers,11.0,K,7,2,2,2015,0,Steelers,0,0,0,Chiefs,239,23,3.0,DST,138,2.0,0,377,0,1
6,227,0,1,1,Cairo Santos,Lions,9.0,K,8,6,6,2015,0,Lions,0,0,0,Chiefs,134,45,3.0,DST,206,3.0,0,340,0,1
7,268,1,6,5,Cairo Santos,Broncos,19.0,K,10,2,2,2015,1,Broncos,0,0,0,Chiefs,197,29,2.0,DST,106,2.0,0,303,0,0
8,304,0,2,2,Cairo Santos,Chargers,9.0,K,11,4,3,2015,1,Chargers,0,0,0,Chiefs,232,33,3.0,DST,153,3.0,0,385,0,0
9,330,0,4,3,Cairo Santos,Bills,12.0,K,12,3,3,2015,0,Bills,0,0,0,Chiefs,255,30,1.0,DST,158,1.0,0,413,0,1
10,385,0,0,0,Cairo Santos,Raiders,2.0,K,13,3,2,2015,1,Raiders,0,2,0,Chiefs,143,34,8.0,DST,89,4.0,0,232,0,0
11,412,0,2,1,Cairo Santos,Chargers,4.0,K,14,1,1,2015,0,Chargers,0,1,1,Chiefs,179,10,13.0,DST,150,2.0,0,329,0,1
12,423,1,2,2,Cairo Santos,Ravens,12.0,K,15,4,4,2015,1,Ravens,0,0,0,Chiefs,164,34,3.0,DST,113,3.0,0,277,0,0
13,475,0,1,1,Cairo Santos,Browns,5.0,K,16,2,2,2015,0,Browns,0,0,1,Chiefs,122,17,7.0,DST,136,1.0,0,258,0,1
14,514,0,0,0,Cairo Santos,Raiders,3.0,K,17,3,3,2015,0,Raiders,0,0,2,Chiefs,150,23,12.0,DST,189,1.0,0,339,1,1
