,Unnamed: 0,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year,Away Games
0,0,0,0,Julio Jones,Eagles,0,0,0,0,0,0,26.0,WR,0,2,141,9,0,0,0,0,1,2015,0
1,1,0,0,DeAndre Hopkins,Chiefs,0,0,0,0,0,0,23.0,WR,1,2,98,9,0,0,0,0,1,2015,0
2,2,0,0,Antonio Brown,Patriots,0,0,0,0,0,0,19.0,WR,0,1,133,9,0,0,0,0,1,2015,1
3,3,0,0,James Jones,Bears,0,0,0,0,0,0,17.0,WR,0,2,51,4,0,0,0,0,1,2015,1
4,4,0,0,Kendall Wright,Buccaneers,0,0,0,0,0,0,16.0,WR,0,1,101,4,0,0,0,0,1,2015,1
5,5,0,0,Keenan Allen,Lions,0,0,0,0,0,0,16.0,WR,0,0,166,15,0,0,0,0,1,2015,0
6,6,0,0,Marcel Reece,Bengals,0,0,0,0,0,0,14.0,WR,0,2,26,3,0,0,0,0,1,2015,0
7,7,0,0,Stevie Johnson,Lions,0,0,0,0,0,0,14.0,WR,0,1,82,6,0,0,0,0,1,2015,0
8,8,0,0,Travis Benjamin,Jets,0,0,0,0,0,0,14.0,WR,0,1,89,3,0,0,0,0,1,2015,1
9,9,0,0,Percy Harvin,Colts,0,0,0,0,0,0,13.0,WR,0,1,79,5,0,1,0,9,1,2015,0
10,10,0,0,Brandon Marshall,Browns,0,0,0,0,0,0,12.0,WR,0,1,62,6,0,0,0,0,1,2015,0
11,11,0,0,Nate Washington,Chiefs,0,0,0,0,0,0,10.0,WR,0,0,105,6,0,0,0,0,1,2015,0
12,12,0,0,Donte Moncrief,Bills,0,0,0,0,0,0,10.0,WR,0,1,46,6,0,0,0,0,1,2015,1
13,13,0,0,Jordan Matthews,Falcons,0,0,0,0,0,0,10.0,WR,0,0,102,10,0,0,0,0,1,2015,1
14,14,0,0,Jerricho Cotchery,Jaguars,0,0,0,0,0,0,10.0,WR,0,1,45,4,0,0,0,0,1,2015,1
15,15,0,0,Brandon Coleman,Cardinals,0,0,0,0,0,0,10.0,WR,0,1,41,4,0,0,0,0,1,2015,1
16,16,0,0,John Brown,Saints,0,0,0,0,0,0,10.0,WR,0,1,46,4,0,0,0,0,1,2015,0
17,17,0,0,Rishard Matthews,Redskins,0,0,0,0,0,0,9.0,WR,0,1,34,4,0,0,0,0,1,2015,1
18,18,0,0,Julian Edelman,Steelers,0,0,0,0,0,0,9.0,WR,0,0,97,11,0,1,0,9,1,2015,0
19,19,0,0,Eric Decker,Browns,0,0,0,0,0,0,9.0,WR,0,1,37,2,0,0,0,0,1,2015,0
20,20,0,0,Randall Cobb,Bears,0,0,0,0,0,0,9.0,WR,0,1,38,5,0,0,0,0,1,2015,1
21,21,0,0,Roddy White,Eagles,0,0,0,0,0,0,8.0,WR,0,0,84,4,0,0,0,0,1,2015,0
22,22,0,0,T.Y. Hilton,Bills,0,0,0,0,0,0,8.0,WR,0,0,88,7,0,0,0,0,1,2015,1
23,23,0,0,Rashad Greene,Panthers,0,0,0,0,0,0,8.0,WR,0,1,28,7,0,0,0,0,1,2015,0
24,24,0,0,Larry Fitzgerald,Saints,0,0,0,0,0,0,8.0,WR,0,0,87,6,0,0,0,0,1,2015,0
25,25,0,0,Harry Douglas,Buccaneers,0,0,0,0,0,0,8.0,WR,0,1,24,2,0,0,0,0,1,2015,1
26,26,0,0,Markus Wheaton,Patriots,0,0,0,0,0,0,7.0,WR,1,0,55,3,0,0,0,0,1,2015,1
