,Unnamed: 0,Unnamed: 0.1,Blocks,Fumble Returns,Interception,Opponent,Pass Yards Allowed,Point After,Points,Position,Rush Yards Allowed,Sack,Safety,Team,Total Yards,Touchdowns,Week,Year
19,19,19.0,0.0,0.0,0.0,Cowboys,263.0,19.0,5.0,DST,129.0,1.0,0.0,Giants,392.0,0.0,1,2017.0
51,51,19.0,0.0,0.0,0.0,Lions,263.0,19.0,5.0,DST,129.0,1.0,0.0,Giants,392.0,0.0,2,2017.0
81,81,35.0,0.0,0.5,0.0,Eagles,191.0,21.5,5.5,DST,133.5,2.0,0.0,Giants,324.5,0.0,3,2017.0
123,123,50.333333333333336,0.0,0.6666666666666666,0.0,Buccaneers,181.0,23.333333333333332,5.666666666666667,DST,153.33333333333334,2.3333333333333335,0.0,Giants,334.3333333333333,0.0,4,2017.0
147,147,68.5,0.0,0.5,0.0,Chargers,216.5,23.75,4.75,DST,142.75,2.0,0.0,Giants,359.25,0.0,5,2017.0
156,156,84.2,0.0,0.4,0.2,Broncos,224.8,24.4,4.8,DST,139.0,1.6,0.2,Giants,363.8,0.0,6,2017.0
203,203,96.16666666666667,0.16666666666666666,0.5,0.5,Steelers,248.33333333333334,22.0,8.166666666666666,DST,123.5,2.0,0.16666666666666666,Giants,371.8333333333333,0.16666666666666666,7,2017.0
263,263,111.42857142857143,0.14285714285714285,0.5714285714285714,0.42857142857142855,Rams,258.7142857142857,22.285714285714285,7.571428571428571,DST,120.71428571428571,1.8571428571428572,0.14285714285714285,Giants,379.42857142857144,0.14285714285714285,9,2017.0
284,284,130.375,0.125,0.5,0.375,49ers,265.25,25.875,6.625,DST,125.875,1.625,0.125,Giants,391.125,0.125,10,2017.0
298,298,147.44444444444446,0.1111111111111111,0.5555555555555556,0.4444444444444444,Chiefs,267.77777777777777,26.444444444444443,6.333333333333333,DST,132.55555555555554,1.4444444444444444,0.1111111111111111,Giants,400.3333333333333,0.1111111111111111,11,2017.0
322,322,162.5,0.1,0.5,0.7,Redskins,263.9,24.7,7.1,DST,132.7,1.4,0.1,Giants,396.6,0.1,12,2017.0
376,376,177.0,0.09090909090909091,0.45454545454545453,0.7272727272727273,Raiders,258.1818181818182,24.272727272727273,8.090909090909092,DST,131.72727272727272,1.8181818181818181,0.09090909090909091,Giants,389.90909090909093,0.18181818181818182,13,2017.0
