,Unnamed: 0,Unnamed: 0.1,Blocks,Fumble Returns,Interception,Opponent,Pass Yards Allowed,Point After,Points,Position,Rush Yards Allowed,Sack,Safety,Team,Total Yards,Touchdowns,Week,Year
9,9,9.0,0.0,1.0,0.0,Steelers,135.0,9.0,12.0,DST,90.0,3.0,0.0,Packers,225.0,0.0,1,2017.0
56,56,9.0,0.0,1.0,0.0,Falcons,135.0,9.0,12.0,DST,90.0,3.0,0.0,Packers,225.0,0.0,2,2017.0
78,78,32.5,0.0,0.5,0.0,Bengals,179.0,21.5,7.5,DST,115.5,3.0,0.0,Packers,294.5,0.0,3,2017.0
101,101,47.666666666666664,0.0,0.6666666666666666,0.0,Bears,183.0,22.333333333333332,7.0,DST,113.66666666666667,3.0,0.0,Packers,296.6666666666667,0.0,4,2017.0
130,130,61.0,0.0,1.0,0.5,Cowboys,188.5,20.25,8.5,DST,111.0,2.5,0.0,Packers,299.5,0.0,5,2017.0
179,179,74.8,0.0,1.2,0.6,Vikings,199.8,22.4,9.4,DST,121.4,2.2,0.0,Packers,321.2,0.2,6,2017.0
195,195,92.16666666666667,0.0,1.1666666666666667,0.6666666666666666,Saints,206.33333333333334,22.5,8.666666666666666,DST,119.83333333333333,1.8333333333333333,0.0,Packers,326.1666666666667,0.16666666666666666,7,2017.0
260,260,106.85714285714286,0.14285714285714285,1.0,0.8571428571428571,Lions,223.14285714285714,23.0,8.571428571428571,DST,125.71428571428571,1.7142857142857142,0.0,Packers,348.85714285714283,0.14285714285714285,9,2017.0
271,271,126.0,0.125,1.0,0.75,Bears,239.375,23.875,7.875,DST,118.0,1.625,0.0,Packers,357.375,0.125,10,2017.0
309,309,142.11111111111111,0.1111111111111111,1.0,0.6666666666666666,Ravens,242.55555555555554,23.0,8.222222222222221,DST,111.0,2.0,0.0,Packers,353.55555555555554,0.1111111111111111,11,2017.0
338,338,158.8,0.1,0.9,0.7,Steelers,234.4,23.0,8.0,DST,105.7,2.1,0.0,Packers,340.1,0.1,12,2017.0
356,356,175.0909090909091,0.09090909090909091,0.9090909090909091,0.8181818181818182,Buccaneers,244.0909090909091,23.727272727272727,7.909090909090909,DST,107.0909090909091,2.0,0.0,Packers,351.1818181818182,0.09090909090909091,13,2017.0
