,Unnamed: 0.1_x,Unnamed: 0.1.1_x,50+,FGA,FGM,Name,Opponent_x,Points_x,Position_x,Week,XPA,XPM,Year,Unnamed: 0.1_y,Unnamed: 0.1.1_y,Blocks,Fumble Returns,Interception,Opponent_y,Pass Yards Allowed,Point After,Points_y,Position_y,Rush Yards Allowed,Sack,Safety,Team,Total Yards,Touchdowns
0,23,23,0,1,1,Aldrick Rosas,Cowboys,3.0,K,1,0,0,2017,7,7,0,0,1,Giants,198,3,15.0,DST,35,3.0,0,Cowboys,233,0
1,56,56,0,1,1,Aldrick Rosas,Giants,4.0,K,2,1,1,2017,51,51,0,1,0,Lions,119,24,6.0,DST,138,3.0,0,Giants,257,0
2,82,82,0,1,1,Aldrick Rosas,Eagles,6.0,K,3,3,3,2017,85,85,0,0,2,Giants,366,24,5.0,DST,49,0.0,0,Eagles,415,0
3,118,118,0,2,1,Aldrick Rosas,Buccaneers,5.0,K,4,2,2,2017,125,125,0,0,0,Giants,288,23,1.0,DST,91,0.0,0,Buccaneers,379,0
4,153,153,0,0,0,Aldrick Rosas,Giants,2.0,K,5,2,2,2017,147,147,0,0,1,Chargers,258,27,5.0,DST,124,0.0,1,Giants,382,0
5,160,160,1,4,3,Aldrick Rosas,Broncos,13.0,K,6,2,2,2017,174,174,1,0,0,Giants,118,23,6.0,DST,148,3.0,0,Broncos,266,0
6,213,213,0,1,0,Aldrick Rosas,Giants,1.0,K,7,1,1,2017,203,203,0,1,0,Steelers,321,24,4.0,DST,104,1.0,0,Giants,425,0
7,253,253,1,2,1,Aldrick Rosas,Giants,7.0,K,9,2,2,2017,263,263,0,0,0,Rams,311,51,0.0,DST,162,0.0,0,Giants,473,0
8,282,282,0,3,2,Aldrick Rosas,49ers,7.0,K,10,1,1,2017,281,281,0,1,0,Giants,260,21,6.0,DST,114,3.0,0,49ers,374,0
9,314,314,0,2,2,Aldrick Rosas,Giants,6.0,K,11,1,0,2017,298,298,0,0,3,Chiefs,229,9,14.0,DST,134,1.0,0,Giants,363,0
10,349,349,0,1,1,Aldrick Rosas,Redskins,4.0,K,12,1,1,2017,326,326,0,0,1,Giants,86,10,13.0,DST,84,4.0,0,Redskins,170,0
11,371,371,1,1,1,Aldrick Rosas,Raiders,7.0,K,13,2,2,2017,364,364,0,2,0,Giants,200,17,11.0,DST,65,3.0,0,Raiders,265,0
