,Unnamed: 0.1_x,Unnamed: 0.1.1_x,Fumble TD,Fumbles Lost,Name,Opponent_x,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points_x,Position_x,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year,Unnamed: 0.1_y,Unnamed: 0.1.1_y,Blocks,Fumble Returns,Interception,Opponent_y,Pass Yards Allowed,Point After,Points_y,Position_y,Rush Yards Allowed,Sack,Safety,Team,Total Yards,Touchdowns
0,83,83.0,0.0,0.0,Brandon Coleman,Vikings,0.0,0.0,0.0,0.0,0.0,0.0,1.0,WR,0.0,0.0,13.0,2.0,0.0,0.0,0.0,0.0,1,2017.0,17,17.0,0.0,0.0,0.0,Saints,284.0,19.0,5.0,DST,60.0,1.0,0.0,Vikings,344.0,0.0
1,111,83.0,0.0,0.0,Brandon Coleman,Saints,0.0,0.0,0.0,0.0,0.0,0.0,1.0,WR,0.0,0.0,13.0,2.0,0.0,0.0,0.0,0.0,2,2017.0,60,28.0,0.0,0.0,0.0,Patriots,341.0,29.0,1.0,DST,129.0,1.0,0.0,Saints,470.0,0.0
2,261,97.0,0.0,0.0,Brandon Coleman,Panthers,0.0,0.0,0.0,0.0,0.0,0.0,7.5,WR,0.0,0.5,47.5,3.0,0.0,0.0,0.0,0.0,3,2017.0,90,21.5,0.0,0.5,0.5,Saints,136.5,3.0,15.5,DST,60.0,3.5,0.0,Panthers,196.5,0.0
3,413,151.66666666666666,0.0,0.0,Brandon Coleman,Dolphins,0.0,0.0,0.0,0.0,0.0,0.0,7.333333333333332,WR,0.0,0.6666666666666666,35.333333333333336,2.333333333333333,0.0,0.0,0.0,0.0,4,2017.0,114,63.5,0.0,0.5,0.0,Saints,278.0,18.5,6.5,DST,73.5,1.5,0.0,Dolphins,351.5,0.0
4,629,217.0,0.0,0.0,Brandon Coleman,Saints,0.0,0.0,0.0,0.0,0.0,0.0,6.25,WR,0.0,0.5,34.25,2.0,0.0,0.0,0.0,0.0,6,2017.0,154,62.25,0.0,0.0,1.0,Lions,265.25,19.5,9.0,DST,109.5,2.75,0.0,Saints,374.75,0.0
5,685,299.4,0.0,0.0,Brandon Coleman,Packers,0.0,0.0,0.0,0.0,0.0,0.0,5.4,WR,0.0,0.4,32.0,2.0,0.0,0.0,0.0,0.0,7,2017.0,195,92.16666666666669,0.0,1.1666666666666667,0.6666666666666666,Saints,206.33333333333331,22.5,8.666666666666666,DST,119.83333333333331,1.8333333333333333,0.0,Packers,326.1666666666667,0.16666666666666666
6,807,363.66666666666674,0.0,0.0,Brandon Coleman,Saints,0.0,0.0,0.0,0.0,0.0,0.0,6.0,WR,0.0,0.5,31.83333333333333,2.0,0.0,0.0,0.0,0.0,8,2017.0,222,100.0,0.0,0.3333333333333333,1.3333333333333333,Bears,236.83333333333331,22.16666666666667,12.666666666666664,DST,114.16666666666669,2.833333333333333,0.0,Saints,351.0,0.5
7,956,427.0,0.0,0.0,Brandon Coleman,Saints,0.0,0.0,0.0,0.0,0.0,0.0,5.857142857142858,WR,0.0,0.42857142857142855,35.0,1.8571428571428568,0.0,0.0,0.0,0.0,9,2017.0,238,117.42857142857143,0.0,0.2857142857142857,1.2857142857142858,Buccaneers,224.42857142857144,20.714285714285715,12.428571428571427,DST,120.28571428571428,2.7142857142857144,0.0,Saints,344.71428571428567,0.42857142857142855
8,1025,493.125,0.0,0.0,Brandon Coleman,Bills,0.0,0.0,0.0,0.0,0.0,0.0,5.125,WR,0.0,0.375,31.5,1.75,0.0,0.0,0.0,0.0,10,2017.0,289,127.25,0.0,0.75,1.375,Saints,250.25,18.625,11.375,DST,94.375,1.75,0.0,Bills,344.625,0.25
9,1167,552.2222222222222,0.0,0.0,Brandon Coleman,Saints,0.0,0.0,0.0,0.0,0.0,0.0,4.888888888888889,WR,0.0,0.3333333333333333,31.33333333333333,1.6666666666666667,0.0,0.0,0.0,0.0,11,2017.0,314,148.0,0.1111111111111111,0.3333333333333333,1.1111111111111112,Redskins,201.44444444444446,18.33333333333333,13.222222222222221,DST,110.88888888888887,2.7777777777777777,0.0,Saints,312.3333333333333,0.4444444444444444
10,1365,613.7,0.0,0.0,Brandon Coleman,Saints,0.0,0.0,0.0,0.0,0.0,0.0,4.4,WR,0.0,0.3,28.8,1.6,0.0,0.0,0.0,0.0,13,2017.0,372,180.54545454545453,0.09090909090909093,0.2727272727272727,1.0,Panthers,221.8181818181818,20.181818181818183,11.636363636363635,DST,112.9090909090909,2.8181818181818183,0.0,Saints,334.72727272727275,0.3636363636363637
