,Unnamed: 0,Unnamed: 0.1,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
83,83,83,0,0,Brandon Coleman,Vikings,0,0,0,0,0,0,1.0,WR,0,0,13,2,0,0,0,0,1,2017
111,111,111,0,0,Brandon Coleman,Saints,0,0,0,0,0,0,14.0,WR,0,1,82,4,0,0,0,0,2,2017
261,261,261,0,0,Brandon Coleman,Panthers,0,0,0,0,0,0,7.0,WR,0,1,11,1,0,0,0,0,3,2017
413,413,413,0,0,Brandon Coleman,Dolphins,0,0,0,0,0,0,3.0,WR,0,0,31,1,0,0,0,0,4,2017
629,629,629,0,0,Brandon Coleman,Saints,0,0,0,0,0,0,2.0,WR,0,0,23,2,0,0,0,0,6,2017
685,685,685,0,0,Brandon Coleman,Packers,0,0,0,0,0,0,9.0,WR,0,1,31,2,0,0,0,0,7,2017
807,807,807,0,0,Brandon Coleman,Saints,0,0,0,0,0,0,5.0,WR,0,0,54,1,0,0,0,0,8,2017
956,956,956,0,0,Brandon Coleman,Saints,0,0,0,0,0,0,0.0,WR,0,0,7,1,0,0,0,0,9,2017
1025,1025,1025,0,0,Brandon Coleman,Bills,0,0,0,0,0,0,3.0,WR,0,0,30,1,0,0,0,0,10,2017
1167,1167,1167,0,0,Brandon Coleman,Saints,0,0,0,0,0,0,0.0,WR,0,0,6,1,0,0,0,0,11,2017
1365,1365,1365,0,0,Brandon Coleman,Saints,0,0,0,0,0,0,2.0,WR,0,0,28,2,0,0,0,0,13,2017
