,Unnamed: 0.1_x,Unnamed: 0.1.1_x,50+,FGA,FGM,Name,Opponent_x,Points_x,Position_x,Week,XPA,XPM,Year,Unnamed: 0.1_y,Unnamed: 0.1.1_y,Blocks,Fumble Returns,Interception,Opponent_y,Pass Yards Allowed,Point After,Points_y,Position_y,Rush Yards Allowed,Sack,Safety,Team,Total Yards,Touchdowns
0,42,42,0,3,3,Randy Bullock,Bengals,9.0,K,2,0,0,2017,44,44,0,0,0,Texans,98,13,10.0,DST,168,3.0,0,Bengals,266,0
1,83,83,0,2,1,Randy Bullock,Packers,6.0,K,3,3,3,2017,78,78,0,1,0,Bengals,191,24,6.0,DST,110,3.0,0,Packers,301,0
2,114,114,0,1,1,Randy Bullock,Browns,7.0,K,4,4,4,2017,113,113,0,1,0,Bengals,264,31,5.0,DST,86,3.0,0,Browns,350,0
3,142,142,0,2,2,Randy Bullock,Bengals,8.0,K,5,2,2,2017,132,132,0,0,1,Bills,139,16,12.0,DST,82,6.0,0,Bengals,221,0
4,211,211,0,0,0,Randy Bullock,Steelers,2.0,K,7,2,2,2017,188,188,0,0,2,Bengals,108,14,12.0,DST,71,4.0,0,Steelers,179,0
5,211,211,0,0,0,Randy Bullock,Steelers,2.0,K,7,2,2,2017,192,192,0,1,0,Giants,131,7,10.0,DST,46,1.0,0,Steelers,177,0
6,234,234,0,2,1,Randy Bullock,Bengals,6.0,K,8,3,3,2017,219,219,1,0,1,Colts,216,23,15.0,DST,115,4.0,0,Bengals,331,1
7,294,294,0,0,0,Randy Bullock,Titans,2.0,K,10,3,2,2017,276,276,0,2,0,Bengals,255,20,9.0,DST,53,1.0,0,Titans,308,0
8,320,320,0,0,0,Randy Bullock,Broncos,2.0,K,11,3,2,2017,306,306,1,0,0,Bengals,141,20,8.0,DST,49,2.0,0,Broncos,190,0
9,330,330,0,3,3,Randy Bullock,Bengals,12.0,K,12,3,3,2017,334,334,0,0,0,Browns,236,16,8.0,DST,169,4.0,0,Bengals,405,0
10,369,369,0,2,2,Randy Bullock,Bengals,8.0,K,13,2,2,2017,375,375,0,0,1,Steelers,282,23,4.0,DST,92,1.0,0,Bengals,374,0
