,Unnamed: 0,Unnamed: 0.1,50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year
42,42,42.0,0.0,3.0,3.0,Randy Bullock,Bengals,9.0,K,2,0.0,0.0,2017.0
83,83,42.0,0.0,3.0,3.0,Randy Bullock,Packers,9.0,K,3,0.0,0.0,2017.0
114,114,62.5,0.0,2.5,2.0,Randy Bullock,Browns,7.5,K,4,1.5,1.5,2017.0
142,142,79.66666666666667,0.0,2.0,1.6666666666666667,Randy Bullock,Bengals,7.333333333333333,K,5,2.3333333333333335,2.3333333333333335,2017.0
211,211,95.25,0.0,2.0,1.75,Randy Bullock,Steelers,7.5,K,7,2.25,2.25,2017.0
234,234,118.4,0.0,1.6,1.4,Randy Bullock,Bengals,6.4,K,8,2.2,2.2,2017.0
294,294,137.66666666666666,0.0,1.6666666666666667,1.3333333333333333,Randy Bullock,Titans,6.333333333333333,K,10,2.3333333333333335,2.3333333333333335,2017.0
320,320,160.0,0.0,1.4285714285714286,1.1428571428571428,Randy Bullock,Broncos,5.714285714285714,K,11,2.4285714285714284,2.2857142857142856,2017.0
330,330,180.0,0.0,1.25,1.0,Randy Bullock,Bengals,5.25,K,12,2.5,2.25,2017.0
369,369,196.66666666666666,0.0,1.4444444444444444,1.2222222222222223,Randy Bullock,Bengals,6.0,K,13,2.5555555555555554,2.3333333333333335,2017.0
