,Unnamed: 0,50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year,Away Games
26,26.0,0.0,0.0,0.0,Mike Nugent,Bears,3.0,K,1,3.0,3.0,2013.0,1.0
46,26.0,0.0,0.0,0.0,Mike Nugent,Steelers,3.0,K,2,3.0,3.0,2013.0,1.0
89,36.0,0.0,1.0,1.0,Mike Nugent,Packers,5.5,K,3,2.5,2.5,2013.0,0.5
120,53.666666666666664,0.0,1.0,0.6666666666666666,Mike Nugent,Browns,5.0,K,4,3.3333333333333335,3.0,2013.0,0.3333333333333333
144,70.25,0.0,1.25,1.0,Mike Nugent,Patriots,5.25,K,5,2.5,2.25,2013.0,0.5
166,85.0,0.2,1.4,1.2,Mike Nugent,Bills,6.0,K,6,2.2,2.0,2013.0,0.4
195,98.5,0.16666666666666666,1.6666666666666667,1.3333333333333333,Mike Nugent,Lions,6.5,K,7,2.3333333333333335,2.1666666666666665,2013.0,0.5
230,112.28571428571429,0.2857142857142857,1.8571428571428572,1.4285714285714286,Mike Nugent,Jets,7.142857142857143,K,8,2.4285714285714284,2.2857142857142856,2013.0,0.5714285714285714
250,127.0,0.25,1.625,1.25,Mike Nugent,Dolphins,7.125,K,9,3.0,2.875,2013.0,0.5
294,140.66666666666666,0.3333333333333333,1.6666666666666667,1.3333333333333333,Mike Nugent,Ravens,7.444444444444445,K,10,2.888888888888889,2.7777777777777777,2013.0,0.5555555555555556
306,156.0,0.3,1.7,1.3,Mike Nugent,Browns,7.2,K,11,2.8,2.7,2013.0,0.6
380,169.63636363636363,0.2727272727272727,1.7272727272727273,1.3636363636363635,Mike Nugent,Chargers,7.545454545454546,K,13,3.0,2.909090909090909,2013.0,0.5454545454545454
407,187.16666666666666,0.25,1.6666666666666667,1.3333333333333333,Mike Nugent,Colts,7.333333333333333,K,14,2.9166666666666665,2.8333333333333335,2013.0,0.5833333333333334
450,204.07692307692307,0.23076923076923078,1.5384615384615385,1.2307692307692308,Mike Nugent,Steelers,7.230769230769231,K,15,3.1538461538461537,3.076923076923077,2013.0,0.5384615384615384
473,221.64285714285714,0.21428571428571427,1.4285714285714286,1.1428571428571428,Mike Nugent,Min,6.857142857142857,K,16,3.0714285714285716,3.0,2013.0,0.5714285714285714
491,238.4,0.2,1.3333333333333333,1.0666666666666667,Mike Nugent,Ravens,6.8,K,17,3.2666666666666666,3.2,2013.0,0.5333333333333333
