,Year,Week,Team,Blocks,Fumble Returns,Interception,Opponent,Pass Yards Allowed,Point After,Points,Position,Rush Yards Allowed,Sack,Safety,Total Yards,Touchdowns,Away Games
512,2013,1,Cowboys,0,3,3,Giants,428,31,27.0,DST,50,3.0,0,478,2,0
555,2013,2,Cowboys,1,0,0,Chiefs,199,17,10.0,DST,114,4.0,0,313,0,1
582,2013,3,Cowboys,0,1,0,Rams,197,7,15.0,DST,35,6.0,0,232,0,0
626,2013,4,Cowboys,0,0,1,Chargers,394,30,9.0,DST,112,1.0,0,506,1,1
659,2013,5,Cowboys,0,1,1,Broncos,414,51,4.0,DST,103,0.0,0,517,0,0
668,2013,6,Cowboys,0,1,1,Redskins,217,16,17.0,DST,216,3.0,0,433,1,0
697,2013,7,Cowboys,0,0,3,Eagles,194,3,19.0,DST,84,3.0,0,278,0,1
739,2013,8,Cowboys,0,2,2,Lions,480,31,9.0,DST,143,1.0,0,623,0,1
756,2013,9,Cowboys,0,1,1,Min,224,23,13.0,DST,169,2.0,0,393,1,0
803,2013,10,Cowboys,0,1,0,Saints,383,49,3.0,DST,242,1.0,0,625,0,1
846,2013,12,Cowboys,0,1,0,Giants,154,21,11.0,DST,202,2.0,0,356,1,1
885,2013,13,Cowboys,0,1,1,Raiders,255,24,5.0,DST,50,0.0,0,305,0,0
924,2013,14,Cowboys,0,0,0,Bears,341,45,1.0,DST,149,1.0,0,490,0,1
951,2013,15,Cowboys,0,0,1,Packers,283,37,4.0,DST,150,2.0,0,433,0,0
987,2013,16,Cowboys,0,0,1,Redskins,197,23,3.0,DST,100,0.0,0,297,0,1
1007,2013,17,Cowboys,0,1,0,Eagles,229,24,8.0,DST,137,5.0,0,366,0,0
