,Unnamed: 0,Unnamed: 0.1,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
6,6,6,0,0,Derek Carr,Titans,0,32,22,0,2,262,22.0,QB,0,0,0,0,0,2,0,2,1,2017
36,36,36,0,0,Derek Carr,Raiders,0,28,23,0,3,230,27.0,QB,0,0,0,0,0,0,0,0,2,2017
97,97,97,0,0,Derek Carr,Redskins,0,31,19,2,1,118,6.0,QB,0,0,0,0,0,2,0,5,3,2017
125,125,125,0,0,Derek Carr,Broncos,0,18,10,0,1,143,11.0,QB,0,0,0,0,0,0,0,0,4,2017
193,193,193,0,0,Derek Carr,Raiders,0,30,21,2,1,171,8.0,QB,0,0,0,0,0,1,0,0,6,2017
202,202,202,0,0,Derek Carr,Raiders,0,52,29,0,3,417,35.0,QB,0,0,0,0,0,1,0,15,7,2017
251,251,251,0,0,Derek Carr,Bills,0,49,31,2,1,313,14.0,QB,0,0,0,0,0,0,0,0,8,2017
283,283,283,0,0,Derek Carr,Dolphins,0,30,21,1,1,300,16.0,QB,0,0,0,0,0,4,0,-3,9,2017
346,346,346,0,0,Derek Carr,Raiders,1,49,28,1,1,237,15.0,QB,0,0,0,0,0,0,0,0,11,2017
372,372,372,0,1,Derek Carr,Raiders,0,24,18,0,2,253,21.0,QB,0,0,0,0,0,3,0,-3,12,2017
414,414,414,0,0,Derek Carr,Raiders,0,36,22,0,1,287,17.0,QB,0,0,0,0,0,1,0,-1,13,2017
