,Unnamed: 0,Unnamed: 0.1,Blocks,Fumble Returns,Interception,Opponent,Pass Yards Allowed,Point After,Points,Position,Rush Yards Allowed,Sack,Safety,Team,Total Yards,Touchdowns,Week,Year
10,10,10.0,0.0,1.0,1.0,Eagles,298.0,30.0,12.0,DST,58.0,2.0,0.0,Redskins,356.0,1.0,1,2017.0
47,47,10.0,0.0,1.0,1.0,Rams,298.0,30.0,12.0,DST,58.0,2.0,0.0,Redskins,356.0,1.0,2,2017.0
64,64,28.5,0.0,1.0,1.0,Raiders,266.5,25.0,11.0,DST,77.5,2.0,0.0,Redskins,344.0,0.5,3,2017.0
119,119,40.333333333333336,0.0,1.0,1.3333333333333333,Chiefs,209.66666666666666,20.0,13.0,DST,62.333333333333336,2.6666666666666665,0.0,Redskins,272.0,0.3333333333333333,4,2017.0
177,177,60.0,0.0,0.75,1.0,49ers,222.5,22.25,10.75,DST,88.75,3.0,0.0,Redskins,311.25,0.25,6,2017.0
201,201,83.4,0.0,0.6,1.0,Eagles,228.0,22.6,9.8,DST,88.0,3.0,0.0,Redskins,316.0,0.2,7,2017.0
235,235,103.0,0.0,0.5,1.0,Cowboys,230.66666666666666,24.5,9.0,DST,94.5,3.0,0.0,Redskins,325.1666666666667,0.16666666666666666,8,2017.0
247,247,121.85714285714286,0.0,0.5714285714285714,0.8571428571428571,Steelers,217.42857142857142,25.714285714285715,8.285714285714286,DST,105.14285714285714,2.857142857142857,0.0,Redskins,322.57142857142856,0.14285714285714285,9,2017.0
285,285,137.5,0.0,0.5,1.0,Vikings,226.375,24.25,8.5,DST,110.5,2.75,0.0,Redskins,336.875,0.125,10,2017.0
311,311,153.88888888888889,0.0,0.4444444444444444,1.1111111111111112,Saints,235.0,25.77777777777778,8.0,DST,109.55555555555556,2.4444444444444446,0.0,Redskins,344.55555555555554,0.1111111111111111,11,2017.0
326,326,169.6,0.0,0.4,1.1,Giants,249.0,26.6,7.6,DST,114.6,2.4,0.0,Redskins,363.6,0.1,12,2017.0
381,381,183.8181818181818,0.0,0.36363636363636365,1.0909090909090908,Cowboys,234.1818181818182,25.09090909090909,8.090909090909092,DST,111.81818181818181,2.5454545454545454,0.0,Redskins,346.0,0.09090909090909091,13,2017.0
