,Unnamed: 0,50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year,Away Games
30,30.0,0.0,0.0,0.0,Graham Gano,Seahawks,1.0,K,1,1.0,1.0,2013.0,0.0
40,30.0,0.0,0.0,0.0,Graham Gano,Bills,1.0,K,2,1.0,1.0,2013.0,0.0
74,35.0,0.0,1.5,1.5,Graham Gano,Giants,6.0,K,3,1.5,1.5,2013.0,0.5
147,48.0,0.3333333333333333,1.3333333333333333,1.3333333333333333,Graham Gano,Cardinals,7.333333333333333,K,5,2.6666666666666665,2.6666666666666665,2013.0,0.3333333333333333
181,72.75,0.5,1.5,1.5,Graham Gano,Min,7.5,K,6,2.0,2.0,2013.0,0.5
190,94.4,0.4,1.2,1.2,Graham Gano,Rams,7.0,K,7,2.6,2.6,2013.0,0.6
232,110.33333333333333,0.5,1.5,1.5,Graham Gano,Buccaneers,8.166666666666666,K,8,2.6666666666666665,2.6666666666666665,2013.0,0.5
248,127.71428571428571,0.42857142857142855,1.4285714285714286,1.4285714285714286,Graham Gano,Falcons,8.0,K,9,2.857142857142857,2.857142857142857,2013.0,0.5714285714285714
290,142.75,0.5,1.5,1.5,Graham Gano,49ers,8.5,K,10,3.0,3.0,2013.0,0.5
323,159.11111111111111,0.5555555555555556,1.5555555555555556,1.4444444444444444,Graham Gano,Patriots,8.222222222222221,K,11,2.7777777777777777,2.7777777777777777,2013.0,0.5555555555555556
339,175.5,0.5,1.5,1.4,Graham Gano,Dolphins,8.0,K,12,2.8,2.8,2013.0,0.5
367,190.36363636363637,0.5454545454545454,1.6363636363636365,1.4545454545454546,Graham Gano,Buccaneers,8.181818181818182,K,13,2.727272727272727,2.727272727272727,2013.0,0.5454545454545454
406,205.08333333333334,0.5,1.6666666666666667,1.5,Graham Gano,Saints,8.25,K,14,2.75,2.75,2013.0,0.5
428,220.53846153846155,0.46153846153846156,1.7692307692307692,1.5384615384615385,Graham Gano,Jets,8.153846153846153,K,15,2.6153846153846154,2.6153846153846154,2013.0,0.5384615384615384
478,235.35714285714286,0.42857142857142855,1.8571428571428572,1.6428571428571428,Graham Gano,Saints,8.428571428571429,K,16,2.642857142857143,2.642857142857143,2013.0,0.5
513,251.53333333333333,0.4,1.8,1.6,Graham Gano,Falcons,8.2,K,17,2.6,2.6,2013.0,0.4666666666666667
