,Unnamed: 0,Unnamed: 0.1,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
1,1,1.0,0.0,0.0,Tyreek Hill,Patriots,0.0,0.0,0.0,0.0,0.0,0.0,19.0,WR,0.0,1.0,133.0,7.0,0.0,2.0,0.0,5.0,1,2017.0
152,152,1.0,0.0,0.0,Tyreek Hill,Chiefs,0.0,0.0,0.0,0.0,0.0,0.0,19.0,WR,0.0,1.0,133.0,7.0,0.0,2.0,0.0,5.0,2,2017.0
238,238,76.5,0.0,0.0,Tyreek Hill,Chargers,0.0,0.0,0.0,0.0,0.0,0.0,11.5,WR,0.0,0.5,88.0,5.5,0.0,1.5,0.0,5.5,3,2017.0
408,408,130.33333333333334,0.0,0.0,Tyreek Hill,Chiefs,0.0,0.0,0.0,0.0,0.0,0.0,12.333333333333334,WR,0.0,0.6666666666666666,84.33333333333333,5.333333333333333,0.0,2.0,0.0,8.0,4,2017.0
488,488,199.75,0.0,0.0,Tyreek Hill,Texans,0.0,0.0,0.0,0.0,0.0,0.0,10.0,WR,0.0,0.5,72.0,5.25,0.0,1.5,0.0,6.0,5,2017.0
614,614,257.4,0.0,0.0,Tyreek Hill,Chiefs,0.0,0.0,0.0,0.0,0.0,0.0,9.2,WR,0.0,0.4,71.2,5.0,0.0,1.2,0.0,4.8,6,2017.0
666,666,316.8333333333333,0.0,0.0,Tyreek Hill,Raiders,0.0,0.0,0.0,0.0,0.0,0.0,8.166666666666666,WR,0.0,0.3333333333333333,65.0,5.0,0.0,1.1666666666666667,0.0,2.5,7,2017.0
837,837,366.7142857142857,0.0,0.0,Tyreek Hill,Chiefs,0.0,0.0,0.0,0.0,0.0,0.0,9.571428571428571,WR,0.0,0.42857142857142855,73.57142857142857,5.142857142857143,0.0,1.2857142857142858,0.0,3.142857142857143,8,2017.0
876,876,425.5,0.0,0.0,Tyreek Hill,Cowboys,0.0,0.125,0.0,0.125,0.0,0.0,8.5,WR,0.0,0.375,69.125,4.75,0.0,1.125,0.0,2.75,9,2017.0
1097,1097,475.55555555555554,0.0,0.0,Tyreek Hill,Giants,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,8.88888888888889,WR,0.0,0.4444444444444444,68.55555555555556,4.444444444444445,0.0,1.4444444444444444,0.0,3.4444444444444446,11,2017.0
1219,1219,537.7,0.0,0.0,Tyreek Hill,Chiefs,0.0,0.1,0.0,0.1,0.0,0.0,8.7,WR,0.0,0.4,68.5,4.7,0.0,1.4,0.0,4.7,12,2017.0
1290,1290,599.6363636363636,0.0,0.0,Tyreek Hill,Jets,0.0,0.09090909090909091,0.0,0.09090909090909091,0.0,0.0,8.363636363636363,WR,0.0,0.36363636363636365,66.0,4.909090909090909,0.0,1.4545454545454546,0.0,5.454545454545454,13,2017.0
