,Unnamed: 0,Unnamed: 0.1,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
1,1,1,0,0,Tyreek Hill,Patriots,0,0,0,0,0,0,19.0,WR,0,1,133,7,0,2,0,5,1,2017
152,152,152,0,0,Tyreek Hill,Chiefs,0,0,0,0,0,0,4.0,WR,0,0,43,4,0,1,0,6,2,2017
238,238,238,0,0,Tyreek Hill,Chargers,0,0,0,0,0,0,14.0,WR,0,1,77,5,0,3,0,13,3,2017
408,408,408,0,0,Tyreek Hill,Chiefs,0,0,0,0,0,0,3.0,WR,0,0,35,5,0,0,0,0,4,2017
488,488,488,0,0,Tyreek Hill,Texans,0,0,0,0,0,0,6.0,WR,0,0,68,4,0,0,0,0,5,2017
614,614,614,0,0,Tyreek Hill,Chiefs,0,0,0,0,0,0,3.0,WR,0,0,34,5,0,1,0,-9,6,2017
666,666,666,0,0,Tyreek Hill,Raiders,0,0,0,0,0,0,18.0,WR,0,1,125,6,0,2,0,7,7,2017
837,837,837,0,0,Tyreek Hill,Chiefs,0,1,0,1,0,0,1.0,WR,0,0,38,2,0,0,0,0,8,2017
876,876,876,0,0,Tyreek Hill,Cowboys,0,0,0,0,0,0,12.0,WR,0,1,64,2,0,4,0,9,9,2017
1097,1097,1097,0,0,Tyreek Hill,Giants,0,0,0,0,0,0,7.0,WR,0,0,68,7,0,1,0,16,11,2017
1219,1219,1219,0,0,Tyreek Hill,Chiefs,0,0,0,0,0,0,5.0,WR,0,0,41,7,0,2,0,13,12,2017
1290,1290,1290,0,0,Tyreek Hill,Jets,0,0,0,0,0,0,30.0,WR,0,2,185,6,0,0,0,0,13,2017
