,Unnamed: 0,50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year,Away Games
1626,62.0,0.0,0.0,0.0,Nick Novak,Patriots,3.0,K,2,3.0,3.0,2011.0,1.0
1644,62.0,0.0,0.0,0.0,Nick Novak,Chiefs,3.0,K,3,3.0,3.0,2011.0,1.0
1664,71.0,0.0,1.0,1.0,Nick Novak,Dolphins,5.5,K,4,2.5,2.5,2011.0,0.5
1695,80.66666666666667,0.0,2.0,2.0,Nick Novak,Broncos,8.333333333333334,K,5,2.3333333333333335,2.3333333333333335,2011.0,0.3333333333333333
1767,93.25,0.25,2.75,2.75,Nick Novak,Jets,11.0,K,7,2.25,2.25,2011.0,0.5
1775,115.2,0.2,2.2,2.2,Nick Novak,Chiefs,9.4,K,8,2.4,2.4,2011.0,0.6
1806,131.16666666666666,0.16666666666666666,2.6666666666666665,2.5,Nick Novak,Packers,9.833333333333334,K,9,2.0,2.0,2011.0,0.6666666666666666
1852,147.0,0.2857142857142857,2.4285714285714284,2.2857142857142856,Nick Novak,Raiders,9.857142857142858,K,10,2.4285714285714284,2.4285714285714284,2011.0,0.5714285714285714
1871,164.625,0.25,2.375,2.125,Nick Novak,Bears,9.25,K,11,2.375,2.375,2011.0,0.5
1906,180.44444444444446,0.2222222222222222,2.4444444444444446,2.111111111111111,Nick Novak,Broncos,9.11111111111111,K,12,2.3333333333333335,2.3333333333333335,2011.0,0.5555555555555556
1938,196.6,0.3,2.6,2.1,Nick Novak,Jaguars,9.1,K,13,2.2,2.2,2011.0,0.5
1972,212.72727272727272,0.2727272727272727,2.4545454545454546,2.0,Nick Novak,Bills,9.0,K,14,2.4545454545454546,2.4545454545454546,2011.0,0.5454545454545454
1999,229.0,0.25,2.3333333333333335,1.9166666666666667,Nick Novak,Ravens,8.833333333333334,K,15,2.6666666666666665,2.5833333333333335,2011.0,0.5
2049,244.84615384615384,0.23076923076923078,2.3846153846153846,1.9230769230769231,Nick Novak,Lions,8.923076923076923,K,16,2.769230769230769,2.6923076923076925,2011.0,0.46153846153846156
2067,262.0,0.21428571428571427,2.2857142857142856,1.8571428571428572,Nick Novak,Raiders,8.571428571428571,K,17,2.642857142857143,2.5714285714285716,2011.0,0.5
2712,103.0,0.0,3.0,3.0,Nick Novak,Chiefs,13.0,K,4,4.0,4.0,2012.0,1.0
2754,103.0,0.0,3.0,3.0,Nick Novak,Saints,13.0,K,5,4.0,4.0,2012.0,1.0
2786,124.0,0.0,2.5,2.0,Nick Novak,Broncos,9.5,K,6,3.5,3.5,2012.0,1.0
2838,141.66666666666666,0.0,2.0,1.6666666666666667,Nick Novak,Browns,8.333333333333334,K,8,3.3333333333333335,3.3333333333333335,2012.0,0.6666666666666666
2864,163.5,0.0,2.0,1.75,Nick Novak,Chiefs,7.75,K,9,2.5,2.5,2012.0,0.75
2900,181.8,0.0,1.8,1.6,Nick Novak,Buccaneers,7.6,K,10,2.8,2.8,2012.0,0.6
2934,200.0,0.0,1.6666666666666667,1.5,Nick Novak,Broncos,7.333333333333333,K,11,2.8333333333333335,2.8333333333333335,2012.0,0.6666666666666666
2953,217.85714285714286,0.0,1.4285714285714286,1.2857142857142858,Nick Novak,Ravens,6.714285714285714,K,12,2.857142857142857,2.857142857142857,2012.0,0.7142857142857143
2991,233.625,0.0,1.5,1.375,Nick Novak,Bengals,6.75,K,13,2.625,2.625,2012.0,0.625
3008,250.11111111111111,0.0,1.6666666666666667,1.4444444444444444,Nick Novak,Steelers,6.777777777777778,K,14,2.4444444444444446,2.4444444444444446,2012.0,0.5555555555555556
3064,265.0,0.1,1.7,1.5,Nick Novak,Panthers,7.3,K,15,2.6,2.6,2012.0,0.6
