,Unnamed: 0,50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year,Away Games
14,14,0,2,1,Randy Bullock,Chargers,7.0,K,1,4,4,2013,1
63,63,0,3,0,Randy Bullock,Titans,2.0,K,2,2,2,2013,0
79,79,0,3,3,Randy Bullock,Ravens,9.0,K,3,0,0,2013,1
114,114,0,2,2,Randy Bullock,Seahawks,8.0,K,4,2,2,2013,0
155,155,0,2,1,Randy Bullock,49ers,3.0,K,5,0,0,2013,1
174,174,0,2,2,Randy Bullock,Rams,7.0,K,6,1,1,2013,0
201,201,0,3,3,Randy Bullock,Chiefs,10.0,K,7,1,1,2013,1
267,267,0,4,1,Randy Bullock,Colts,6.0,K,9,3,3,2013,0
291,291,0,2,1,Randy Bullock,Cardinals,6.0,K,10,3,3,2013,1
303,303,1,3,3,Randy Bullock,Raiders,13.0,K,11,2,2,2013,0
350,350,0,2,2,Randy Bullock,Jaguars,6.0,K,12,0,0,2013,0
373,373,0,1,1,Randy Bullock,Patriots,7.0,K,13,4,4,2013,0
404,404,0,2,2,Randy Bullock,Jaguars,8.0,K,14,2,2,2013,1
449,449,0,1,1,Randy Bullock,Colts,3.0,K,15,0,0,2013,1
472,472,0,2,2,Randy Bullock,Broncos,7.0,K,16,1,1,2013,0
511,511,0,1,1,Randy Bullock,Titans,4.0,K,17,1,1,2013,1
