,Year,Week,Team,Blocks,Fumble Returns,Interception,Opponent,Pass Yards Allowed,Point After,Points,Position,Rush Yards Allowed,Sack,Safety,Total Yards,Touchdowns,Away Games
534,2013,1,Falcons,0,0,1,Saints,341,23,5.0,DST,78,2.0,0,419,0,1
557,2013,2,Falcons,0,0,1,Rams,352,24,9.0,DST,69,0.0,0,421,1,0
590,2013,3,Falcons,0,1,1,Dolphins,195,27,10.0,DST,90,5.0,0,285,0,1
637,2013,4,Falcons,0,0,0,Patriots,316,30,0.0,DST,132,0.0,0,448,0,0
658,2013,5,Falcons,0,0,0,Jets,170,30,4.0,DST,118,4.0,0,288,0,0
703,2013,7,Falcons,0,1,0,Buccaneers,226,23,12.0,DST,111,3.0,0,337,1,0
745,2013,8,Falcons,0,0,1,Cardinals,147,27,6.0,DST,201,3.0,0,348,0,1
769,2013,9,Falcons,0,0,2,Panthers,242,34,5.0,DST,131,1.0,0,373,0,1
805,2013,10,Falcons,0,0,0,Seahawks,279,33,1.0,DST,211,1.0,0,490,0,0
831,2013,11,Falcons,0,0,0,Buccaneers,224,41,2.0,DST,186,2.0,0,410,0,1
855,2013,12,Falcons,0,0,0,Saints,271,17,5.0,DST,103,1.0,0,374,0,0
887,2013,13,Falcons,0,2,0,Bills,210,31,4.0,DST,195,0.0,0,405,0,1
899,2013,14,Falcons,0,1,1,Packers,222,22,16.0,DST,112,5.0,0,334,1,1
934,2013,15,Falcons,0,5,2,Redskins,373,26,16.0,DST,103,1.0,0,476,0,0
986,2013,16,Falcons,0,0,0,49ers,180,34,3.0,DST,199,3.0,0,379,0,1
1014,2013,17,Falcons,0,1,1,Panthers,149,21,6.0,DST,134,1.0,0,283,0,0
