,Unnamed: 0,Unnamed: 0.1,50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year
26,26,26.0,0.0,1.0,1.0,Robbie Gould,49ers,3.0,K,1,0.0,0.0,2017.0
40,40,26.0,0.0,1.0,1.0,Robbie Gould,Steelers,3.0,K,2,0.0,0.0,2017.0
76,76,33.0,0.0,2.0,2.0,Robbie Gould,49ers,6.0,K,3,0.0,0.0,2017.0
101,101,47.333333333333336,0.0,2.0,2.0,Robbie Gould,Cardinals,7.0,K,4,1.3333333333333333,1.0,2017.0
134,134,60.75,0.0,2.75,2.75,Robbie Gould,Colts,9.0,K,5,1.0,0.75,2017.0
172,172,75.4,0.0,2.8,2.8,Robbie Gould,Redskins,9.4,K,6,1.2,1.0,2017.0
207,207,91.5,0.16666666666666666,2.6666666666666665,2.5,Robbie Gould,49ers,9.166666666666666,K,7,1.5,1.3333333333333333,2017.0
233,233,108.0,0.14285714285714285,2.4285714285714284,2.2857142857142856,Robbie Gould,Eagles,8.428571428571429,K,8,1.4285714285714286,1.2857142857142858,2017.0
263,263,123.625,0.25,2.375,2.125,Robbie Gould,49ers,8.125,K,9,1.375,1.25,2017.0
284,284,139.11111111111111,0.2222222222222222,2.2222222222222223,2.0,Robbie Gould,49ers,7.666666666666667,K,10,1.3333333333333333,1.2222222222222223,2017.0
341,341,153.6,0.2,2.1,1.9,Robbie Gould,49ers,7.6,K,12,1.6,1.5,2017.0
360,360,170.63636363636363,0.18181818181818182,2.090909090909091,1.9090909090909092,Robbie Gould,Bears,7.545454545454546,K,13,1.5454545454545454,1.4545454545454546,2017.0
