,Unnamed: 0,50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year,Away Games
535,16,0,1,1,Brandon McManus,Colts,7.0,K,1,4,4,2014,0
569,50,0,1,1,Brandon McManus,Chiefs,6.0,K,2,3,3,2014,0
607,88,0,1,1,Brandon McManus,Seahawks,4.0,K,3,1,1,2014,1
646,127,0,3,2,Brandon McManus,Cardinals,11.0,K,5,5,5,2014,0
689,170,0,1,1,Brandon McManus,Jets,7.0,K,6,4,4,2014,1
721,202,0,0,0,Brandon McManus,49ers,6.0,K,7,6,6,2014,0
756,237,0,1,0,Brandon McManus,Chargers,5.0,K,8,5,5,2014,0
786,267,0,1,0,Brandon McManus,Patriots,3.0,K,9,3,3,2014,1
792,273,0,2,2,Brandon McManus,Raiders,11.0,K,10,5,5,2014,1
842,323,0,0,0,Brandon McManus,Rams,1.0,K,11,1,1,2014,1
861,342,0,2,1,Brandon McManus,Dolphins,7.0,K,12,4,4,2014,0
