,Unnamed: 0,50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year,Away Games
20,20,0,1,1,Matt Bryant,Saints,5.0,K,1,2,2,2013,1
51,51,0,1,1,Matt Bryant,Rams,7.0,K,2,4,4,2013,0
67,67,1,4,3,Matt Bryant,Dolphins,13.0,K,3,2,2,2013,1
107,107,0,3,3,Matt Bryant,Patriots,11.0,K,4,2,2,2013,0
154,154,0,0,0,Matt Bryant,Jets,4.0,K,5,4,4,2013,0
209,209,0,1,1,Matt Bryant,Buccaneers,7.0,K,7,4,4,2013,0
233,233,0,2,2,Matt Bryant,Cardinals,7.0,K,8,1,1,2013,1
269,269,0,1,1,Matt Bryant,Panthers,4.0,K,9,1,1,2013,1
292,292,1,1,1,Matt Bryant,Seahawks,6.0,K,10,1,1,2013,0
321,321,0,2,2,Matt Bryant,Buccaneers,8.0,K,11,2,2,2013,1
346,346,0,3,2,Matt Bryant,Saints,7.0,K,12,1,1,2013,0
366,366,0,2,2,Matt Bryant,Bills,10.0,K,13,4,4,2013,1
418,418,0,1,0,Matt Bryant,Packers,3.0,K,14,3,3,2013,1
431,431,1,2,2,Matt Bryant,Redskins,11.0,K,15,3,3,2013,0
475,475,0,1,1,Matt Bryant,49ers,6.0,K,16,3,3,2013,1
502,502,0,2,2,Matt Bryant,Panthers,8.0,K,17,2,2,2013,0
519,0,2,3,3,Matt Bryant,Saints,17.0,K,1,4,4,2014,0
577,58,0,1,1,Matt Bryant,Bengals,4.0,K,2,1,1,2014,1
599,80,0,1,0,Matt Bryant,Buccaneers,8.0,K,3,8,8,2014,0
637,118,0,0,0,Matt Bryant,Min,4.0,K,4,4,4,2014,1
657,138,0,2,2,Matt Bryant,Giants,8.0,K,5,2,2,2014,1
680,161,2,2,2,Matt Bryant,Bears,11.0,K,6,1,1,2014,0
731,212,0,1,0,Matt Bryant,Ravens,1.0,K,7,1,1,2014,1
760,241,0,0,0,Matt Bryant,Lions,3.0,K,8,3,3,2014,0
790,271,0,4,4,Matt Bryant,Buccaneers,13.0,K,10,1,1,2014,1
819,300,0,4,4,Matt Bryant,Panthers,13.0,K,11,1,1,2014,1
859,340,1,1,1,Matt Bryant,Browns,8.0,K,12,3,3,2014,0
877,358,0,5,5,Matt Bryant,Cardinals,17.0,K,13,2,2,2014,0
920,401,1,2,1,Matt Bryant,Packers,9.0,K,14,4,4,2014,1
956,437,0,2,2,Matt Bryant,Steelers,8.0,K,15,2,2,2014,0
977,458,1,3,3,Matt Bryant,Saints,14.0,K,16,3,3,2014,1
1036,517,0,1,1,Matt Bryant,Panthers,3.0,K,17,0,0,2014,0
1047,5,0,4,3,Matt Bryant,Steelers,9.0,K,1,0,0,2010,1
1081,39,0,2,2,Matt Bryant,Cardinals,11.0,K,2,5,5,2010,0
1119,77,0,2,2,Matt Bryant,Saints,9.0,K,3,3,3,2010,1
1148,106,0,3,3,Matt Bryant,49ers,10.0,K,4,1,1,2010,0
1190,148,0,3,2,Matt Bryant,Browns,8.0,K,5,2,2,2010,1
1220,178,0,2,1,Matt Bryant,Eagles,5.0,K,6,2,2,2010,1
1248,206,0,1,1,Matt Bryant,Bengals,7.0,K,7,4,4,2010,0
1297,255,0,2,2,Matt Bryant,Buccaneers,9.0,K,9,3,3,2010,0
1319,277,1,2,2,Matt Bryant,Ravens,10.0,K,10,2,2,2010,0
1341,299,0,4,4,Matt Bryant,Rams,14.0,K,11,2,2,2010,1
1387,345,0,2,2,Matt Bryant,Packers,8.0,K,12,2,2,2010,0
1431,389,0,0,0,Matt Bryant,Buccaneers,4.0,K,13,4,4,2010,1
1451,409,0,1,1,Matt Bryant,Panthers,7.0,K,14,4,4,2010,1
1479,437,0,2,2,Matt Bryant,Seahawks,10.0,K,15,4,4,2010,1
1528,486,0,0,0,Matt Bryant,Saints,2.0,K,16,2,2,2010,0
1547,505,0,1,1,Matt Bryant,Panthers,7.0,K,17,4,4,2010,0
1583,19,0,2,2,Matt Bryant,Bears,6.0,K,1,0,0,2011,1
1623,59,0,0,0,Matt Bryant,Eagles,5.0,K,2,5,5,2011,0
1646,82,0,2,2,Matt Bryant,Buccaneers,7.0,K,3,1,1,2011,1
1665,101,1,3,3,Matt Bryant,Seahawks,14.0,K,4,3,3,2011,1
1720,156,0,0,0,Matt Bryant,Packers,2.0,K,5,2,2,2011,0
1736,172,0,1,1,Matt Bryant,Panthers,7.0,K,6,4,4,2011,0
1757,193,0,3,3,Matt Bryant,Lions,11.0,K,7,2,2,2011,1
1818,254,0,1,1,Matt Bryant,Colts,7.0,K,9,4,4,2011,1
1839,275,0,4,3,Matt Bryant,Saints,11.0,K,10,2,2,2011,0
1864,300,0,3,3,Matt Bryant,Titans,11.0,K,11,2,2,2011,0
1920,356,0,1,1,Matt Bryant,Min,6.0,K,12,3,3,2011,0
1953,389,0,1,1,Matt Bryant,Texans,4.0,K,13,1,1,2011,1
1973,409,0,2,1,Matt Bryant,Panthers,7.0,K,14,4,4,2011,1
1998,434,0,2,2,Matt Bryant,Jaguars,11.0,K,15,5,5,2011,0
2031,467,1,3,3,Matt Bryant,Saints,12.0,K,16,1,1,2011,1
2072,508,0,1,1,Matt Bryant,Buccaneers,9.0,K,17,6,6,2011,0
2093,2,0,4,4,Matt Bryant,Eagles,14.0,K,1,2,2,2015,0
2144,53,0,1,1,Matt Bryant,Giants,6.0,K,2,3,3,2015,1
2169,78,0,1,1,Matt Bryant,Cowboys,7.0,K,3,4,4,2015,1
2208,117,0,0,0,Matt Bryant,Texans,6.0,K,4,6,6,2015,0
2234,143,0,4,2,Matt Bryant,Redskins,7.0,K,5,1,1,2015,0
2273,182,0,0,0,Matt Bryant,Saints,3.0,K,6,3,3,2015,1
2298,207,0,2,1,Matt Bryant,Titans,4.0,K,7,1,1,2015,1
2323,232,0,2,2,Matt Bryant,Buccaneers,8.0,K,8,2,2,2015,0
2342,251,0,3,3,Matt Bryant,49ers,10.0,K,9,1,1,2015,1
2412,321,0,1,0,Matt Bryant,Colts,3.0,K,11,3,3,2015,0
2612,3,0,4,4,Matt Bryant,Chiefs,16.0,K,1,4,4,2012,1
2657,48,0,2,2,Matt Bryant,Broncos,9.0,K,2,3,3,2012,0
2703,94,0,0,0,Matt Bryant,Chargers,3.0,K,3,3,3,2012,1
2714,105,0,3,3,Matt Bryant,Panthers,12.0,K,4,3,3,2012,0
2748,139,1,1,1,Matt Bryant,Redskins,8.0,K,5,3,3,2012,1
2771,162,1,4,3,Matt Bryant,Raiders,13.0,K,6,2,2,2012,0
2828,219,0,3,3,Matt Bryant,Eagles,12.0,K,8,3,3,2012,1
2855,246,0,6,4,Matt Bryant,Cowboys,13.0,K,9,1,1,2012,0
2889,280,0,2,2,Matt Bryant,Saints,9.0,K,10,3,3,2012,1
2916,307,1,3,3,Matt Bryant,Cardinals,13.0,K,11,2,2,2012,0
2962,353,0,3,1,Matt Bryant,Buccaneers,6.0,K,12,3,3,2012,1
2974,365,1,3,3,Matt Bryant,Saints,13.0,K,13,2,2,2012,0
3032,423,0,0,0,Matt Bryant,Panthers,2.0,K,14,2,2,2012,1
3047,438,0,2,2,Matt Bryant,Giants,10.0,K,15,4,4,2012,0
3085,476,0,1,1,Matt Bryant,Lions,7.0,K,16,4,4,2012,1
3120,511,0,1,1,Matt Bryant,Buccaneers,5.0,K,17,2,2,2012,0
