,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
0,0,0,Scott Chandler,@KC,0,0,0,0,0,0,18.00,TE,0,2,63,5,0,0,0,0,1,2011
1,0,0,Aaron Hernandez,@Mia,0,0,0,0,0,0,16.00,TE,0,1,103,7,0,0,0,0,1,2011
2,0,0,Rob Gronkowski,@Mia,0,0,0,0,0,0,14.00,TE,0,1,86,6,0,0,0,0,1,2011
3,0,0,Jeff King,Car,0,0,0,0,0,0,12.00,TE,0,1,61,2,0,0,0,0,1,2011
4,0,0,Dustin Keller,Dal,0,0,0,0,0,0,12.00,TE,0,1,61,5,0,0,0,0,1,2011
5,0,0,Jason Witten,@NYJ,0,0,0,0,0,0,11.00,TE,0,0,110,6,0,0,0,0,1,2011
6,0,0,Jermaine Gresham,@Cle,0,0,0,0,0,0,11.00,TE,0,1,58,6,0,0,0,0,1,2011
7,0,0,Jimmy Graham,@GB,0,0,0,0,0,0,11.00,TE,0,1,56,4,0,0,0,0,1,2011
8,0,0,Ed Dickson,Pit,0,0,0,0,0,0,11.00,TE,0,1,59,5,0,0,0,0,1,2011
9,0,0,Benjamin Watson,Cin,0,0,0,0,0,0,10.00,TE,0,1,45,3,0,0,0,0,1,2011
10,0,0,Fred Davis,NYG,0,0,0,0,0,0,10.00,TE,0,0,105,5,0,0,0,0,1,2011
11,0,0,Evan Moore,Cin,0,0,0,0,0,0,9.00,TE,0,1,35,3,0,0,0,0,1,2011
12,0,0,Anthony Fasano,NE,0,0,0,0,0,0,8.00,TE,0,0,82,5,0,0,0,0,1,2011
13,0,0,Tony Scheffler,@TB,0,0,0,0,0,0,7.00,TE,0,1,11,1,0,1,0,5,1,2011
14,0,0,Greg Olsen,@Ari,0,0,0,0,0,0,7.00,TE,0,0,78,4,0,0,0,0,1,2011
15,0,0,Tony Gonzalez,@Chi,0,0,0,0,0,0,7.00,TE,0,0,72,5,0,0,0,0,1,2011
16,0,0,Antonio Gates,Min,0,0,0,0,0,0,7.00,TE,0,0,74,8,0,0,0,0,1,2011
17,0,0,Kellen Winslow,Det,0,0,0,0,0,0,6.00,TE,0,0,66,6,0,0,0,0,1,2011
18,0,0,Matt Spaeth,Atl,0,0,0,0,0,0,6.00,TE,0,1,7,2,0,0,0,0,1,2011
19,0,0,Jeremy Shockey,@Ari,0,0,0,0,0,0,5.00,TE,0,0,51,3,0,0,0,0,1,2011
20,0,0,Brandon Pettigrew,@TB,0,0,0,0,0,0,5.00,TE,0,0,57,4,0,0,0,0,1,2011
21,0,0,Jermichael Finley,NO,0,0,0,0,0,0,5.00,TE,0,0,53,3,0,0,0,0,1,2011
22,0,0,Jake Ballard,@Was,0,0,0,0,0,0,5.00,TE,0,0,59,2,0,0,0,0,1,2011
23,0,0,Dennis Pitta,Pit,0,0,0,0,0,0,4.00,TE,0,0,45,2,0,0,0,0,1,2011
24,0,0,Heath Miller,@Bal,0,0,0,0,0,0,4.00,TE,0,0,42,3,0,0,0,0,1,2011
25,0,0,Todd Heap,Car,0,0,0,0,0,0,4.00,TE,0,0,40,2,0,0,0,0,1,2011
26,0,0,Vernon Davis,Sea,0,0,0,0,0,0,4.00,TE,0,0,47,5,0,0,0,0,1,2011
27,0,0,Daniel Fells,Oak,0,0,0,0,0,0,3.00,TE,0,0,32,3,0,0,0,0,1,2011
28,0,0,Dallas Clark,@Hou,0,0,0,0,0,0,3.00,TE,0,0,39,4,0,0,0,0,1,2011
29,0,0,Leonard Pope,Buf,0,0,0,0,0,0,2.00,TE,0,0,24,3,0,0,0,0,1,2011
30,0,0,Randy McMichael,Min,0,0,0,0,0,0,2.00,TE,0,0,20,3,0,0,0,0,1,2011
31,0,0,Marcedes Lewis,Ten,0,0,0,0,0,0,2.00,TE,0,0,28,2,0,0,0,0,1,2011
32,0,0,Joel Dreessen,Ind,0,0,0,0,0,0,2.00,TE,0,0,21,1,0,0,0,0,1,2011
33,0,0,Kellen Davis,Atl,0,0,0,0,0,0,2.00,TE,0,0,23,2,0,0,0,0,1,2011
34,0,0,Chris Cooley,NYG,0,0,0,0,0,0,2.00,TE,0,0,21,2,0,0,0,0,1,2011
35,0,0,James Casey,Ind,0,0,0,0,0,0,2.00,TE,0,0,29,3,0,0,0,0,1,2011
36,0,0,Billy Bajema,Phi,0,0,0,0,0,0,2.00,TE,0,0,21,2,0,0,0,0,1,2011
37,0,0,John Phillips,@NYJ,0,0,0,0,0,0,1.00,TE,0,0,19,2,0,0,0,0,1,2011
38,0,0,Jake O'Connell,Buf,0,0,0,0,0,0,1.00,TE,0,0,15,1,0,0,0,0,1,2011
39,0,0,Brandon Myers,@Den,0,0,0,0,0,0,1.00,TE,0,0,10,2,0,0,0,0,1,2011
40,0,0,Zach Miller,@SF,0,0,0,0,0,0,1.00,TE,0,0,19,2,0,0,0,0,1,2011
41,0,0,Anthony McCoy,@SF,0,0,0,0,0,0,1.00,TE,0,0,12,2,0,0,0,0,1,2011
42,0,0,Lance Kendricks,Phi,0,0,0,0,0,0,1.00,TE,0,0,18,1,0,0,0,0,1,2011
43,0,0,Owen Daniels,Ind,0,0,0,0,0,0,1.00,TE,0,0,12,1,0,0,0,0,1,2011
44,0,0,Brent Celek,@Stl,0,0,0,0,0,0,1.00,TE,0,0,13,1,0,0,0,0,1,2011
45,0,0,Delanie Walker,Sea,0,0,0,0,0,0,0.00,TE,0,0,-1,1,0,0,0,0,1,2011
46,0,0,Craig Stevens,@Jax,0,0,0,0,0,0,0.00,TE,0,0,2,1,0,0,0,0,1,2011
47,0,0,Tom Crabtree,NO,0,0,0,0,0,0,0.00,TE,0,0,4,1,0,0,0,0,1,2011
48,0,0,Jared Cook,@Jax,0,0,0,0,0,0,0.00,TE,0,0,7,1,0,0,0,0,1,2011
49,0,0,Rob Gronkowski,SD,0,0,0,0,0,0,20.00,TE,0,2,86,4,0,0,0,0,2,2011
50,0,0,Tony Gonzalez,Phi,0,0,0,0,0,0,20.00,TE,0,2,83,7,0,0,0,0,2,2011
51,0,0,Dustin Keller,Jax,0,0,0,0,0,0,16.00,TE,0,1,101,6,0,0,0,0,2,2011
52,0,0,Fred Davis,Ari,0,0,0,0,0,0,14.00,TE,0,1,86,6,0,0,0,0,2,2011
