,Blocks,Fumble Returns,Interception,Opponent,Pass Yards Allowed,Point After,Points,Position,Rush Yards Allowed,Sack,Safety,Team,Total Yards,Touchdowns,Week,Year
40,0,2,1,@Chi,220,14,13.00,DST,64,3.0,0,Philadelphia EaglesPhiladelphia,284,0,2,2016
41,0,3,0,@NYG,353,16,12.00,DST,64,2.0,0,New Orleans SaintsNew Orleans,417,0,2,2016
42,0,1,2,Jax,319,14,12.00,DST,69,2.0,0,San Diego ChargersSan Diego,388,0,2,2016
43,0,0,1,Ten,224,16,11.00,DST,139,3.0,1,Detroit LionsDetroit,363,0,2,2016
44,1,3,1,@Car,353,46,11.00,DST,176,1.0,0,San Francisco 49ersSan Francisco,529,0,2,2016
45,0,1,0,@Min,254,17,10.00,DST,30,4.0,0,Green Bay PackersGreen Bay,284,0,2,2016
46,0,0,2,@Hou,254,19,10.00,DST,97,2.0,0,Kansas City ChiefsKansas City,351,0,2,2016
47,0,0,0,@LA,219,9,10.00,DST,64,3.0,0,Seattle SeahawksSeattle,283,0,2,2016
48,0,0,1,@Det,238,15,10.00,DST,137,4.0,0,Tennessee TitansTennessee,375,0,2,2016
49,0,1,0,NYJ,370,37,9.00,DST,123,1.0,0,Buffalo BillsBuffalo,493,1,2,2016
50,0,2,2,Mia,387,24,9.00,DST,70,0.0,0,New England PatriotsNew England,457,0,2,2016
51,0,2,0,Cin,366,16,9.00,DST,46,1.0,0,Pittsburgh SteelersPittsburgh,412,0,2,2016
52,0,0,0,Phi,180,29,8.00,DST,100,2.0,0,Chicago BearsChicago,280,1,2,2016
53,0,1,0,Dal,278,27,7.00,DST,102,4.0,0,Washington RedskinsWashington,380,0,2,2016
54,0,0,2,@Pit,250,24,6.00,DST,124,1.0,0,Cincinnati BengalsCincinnati,374,0,2,2016
55,0,0,2,Bal,302,25,5.00,DST,80,0.0,0,Cleveland BrownsCleveland,382,0,2,2016
56,0,0,1,@Was,350,23,5.00,DST,82,2.0,0,Dallas CowboysDallas,432,0,2,2016
57,0,1,0,@SD,207,38,5.00,DST,150,3.0,0,Jacksonville JaguarsJacksonville,357,0,2,2016
58,0,1,0,@NE,302,31,4.00,DST,161,2.0,0,Miami DolphinsMiami,463,0,2,2016
59,0,0,1,@Den,266,34,3.00,DST,134,1.0,0,Indianapolis ColtsIndianapolis,400,0,2,2016
60,0,0,1,Atl,389,35,3.00,DST,139,1.0,0,Oakland RaidersOakland,528,0,2,2016
61,0,0,1,@Buf,307,31,2.00,DST,86,0.0,0,New York JetsNY Jets,393,0,2,2016
62,0,0,0,@Oak,299,28,1.00,DST,155,1.0,0,Atlanta FalconsAtlanta,454,0,2,2016
63,0,0,0,@Ari,311,40,1.00,DST,105,1.0,0,Tampa Bay BuccaneersTampa Bay,416,0,2,2016
64,0,2,6,NYJ,188,3,38.00,DST,117,0.0,0,Kansas City ChiefsKansas City,305,2,3,2016
65,0,0,3,@Car,201,10,29.00,DST,105,8.0,1,Minnesota VikingsMinnesota,306,1,3,2016
66,0,1,4,Ari,260,18,25.00,DST,88,5.0,0,Buffalo BillsBuffalo,348,1,3,2016
67,1,1,1,Pit,222,3,20.00,DST,29,4.0,0,Philadelphia EaglesPhiladelphia,251,0,3,2016
68,0,2,1,Hou,175,0,18.00,DST,109,2.0,0,New England PatriotsNew England,284,0,3,2016
69,1,0,3,@Jax,168,17,16.00,DST,48,4.0,0,Baltimore RavensBaltimore,216,0,3,2016
70,0,1,2,@Ten,212,10,14.00,DST,181,1.0,0,Oakland RaidersOakland,393,0,3,2016
71,0,1,2,@Mia,311,30,13.00,DST,115,1.0,0,Cleveland BrownsCleveland,426,1,3,2016
72,0,1,1,@Ind,317,26,13.00,DST,93,2.0,0,San Diego ChargersSan Diego,410,1,3,2016
73,0,1,1,@NO,359,32,12.00,DST,115,2.0,0,Atlanta FalconsAtlanta,474,1,3,2016
74,0,1,1,@Cin,189,17,12.00,DST,143,4.0,0,Denver BroncosDenver,332,0,3,2016
75,0,1,2,Bal,199,19,12.00,DST,84,2.0,0,Jacksonville JaguarsJacksonville,283,0,3,2016
76,0,1,1,@TB,389,32,12.00,DST,83,2.0,0,Los Angeles RamsLos Angeles,472,1,3,2016
77,1,3,0,SD,315,22,11.00,DST,37,2.0,0,Indianapolis ColtsIndianapolis,352,0,3,2016
78,0,1,1,LA,183,37,11.00,DST,137,1.0,0,Tampa Bay BuccaneersTampa Bay,320,1,3,2016
79,0,2,0,Chi,312,17,9.00,DST,78,1.0,0,Dallas CowboysDallas,390,0,3,2016
80,0,1,2,@NYG,337,27,9.00,DST,120,2.0,0,Washington RedskinsWashington,457,0,3,2016
81,0,0,1,@Buf,89,33,8.00,DST,208,4.0,1,Arizona CardinalsArizona,297,0,3,2016
82,0,1,0,Cle,261,24,7.00,DST,169,4.0,0,Miami DolphinsMiami,430,0,3,2016
83,0,0,1,Oak,245,17,7.00,DST,123,1.0,0,Tennessee TitansTennessee,368,0,3,2016
84,1,1,0,Den,303,29,6.00,DST,52,2.0,0,Cincinnati BengalsCincinnati,355,0,3,2016
85,0,0,1,Det,368,27,6.00,DST,50,3.0,0,Green Bay PackersGreen Bay,418,0,3,2016
86,0,1,1,@Sea,291,37,6.00,DST,127,2.0,0,San Francisco 49ersSan Francisco,418,0,3,2016
87,0,0,1,SF,119,18,6.00,DST,135,0.0,0,Seattle SeahawksSeattle,254,0,3,2016
88,0,1,0,@KC,221,24,5.00,DST,72,2.0,0,New York JetsNY Jets,293,0,3,2016
89,0,1,0,Was,313,29,4.00,DST,90,2.0,0,New York GiantsNY Giants,403,0,3,2016
90,0,0,0,Min,153,22,3.00,DST,58,2.0,0,Carolina PanthersCarolina,211,0,3,2016
91,0,1,0,@Dal,248,31,2.00,DST,199,0.0,0,Chicago BearsChicago,447,0,3,2016
92,0,0,0,@GB,201,34,2.00,DST,123,2.0,0,Detroit LionsDetroit,324,0,3,2016
93,0,0,0,@NE,97,27,2.00,DST,185,1.0,0,Houston TexansHouston,282,0,3,2016
94,0,0,0,Atl,225,45,2.00,DST,217,2.0,0,New Orleans SaintsNew Orleans,442,0,3,2016
95,0,0,0,@Phi,301,34,0.00,DST,125,0.0,0,Pittsburgh SteelersPittsburgh,426,0,3,2016
96,0,2,3,@Ari,302,13,20.00,DST,118,3.0,0,Los Angeles RamsLos Angeles,420,0,4,2016
97,0,1,2,@TB,143,7,18.00,DST,72,5.0,0,Denver BroncosDenver,215,0,4,2016
98,0,1,1,Mia,160,7,16.00,DST,62,5.0,0,Cincinnati BengalsCincinnati,222,0,4,2016
99,0,1,0,@NE,187,0,15.00,DST,90,3.0,0,Buffalo BillsBuffalo,277,0,4,2016
100,0,0,3,@NYJ,247,17,14.00,DST,58,4.0,0,Seattle SeahawksSeattle,305,0,4,2016
101,0,0,1,Ten,196,20,13.00,DST,124,1.0,0,Houston TexansHouston,320,1,4,2016
102,0,0,0,@Chi,294,17,12.00,DST,114,2.0,0,Detroit LionsDetroit,408,1,4,2016
103,0,1,1,KC,270,14,12.00,DST,87,4.0,0,Pittsburgh SteelersPittsburgh,357,0,4,2016
104,0,0,2,Car,329,33,11.00,DST,49,1.0,0,Atlanta FalconsAtlanta,378,1,4,2016
105,0,0,1,@Atl,481,48,11.00,DST,90,3.0,0,Carolina PanthersCarolina,571,1,4,2016
106,0,1,1,NYG,261,10,11.00,DST,78,0.0,0,Minnesota VikingsMinnesota,339,0,4,2016
107,0,2,1,Cle,217,20,11.00,DST,163,1.0,0,Washington RedskinsWashington,380,0,4,2016
108,0,0,2,Det,197,14,10.00,DST,66,2.0,0,Chicago BearsChicago,263,0,4,2016
109,0,0,1,Ind,190,27,9.00,DST,94,6.0,0,Jacksonville JaguarsJacksonville,284,0,4,2016
110,0,2,1,@SD,308,34,9.00,DST,38,3.0,0,New Orleans SaintsNew Orleans,346,0,4,2016
111,0,1,0,LA,247,17,8.00,DST,41,2.0,0,Arizona CardinalsArizona,288,0,4,2016
112,0,0,1,@SF,189,17,7.00,DST,106,1.0,0,Dallas CowboysDallas,295,0,4,2016
113,0,0,0,Buf,244,16,6.00,DST,134,2.0,0,New England PatriotsNew England,378,0,4,2016
114,0,0,2,NO,192,35,6.00,DST,83,2.0,0,San Diego ChargersSan Diego,275,0,4,2016
115,0,0,2,@Hou,244,27,6.00,DST,115,1.0,0,Tennessee TitansTennessee,359,0,4,2016
116,0,0,1,@Was,156,31,5.00,DST,145,3.0,0,Cleveland BrownsCleveland,301,0,4,2016
117,0,1,0,@Bal,282,27,5.00,DST,130,2.0,0,Oakland RaidersOakland,412,0,4,2016
118,0,0,0,Den,218,27,5.00,DST,89,4.0,0,Tampa Bay BuccaneersTampa Bay,307,0,4,2016
119,0,0,0,@Jax,195,30,3.00,DST,136,3.0,0,Indianapolis ColtsIndianapolis,331,0,4,2016
120,0,0,0,Sea,288,27,3.00,DST,66,2.0,0,New York JetsNY Jets,354,0,4,2016
121,0,0,0,Dal,234,24,3.00,DST,194,2.0,0,San Francisco 49ersSan Francisco,428,0,4,2016
122,0,1,0,Oak,199,28,2.00,DST,62,0.0,0,Baltimore RavensBaltimore,261,0,4,2016
123,0,0,0,@Pit,287,43,2.00,DST,149,2.0,0,Kansas City ChiefsKansas City,436,0,4,2016
124,0,0,0,@Cin,285,22,2.00,DST,77,1.0,0,Miami DolphinsMiami,362,0,4,2016
125,0,0,0,@Min,262,24,1.00,DST,104,0.0,0,New York GiantsNY Giants,366,0,4,2016
126,0,1,2,@LA,243,19,20.00,DST,102,4.0,0,Buffalo BillsBuffalo,345,1,5,2016
127,0,0,1,Hou,155,13,19.00,DST,59,4.0,0,Minnesota VikingsMinnesota,214,1,5,2016
128,0,1,0,@Bal,188,10,18.00,DST,118,3.0,0,Washington RedskinsWashington,306,1,5,2016
129,0,1,2,@SF,135,21,16.00,DST,151,7.0,1,Arizona CardinalsArizona,286,0,5,2016
130,0,0,2,@Mia,149,17,14.00,DST,51,6.0,0,Tennessee TitansTennessee,200,0,5,2016
131,0,0,1,@Cle,235,13,13.00,DST,27,2.0,1,New England PatriotsNew England,262,0,5,2016
132,0,0,1,@Den,183,16,12.00,DST,84,6.0,0,Atlanta FalconsAtlanta,267,0,5,2016
133,0,2,2,@Car,278,14,12.00,DST,136,0.0,0,Tampa Bay BuccaneersTampa Bay,414,0,5,2016
134,0,1,0,NYG,178,16,10.00,DST,43,4.0,0,Green Bay PackersGreen Bay,221,0,5,2016
135,0,2,2,SD,351,31,10.00,DST,72,2.0,0,Oakland RaidersOakland,423,0,5,2016
136,0,0,0,NYJ,244,13,10.00,DST,72,3.0,0,Pittsburgh SteelersPittsburgh,316,0,5,2016
137,0,1,1,Was,250,16,9.00,DST,60,1.0,0,Baltimore RavensBaltimore,310,0,5,2016
138,0,0,0,Cin,249,14,8.00,DST,96,4.0,0,Dallas CowboysDallas,345,0,5,2016
139,0,1,1,Phi,230,23,8.00,DST,116,3.0,0,Detroit LionsDetroit,346,0,5,2016
140,1,0,0,Ten,163,30,8.00,DST,235,0.0,0,Miami DolphinsMiami,398,1,5,2016
141,0,1,0,@Det,164,24,7.00,DST,80,4.0,0,Philadelphia EaglesPhiladelphia,244,0,5,2016
142,0,0,0,TB,202,17,6.00,DST,113,2.0,0,Carolina PanthersCarolina,315,0,5,2016
143,0,0,0,@Ind,298,29,5.00,DST,98,5.0,0,Chicago BearsChicago,396,0,5,2016
144,0,1,0,Atl,250,23,5.00,DST,122,2.0,0,Denver BroncosDenver,372,0,5,2016
145,0,0,2,@GB,259,23,5.00,DST,147,0.0,0,New York GiantsNY Giants,406,0,5,2016
146,0,0,1,@Oak,300,34,5.00,DST,89,3.0,0,San Diego ChargersSan Diego,389,0,5,2016
147,1,0,0,Buf,112,30,4.00,DST,193,2.0,0,Los Angeles RamsLos Angeles,305,0,5,2016
148,0,1,0,@Dal,222,28,3.00,DST,180,1.0,0,Cincinnati BengalsCincinnati,402,0,5,2016
149,0,1,0,Chi,397,23,3.00,DST,125,0.0,0,Indianapolis ColtsIndianapolis,522,0,5,2016
150,0,1,0,@Pit,375,31,3.00,DST,61,1.0,0,New York JetsNY Jets,436,0,5,2016
151,0,0,0,@Min,255,31,2.00,DST,96,2.0,0,Houston TexansHouston,351,0,5,2016
152,0,0,0,NE,403,33,1.00,DST,98,1.0,0,Cleveland BrownsCleveland,501,0,5,2016
153,0,0,0,Ari,116,33,1.00,DST,172,1.0,0,San Francisco 49ersSan Francisco,288,0,5,2016
154,0,0,2,NYJ,197,3,15.00,DST,33,1.0,0,Arizona CardinalsArizona,230,0,6,2016
155,0,0,1,@Was,263,27,15.00,DST,230,0.0,0,Philadelphia EaglesPhiladelphia,493,2,6,2016
156,0,2,0,Den,220,13,15.00,DST,84,2.0,1,San Diego ChargersSan Diego,304,0,6,2016
157,0,3,1,@GB,294,16,13.00,DST,78,1.0,0,Dallas CowboysDallas,372,0,6,2016
158,0,1,1,@Oak,221,10,13.00,DST,64,2.0,0,Kansas City ChiefsKansas City,285,0,6,2016
159,0,1,1,Jax,263,17,10.00,DST,54,2.0,0,Chicago BearsChicago,317,0,6,2016
160,0,0,2,Pit,169,15,10.00,DST,128,2.0,0,Miami DolphinsMiami,297,0,6,2016
161,0,1,0,SF,167,16,9.00,DST,133,3.0,0,Buffalo BillsBuffalo,300,0,6,2016
162,0,1,1,Atl,310,24,9.00,DST,52,4.0,0,Seattle SeahawksSeattle,362,0,6,2016
163,0,0,0,Phi,145,20,9.00,DST,94,5.0,0,Washington RedskinsWashington,239,0,6,2016
164,0,1,2,@NYG,397,27,8.00,DST,38,1.0,0,Baltimore RavensBaltimore,435,0,6,2016
165,0,0,0,Cin,237,17,8.00,DST,120,2.0,1,New England PatriotsNew England,357,0,6,2016
166,0,2,0,@SD,166,21,7.00,DST,99,2.0,0,Denver BroncosDenver,265,0,6,2016
167,0,2,0,@Buf,179,45,7.00,DST,313,3.0,0,San Francisco 49ersSan Francisco,492,0,6,2016
168,0,0,0,Cle,301,26,7.00,DST,40,6.0,0,Tennessee TitansTennessee,341,0,6,2016
169,0,1,1,Dal,233,30,6.00,DST,191,2.0,0,Green Bay PackersGreen Bay,424,0,6,2016
170,0,0,1,Ind,231,23,6.00,DST,161,3.0,0,Houston TexansHouston,392,0,6,2016
171,0,1,1,Car,303,38,6.00,DST,103,2.0,0,New Orleans SaintsNew Orleans,406,0,6,2016
172,0,0,0,@Chi,297,16,5.00,DST,92,1.0,0,Jacksonville JaguarsJacksonville,389,0,6,2016
173,1,0,0,@Sea,261,26,4.00,DST,72,1.0,0,Atlanta FalconsAtlanta,333,0,6,2016
174,0,0,1,@Ten,270,28,4.00,DST,137,2.0,0,Cleveland BrownsCleveland,407,0,6,2016
175,0,0,1,@Hou,256,26,4.00,DST,158,1.0,0,Indianapolis ColtsIndianapolis,414,0,6,2016
176,0,0,1,@NO,460,41,3.00,DST,63,1.0,0,Carolina PanthersCarolina,523,0,6,2016
177,0,0,0,@NE,358,35,3.00,DST,79,3.0,0,Cincinnati BengalsCincinnati,437,0,6,2016
178,0,0,1,LA,311,28,3.00,DST,76,1.0,0,Detroit LionsDetroit,387,0,6,2016
179,0,0,0,Bal,293,23,3.00,DST,98,2.0,0,New York GiantsNY Giants,391,0,6,2016
180,0,0,0,KC,223,26,2.00,DST,183,1.0,0,Oakland RaidersOakland,406,0,6,2016
181,1,0,0,@Mia,252,30,2.00,DST,222,0.0,0,Pittsburgh SteelersPittsburgh,474,0,6,2016
182,0,0,0,@Det,265,31,1.00,DST,83,1.0,0,Los Angeles RamsLos Angeles,348,0,6,2016
183,0,0,0,@Ari,225,28,0.00,DST,171,0.0,0,New York JetsNY Jets,396,0,6,2016
184,0,3,1,Min,189,10,27.00,DST,93,6.0,0,Philadelphia EaglesPhiladelphia,282,1,7,2016
185,0,0,4,@LA,271,10,24.00,DST,74,3.0,0,New York GiantsNY Giants,345,1,7,2016
186,1,2,0,@NYJ,189,24,18.00,DST,155,5.0,0,Baltimore RavensBaltimore,344,1,7,2016
187,2,0,0,@Ari,311,6,18.00,DST,132,4.0,0,Seattle SeahawksSeattle,443,0,7,2016
188,0,1,1,SD,348,33,14.00,DST,78,4.0,0,Atlanta FalconsAtlanta,426,1,7,2016
189,0,2,1,@SF,113,17,14.00,DST,160,4.0,0,Tampa Bay BuccaneersTampa Bay,273,0,7,2016
190,1,1,0,@GB,303,26,13.00,DST,103,2.0,0,Chicago BearsChicago,406,1,7,2016
191,0,2,0,Hou,131,9,12.00,DST,140,1.0,0,Denver BroncosDenver,271,0,7,2016
192,0,0,2,Chi,120,10,12.00,DST,69,1.0,0,Green Bay PackersGreen Bay,189,0,7,2016
193,0,1,0,@Ten,207,26,12.00,DST,124,3.0,0,Indianapolis ColtsIndianapolis,331,1,7,2016
194,0,1,1,NO,359,21,12.00,DST,104,1.0,0,Kansas City ChiefsKansas City,463,1,7,2016
195,0,1,2,Bal,234,16,12.00,DST,11,2.0,0,New York JetsNY Jets,245,0,7,2016
196,0,0,0,Sea,205,6,11.00,DST,52,1.0,0,Arizona CardinalsArizona,257,0,7,2016
197,0,1,2,@Jax,239,16,11.00,DST,105,1.0,0,Oakland RaidersOakland,344,0,7,2016
198,0,0,2,Cle,172,17,10.00,DST,180,2.0,0,Cincinnati BengalsCincinnati,352,0,7,2016
199,0,2,0,Was,283,17,10.00,DST,130,2.0,0,Detroit LionsDetroit,413,0,7,2016
200,0,2,2,@Phi,138,21,9.00,DST,101,0.0,0,Minnesota VikingsMinnesota,239,0,7,2016
201,0,0,0,@Det,250,20,7.00,DST,94,3.0,0,Washington RedskinsWashington,344,0,7,2016
202,0,1,0,NYG,196,17,6.00,DST,36,0.0,0,Los Angeles RamsLos Angeles,232,0,7,2016
203,0,0,1,@Pit,281,16,6.00,DST,94,0.0,0,New England PatriotsNew England,375,0,7,2016
204,0,1,0,@Cin,288,31,5.00,DST,271,3.0,0,Cleveland BrownsCleveland,559,0,7,2016
205,0,0,0,Buf,200,25,5.00,DST,67,4.0,0,Miami DolphinsMiami,267,0,7,2016
206,0,2,0,NE,222,27,5.00,DST,140,0.0,0,Pittsburgh SteelersPittsburgh,362,0,7,2016
207,0,0,1,@Atl,256,30,5.00,DST,130,3.0,0,San Diego ChargersSan Diego,386,0,7,2016
208,0,0,1,TB,264,34,4.00,DST,249,2.0,0,San Francisco 49ersSan Francisco,513,0,7,2016
209,0,0,0,Ind,341,34,2.00,DST,81,2.0,0,Tennessee TitansTennessee,422,0,7,2016
210,0,0,0,@Mia,198,28,1.00,DST,256,1.0,0,Buffalo BillsBuffalo,454,0,7,2016
211,0,0,0,@Den,157,27,1.00,DST,190,0.0,0,Houston TexansHouston,347,0,7,2016
212,0,0,0,@KC,214,27,1.00,DST,112,0.0,0,New Orleans SaintsNew Orleans,326,0,7,2016
213,0,0,0,Oak,200,33,0.00,DST,144,0.0,0,Jacksonville JaguarsJacksonville,344,0,7,2016
214,0,1,1,Ari,316,20,22.00,DST,24,8.0,0,Carolina PanthersCarolina,340,1,8,2016
215,1,0,3,SD,246,19,22.00,DST,123,4.0,0,Denver BroncosDenver,369,1,8,2016
216,0,1,1,@Ind,172,14,14.00,DST,105,6.0,0,Kansas City ChiefsKansas City,277,0,8,2016
217,0,2,1,@Den,267,27,14.00,DST,57,1.0,0,San Diego ChargersSan Diego,324,1,8,2016
218,0,0,0,Min,201,10,12.00,DST,57,5.0,0,Chicago BearsChicago,258,0,8,2016
219,0,1,0,@NO,252,25,11.00,DST,123,2.0,0,Seattle SeahawksSeattle,375,1,8,2016
220,0,0,1,@Hou,164,20,9.00,DST,105,3.0,0,Detroit LionsDetroit,269,0,8,2016
221,0,0,0,Det,231,13,8.00,DST,58,1.0,0,Houston TexansHouston,289,0,8,2016
222,0,1,1,@Cin,263,27,8.00,DST,152,3.0,0,Washington RedskinsWashington,415,0,8,2016
223,0,0,1,Sea,285,20,7.00,DST,74,1.0,0,New Orleans SaintsNew Orleans,359,0,8,2016
224,0,1,0,Phi,194,23,6.00,DST,97,3.0,0,Dallas CowboysDallas,291,0,8,2016
225,0,0,0,NE,285,41,5.00,DST,72,5.0,0,Buffalo BillsBuffalo,357,0,8,2016
226,0,0,0,@Chi,245,20,5.00,DST,158,1.0,0,Minnesota VikingsMinnesota,403,0,8,2016
227,0,0,2,@Cle,339,28,5.00,DST,68,1.0,0,New York JetsNY Jets,407,0,8,2016
228,0,1,0,Jax,322,22,5.00,DST,48,2.0,0,Tennessee TitansTennessee,370,0,8,2016
229,0,0,1,Was,446,27,4.00,DST,100,1.0,0,Cincinnati BengalsCincinnati,546,0,8,2016
230,0,0,1,@Dal,273,29,4.00,DST,187,2.0,0,Philadelphia EaglesPhiladelphia,460,0,8,2016
231,0,1,0,Oak,498,30,4.00,DST,128,2.0,0,Tampa Bay BuccaneersTampa Bay,626,0,8,2016
232,0,1,0,@Car,208,30,3.00,DST,141,1.0,0,Arizona CardinalsArizona,349,0,8,2016
233,0,0,0,GB,223,32,3.00,DST,108,3.0,0,Atlanta FalconsAtlanta,331,0,8,2016
234,0,0,0,KC,334,30,3.00,DST,88,3.0,0,Indianapolis ColtsIndianapolis,422,0,8,2016
235,0,0,0,@Buf,209,25,3.00,DST,167,2.0,0,New England PatriotsNew England,376,0,8,2016
236,0,0,0,@TB,168,24,3.00,DST,102,2.0,0,Oakland RaidersOakland,270,0,8,2016
237,0,0,0,NYJ,222,31,2.00,DST,171,2.0,0,Cleveland BrownsCleveland,393,0,8,2016
238,0,0,0,@Atl,277,33,2.00,DST,90,2.0,0,Green Bay PackersGreen Bay,367,0,8,2016
239,0,0,0,@Ten,280,36,0.00,DST,214,0.0,0,Jacksonville JaguarsJacksonville,494,0,8,2016
240,0,1,2,Ten,313,35,18.00,DST,80,0.0,0,San Diego ChargersSan Diego,393,2,9,2016
241,1,0,1,Pit,241,14,16.00,DST,36,2.0,0,Baltimore RavensBaltimore,277,1,9,2016
242,0,3,1,Jax,244,14,14.00,DST,205,2.0,0,Kansas City ChiefsKansas City,449,0,9,2016
243,0,0,2,NYJ,191,23,14.00,DST,140,3.0,0,Miami DolphinsMiami,331,1,9,2016
244,0,0,1,@LA,280,10,13.00,DST,59,4.0,0,Carolina PanthersCarolina,339,0,9,2016
245,0,0,1,@GB,289,26,12.00,DST,116,3.0,0,Indianapolis ColtsIndianapolis,405,1,9,2016
246,0,0,0,Car,185,13,12.00,DST,59,5.0,0,Los Angeles RamsLos Angeles,244,0,9,2016
247,0,0,0,@Cle,177,10,11.00,DST,45,4.0,0,Dallas CowboysDallas,222,0,9,2016
248,0,3,1,@SF,393,23,10.00,DST,93,1.0,0,New Orleans SaintsNew Orleans,486,0,9,2016
249,0,1,1,Den,266,20,10.00,DST,33,2.0,0,Oakland RaidersOakland,299,0,9,2016
250,1,0,2,Phi,347,23,9.00,DST,96,2.0,0,New York GiantsNY Giants,443,0,9,2016
251,1,0,0,@Min,259,16,8.00,DST,78,2.0,0,Detroit LionsDetroit,337,0,9,2016
252,0,0,1,Buf,263,25,8.00,DST,162,5.0,0,Seattle SeahawksSeattle,425,0,9,2016
253,0,2,0,@TB,326,28,6.00,DST,70,2.0,0,Atlanta FalconsAtlanta,396,0,9,2016
254,1,0,0,@Sea,245,31,6.00,DST,33,4.0,0,Buffalo BillsBuffalo,278,0,9,2016
